count_i, smass, sfr, m_age, l_age, AV 
4504 7.339 -3.749 0.030 -0.013 0.912
4505 7.350 -3.410 -0.013 -0.046 1.216
4506 7.394 -3.438 0.456 0.404 0.237
4507 6.792 -2.527 0.381 -0.601 0.338
4508 7.292 -3.016 0.456 0.280 0.412
4509 7.257 -3.255 0.407 0.292 0.177
451 5.493 -3.575 0.194 -0.971 0.413
4510 6.965 -2.099 0.160 -0.565 1.124
4511 7.162 -2.869 0.374 0.065 0.721
4512 7.271 -3.634 0.485 0.445 0.597
4513 7.209 -3.640 0.472 0.409 0.822
4514 6.994 -2.716 0.340 -0.105 0.908
4515 7.079 -3.625 0.442 0.345 0.519
4516 6.925 -3.709 0.063 -0.009 0.660
4517 6.996 -3.950 0.460 0.412 0.140
4518 6.849 -3.911 0.325 0.205 0.255
4519 6.738 -3.416 0.020 -0.086 0.537
452 5.447 -3.630 0.216 -0.933 0.791
4520 6.393 -2.002 -0.201 -0.758 0.999
4521 6.907 -3.589 0.055 -0.022 2.809
4522 6.654 -3.146 0.442 0.111 0.207
4523 6.674 -3.728 0.346 0.207 0.515
4524 5.804 -2.734 -0.032 -1.208 0.207
4525 6.036 -3.380 -0.115 -0.881 0.715
4526 5.734 -3.020 0.102 -1.385 3.119
4527 5.919 -2.633 -0.007 -0.941 0.744
4528 6.741 -3.826 0.465 0.371 2.558
4529 6.065 -3.664 -0.100 -0.631 0.190
453 5.839 -3.860 0.181 -0.112 2.440
4530 5.677 -3.150 0.112 -1.078 0.901
4531 5.852 -2.785 0.025 -0.748 3.260
4532 5.881 -2.985 0.251 -0.684 0.676
4533 6.668 -3.903 0.451 0.370 3.046
4534 5.554 -3.411 0.175 -1.112 0.354
4535 5.824 -2.794 -0.015 -1.088 0.163
4536 6.715 -3.835 0.466 0.375 0.901
4537 6.637 -3.706 0.049 -0.038 1.033
4538 6.955 -3.783 0.444 0.329 3.387
4539 6.193 -2.170 -0.233 -0.824 0.432
454 5.581 -4.022 0.099 -0.325 0.070
4540 6.758 -3.663 0.002 -0.084 1.009
4541 6.188 -2.688 -0.040 -0.868 0.321
4542 6.298 -3.308 -0.129 -0.761 0.591
4543 6.497 -3.553 -0.119 -0.459 0.696
4544 5.757 -2.970 0.057 -1.244 0.345
4545 6.702 -3.568 0.134 0.003 0.141
4546 6.651 -3.415 -0.055 -0.385 0.588
4547 6.877 -3.795 0.047 -0.030 0.686
4548 6.569 -2.241 0.269 -0.728 0.880
4549 6.821 -2.402 0.325 -0.384 0.732
455 5.830 -3.959 0.001 -0.347 0.171
4550 6.615 -2.596 -0.037 -0.686 0.206
4551 6.950 -2.574 0.433 -0.063 0.391
4552 6.973 -2.488 0.446 -0.078 0.694
4553 7.045 -3.513 0.039 -0.030 1.039
4554 11.629 0.350 0.451 0.404 2.616
4555 6.969 -2.302 0.391 -0.221 0.239
4556 6.972 -2.090 -0.128 -0.432 0.778
4557 6.980 -1.976 -0.061 -0.393 0.251
4558 7.112 -3.652 -0.060 -0.182 0.100
4559 7.183 -3.510 -0.025 -0.126 0.251
456 5.530 -3.642 0.248 -0.734 0.469
4560 7.265 -3.449 0.089 0.017 0.179
4561 7.429 -3.783 0.406 0.347 0.145
4562 7.375 -3.789 0.060 -0.000 0.384
4563 7.422 -3.639 0.033 -0.005 0.278
4564 7.476 -3.470 0.029 -0.015 0.378
4565 7.515 -2.335 0.063 -0.061 0.145
4566 7.544 -2.555 -0.003 -0.128 0.126
4567 7.620 -2.301 0.162 -0.100 0.143
4568 7.656 -3.481 0.006 -0.034 0.111
4569 7.680 -3.201 0.056 -0.011 0.131
457 5.729 -3.660 0.009 -0.483 0.047
4570 7.700 -3.105 0.037 -0.005 0.106
4571 7.702 -3.894 -0.039 -0.074 0.114
4572 7.743 -3.461 0.048 0.011 0.183
4573 7.792 -3.908 0.142 0.076 0.199
4574 7.790 -3.016 0.079 0.024 0.260
4575 7.826 -3.943 0.204 0.148 0.106
4576 7.871 -3.710 0.193 0.118 0.407
4577 7.820 -3.619 0.018 -0.016 0.145
4578 7.773 -3.574 -0.045 -0.092 0.089
4579 7.861 -1.345 0.325 -0.032 0.148
458 5.867 -3.799 0.070 -0.406 0.857
4580 7.956 -2.515 0.055 -0.060 0.420
4581 8.017 -1.039 0.385 -0.030 0.370
4582 8.027 -3.420 -0.054 -0.161 0.637
4583 8.167 -1.542 0.170 0.021 0.745
4584 8.298 -2.360 0.465 0.367 0.424
4585 8.295 -1.496 0.450 0.101 0.975
4586 7.792 -0.529 -0.483 -0.973 1.668
4587 7.890 -0.660 0.199 -0.563 1.045
4588 8.100 -1.660 0.331 0.038 0.378
4589 8.149 -3.704 0.354 0.290 0.154
459 5.577 -3.482 0.209 -0.769 0.354
4590 8.042 -3.207 0.305 0.230 0.177
4591 8.036 -1.356 0.384 0.006 0.580
4592 8.067 -2.240 0.431 0.221 0.399
4593 8.054 -2.872 0.430 0.301 0.298
4594 7.992 -1.815 0.455 0.308 0.216
4595 7.929 -3.514 0.367 0.295 0.163
4596 7.780 -3.465 0.081 0.031 0.311
4597 7.795 -3.809 0.279 0.201 0.124
4598 7.748 -3.640 0.287 0.202 0.218
4599 7.787 -3.640 0.466 0.447 0.178
46 5.213 -4.240 0.296 -0.137 3.989
460 5.685 -3.469 0.038 -0.517 0.173
4600 7.716 -3.490 0.460 0.415 0.130
4601 7.644 -2.626 0.459 0.274 0.457
4602 7.540 -3.204 0.322 0.052 0.534
4603 7.517 -3.744 0.337 0.249 0.144
4604 7.349 -2.872 0.011 -0.152 0.304
4605 7.326 -3.041 0.177 -0.163 0.650
4606 7.405 -3.707 0.337 0.262 0.282
4607 7.449 -4.014 0.458 0.430 0.148
4608 7.292 -3.810 0.172 0.091 0.304
4609 7.182 -3.432 -0.328 -0.468 1.192
461 5.864 -3.863 0.022 -0.371 0.475
4610 6.606 -1.801 -0.110 -1.228 1.240
4611 6.872 -1.864 -0.136 -0.905 1.687
4612 7.160 -2.170 0.095 -0.177 0.645
4613 7.152 -2.681 0.146 -0.065 0.371
4614 7.154 -3.506 0.041 -0.015 0.847
4615 6.658 -2.406 0.287 -0.716 0.715
4616 7.103 -3.439 0.284 0.104 0.897
4617 5.860 -2.843 -0.003 -1.462 0.352
4618 7.179 -2.902 0.451 -0.051 3.852
4619 6.964 -3.766 0.038 -0.039 0.715
462 6.023 -3.912 0.139 -0.089 0.696
4620 6.906 -3.933 0.171 0.068 0.193
4621 6.920 -3.203 0.458 0.251 0.432
4622 6.929 -3.776 0.450 0.376 0.385
4623 6.823 -3.927 0.061 -0.008 1.244
4624 6.238 -2.254 -0.042 -0.862 0.495
4625 6.690 -3.746 0.026 -0.053 0.804
4626 6.671 -3.818 0.080 -0.021 0.923
4627 6.767 -3.895 0.470 0.392 0.425
4628 6.644 -3.712 0.085 -0.030 1.151
4629 5.967 -3.246 0.041 -0.955 0.813
463 5.429 -3.631 0.216 -0.862 0.220
4630 5.687 -3.224 0.153 -1.126 0.434
4631 6.301 -3.295 0.037 -0.535 1.079
4632 6.552 -3.693 0.447 0.314 1.115
4633 6.427 -3.731 0.436 0.234 0.800
4634 5.740 -2.826 0.011 -0.645 0.285
4635 6.436 -3.586 0.414 0.201 0.963
4636 6.278 -3.802 0.008 -0.167 0.161
4637 5.922 -3.377 0.318 -0.734 1.414
4638 6.290 -2.542 0.057 -0.717 1.836
4639 5.753 -3.119 0.102 -1.164 0.541
464 5.518 -3.277 0.126 -0.779 0.050
4640 6.853 -3.815 0.440 0.359 1.056
4641 6.098 -2.364 -0.085 -1.173 1.083
4642 5.841 -2.877 0.094 -1.260 0.580
4643 6.177 -2.232 -0.293 -1.244 1.527
4644 6.868 -3.763 0.277 0.163 0.993
4645 5.659 -3.175 0.072 -1.295 0.211
4646 6.644 -3.793 0.056 -0.017 0.576
4647 5.912 -2.502 -0.157 -1.260 0.124
4648 6.724 -3.824 0.168 -0.150 0.434
4649 5.863 -2.986 0.135 -1.257 0.441
465 5.831 -3.782 -0.072 -0.457 0.049
4650 6.485 -2.250 -0.233 -0.868 1.029
4651 7.010 -3.029 0.173 -0.114 1.249
4652 7.105 -3.572 0.019 -0.039 2.142
4653 7.033 -2.589 0.201 -0.159 1.016
4654 6.938 -2.751 0.273 -0.265 0.532
4655 7.167 -3.381 0.474 0.373 0.261
4656 7.057 -2.558 0.121 -0.031 0.510
4657 7.082 -3.601 0.075 0.009 0.614
4658 7.091 -3.445 0.000 -0.065 0.283
4659 7.094 -3.544 0.032 -0.039 0.337
466 5.569 -3.202 0.134 -0.841 0.108
4660 6.943 -1.828 -0.031 -0.454 0.630
4661 7.163 -3.761 0.013 -0.061 0.133
4662 7.220 -2.902 0.039 -0.090 0.330
4663 7.148 -2.000 -0.019 -0.450 0.735
4664 7.340 -3.382 0.005 -0.052 0.537
4665 7.414 -3.866 0.209 0.132 0.134
4666 7.431 -3.678 0.067 0.005 0.153
4667 7.580 -3.683 0.269 0.197 0.227
4668 7.585 -2.522 0.217 0.078 0.105
4669 7.615 -2.218 0.185 -0.143 0.192
467 5.428 -3.721 0.242 -0.789 0.216
4670 7.671 -1.550 0.306 -0.032 0.129
4671 7.716 -2.538 0.135 -0.008 0.150
4672 7.708 -2.363 -0.005 -0.127 0.193
4673 7.335 -1.391 -0.475 -1.058 0.694
4674 7.687 -2.119 -0.035 -0.287 0.106
4675 7.845 -3.892 0.166 0.048 0.174
4676 7.858 -3.742 0.214 0.030 0.203
4677 7.182 -1.370 -0.508 -1.280 0.508
4678 7.280 -1.071 -0.410 -1.172 0.525
4679 7.906 -1.868 0.204 -0.100 0.489
468 5.656 -3.511 0.254 -0.425 0.386
4680 8.064 -2.137 0.475 0.272 0.205
4681 7.570 -1.119 -0.143 -0.890 0.827
4682 7.949 -3.448 -0.032 -0.057 0.177
4683 7.961 -3.369 0.030 -0.004 0.159
4684 8.026 -3.021 0.031 -0.010 0.237
4685 8.143 -1.917 0.292 0.041 0.472
4686 8.295 -2.809 0.431 0.350 0.447
4687 8.326 -2.284 0.465 0.366 0.488
4688 8.384 -2.812 0.481 0.450 0.814
4689 8.268 -3.491 0.033 0.005 1.026
469 5.680 -3.866 0.188 -0.204 1.356
4690 8.201 -2.157 0.259 0.126 0.316
4691 8.183 -3.666 0.232 0.162 0.114
4692 8.234 -3.333 0.410 0.358 0.440
4693 8.038 -1.666 -0.016 -0.311 0.889
4694 8.136 -1.926 0.467 0.224 0.133
4695 8.119 -1.789 0.455 0.173 0.536
4696 7.311 -0.979 -0.737 -1.405 1.220
4697 7.300 -1.059 -0.357 -1.308 0.986
4698 7.299 -1.088 -0.664 -1.311 1.027
4699 7.912 -3.119 0.301 0.034 0.571
47 5.321 -4.083 0.268 -0.185 0.858
470 5.560 -3.501 0.223 -0.664 0.151
4700 7.875 -3.456 0.341 0.265 0.293
4701 7.824 -3.546 0.338 0.263 0.204
4702 7.642 -3.006 -0.363 -0.461 1.481
4703 7.404 -1.394 -0.125 -0.684 1.068
4704 7.593 -2.046 0.445 0.023 0.559
4705 7.575 -2.385 0.347 0.192 0.210
4706 7.476 -3.496 0.013 -0.029 0.525
4707 7.406 -3.235 0.151 0.010 0.377
4708 7.313 -2.986 0.029 -0.189 0.475
4709 7.337 -1.116 -0.198 -1.129 2.219
471 5.244 -4.213 0.287 -0.149 3.934
4710 7.398 -2.836 0.372 0.138 0.514
4711 7.284 -3.824 0.216 0.012 0.325
4712 7.341 -4.034 0.368 0.308 0.126
4713 7.155 -1.763 0.350 -0.158 0.549
4714 7.107 -1.724 0.313 -0.316 0.717
4715 6.546 -1.832 -0.212 -1.278 1.287
4716 7.199 -3.251 0.236 0.040 0.521
4717 7.079 -3.536 -0.268 -0.382 1.207
4718 6.657 -2.091 -0.054 -0.824 1.637
4719 7.071 -3.695 0.296 0.180 0.200
472 5.814 -4.047 0.051 -0.305 0.376
4720 7.011 -3.823 0.042 -0.024 0.501
4721 6.786 -1.816 0.195 -0.517 1.519
4722 9.660 -0.917 -0.374 -0.505 2.716
4723 6.902 -3.533 0.269 0.103 0.144
4724 6.908 -3.466 0.441 0.248 0.256
4725 6.914 -3.716 0.435 0.329 0.151
4726 6.326 -3.250 -0.190 -0.813 0.355
4727 6.662 -3.525 -0.017 -0.253 0.971
4728 6.811 -3.789 0.455 0.363 0.540
4729 6.369 -2.537 0.024 -0.726 1.324
473 5.643 -3.459 0.161 -0.537 0.546
4730 6.665 -3.930 0.108 0.005 0.744
4731 6.303 -3.061 0.405 -0.538 1.426
4732 6.187 -3.396 -0.173 -0.797 0.884
4733 6.891 -3.211 0.446 0.226 3.296
4734 6.679 -3.607 0.014 -0.090 3.115
4735 6.231 -3.891 0.095 -0.069 0.323
4736 6.077 -3.914 -0.185 -0.450 0.052
4737 6.241 -3.976 0.109 -0.060 0.947
4738 5.894 -2.783 0.091 -0.898 0.812
4739 6.455 -3.954 0.458 0.344 0.297
474 5.782 -3.131 0.151 -0.699 2.097
4740 6.473 -3.794 0.419 0.217 0.759
4741 6.745 -3.870 0.080 -0.002 3.513
4742 6.103 -2.684 -0.069 -0.889 0.518
4743 5.584 -3.192 0.133 -1.302 0.399
4744 6.853 -3.746 0.443 0.333 1.115
4745 5.904 -2.783 0.029 -1.216 0.614
4746 5.936 -2.968 0.042 -1.206 1.073
4747 5.895 -3.010 0.018 -1.193 0.447
4748 5.776 -3.092 0.076 -1.274 1.098
4749 6.513 -3.957 0.038 -0.112 0.167
475 5.634 -3.260 0.185 -0.788 0.319
4750 6.474 -3.840 -0.265 -0.470 0.039
4751 6.523 -3.784 -0.278 -0.440 0.048
4752 6.196 -3.088 -0.160 -1.021 0.452
4753 6.701 -2.281 -0.052 -0.717 1.636
4754 6.792 -1.821 0.093 -0.504 1.414
4755 7.139 -3.482 0.456 0.364 0.939
4756 6.308 -2.720 0.315 -1.077 2.895
4757 7.012 -3.698 0.078 0.003 0.378
4758 6.989 -2.846 -0.138 -0.409 1.429
4759 7.110 -2.436 0.433 0.163 0.343
476 5.594 -3.261 0.143 -0.720 0.186
4760 7.113 -3.798 0.070 -0.007 0.790
4761 6.345 -2.693 0.319 -0.926 0.595
4762 7.094 -2.494 0.052 -0.119 0.834
4763 7.160 -2.428 0.440 0.002 0.374
4764 7.187 -3.959 0.064 -0.035 0.124
4765 7.256 -3.648 0.006 -0.048 0.287
4766 7.386 -3.353 0.380 0.231 0.192
4767 7.386 -2.271 0.461 0.043 0.256
4768 7.093 -1.354 -0.242 -0.715 0.862
4769 7.454 -3.386 0.024 -0.026 0.237
477 6.138 -3.712 0.396 0.135 1.335
4770 7.545 -3.869 0.042 -0.004 0.277
4771 7.581 -3.577 0.014 -0.015 0.215
4772 7.702 -3.643 0.212 0.132 0.188
4773 7.684 -1.906 0.019 -0.155 0.406
4774 7.537 -1.136 -0.144 -0.559 0.571
4775 12.776 4.322 -0.371 -1.803 2.925
4776 7.795 -2.907 0.108 0.022 0.069
4777 7.830 -3.534 0.057 0.024 0.140
4778 7.891 -3.609 0.118 0.052 0.153
4779 7.869 -2.152 0.008 -0.124 0.178
478 5.623 -3.920 0.066 -0.340 0.088
4781 7.626 -1.014 0.252 -0.517 0.183
4782 7.833 -1.184 -0.075 -0.386 0.409
4783 7.912 -3.822 -0.003 -0.012 0.150
4784 7.781 -3.623 -0.009 -0.106 0.207
4785 7.969 -3.264 -0.014 -0.042 0.261
4786 8.123 -3.467 0.050 0.019 0.499
4787 8.179 -3.458 0.015 0.001 0.134
4788 8.145 -3.494 -0.016 -0.065 0.279
4789 7.995 -3.549 -0.020 -0.082 0.164
479 5.415 -4.053 0.220 -0.212 0.033
4790 8.076 -3.374 0.019 -0.002 0.208
4791 8.131 -3.201 -0.012 -0.059 0.251
4792 7.865 -3.223 -0.434 -0.488 0.116
4793 7.950 -0.700 -0.228 -0.593 0.108
4794 8.301 -3.243 -0.006 -0.026 0.540
4795 8.483 -2.703 0.483 0.451 0.460
4796 13.907 0.987 0.474 0.455 2.650
4797 8.203 -1.418 -0.270 -0.586 1.747
4798 8.053 -0.987 0.338 -0.422 0.946
4799 7.168 -1.122 -0.911 -1.577 0.641
48 5.241 -4.218 0.277 -0.165 0.034
480 5.736 -3.945 0.002 -0.343 0.024
4800 7.363 -0.933 -0.815 -1.432 1.048
4801 7.758 -1.237 -0.433 -0.891 1.211
4802 7.616 -0.871 -0.350 -0.875 1.040
4803 7.985 -2.658 0.359 0.200 0.270
4804 7.892 -1.362 0.329 0.017 0.700
4805 7.858 -1.872 0.440 0.046 0.589
4806 7.672 -1.349 0.384 -0.153 0.777
4807 7.161 -1.464 -0.605 -1.162 1.117
4808 7.029 -1.209 -0.818 -1.256 1.217
4809 7.375 -1.822 -0.097 -0.636 1.110
481 5.677 -4.014 0.034 -0.358 0.022
4810 7.429 -2.897 0.022 -0.218 0.750
4811 7.524 -3.533 0.370 0.151 0.713
4812 7.208 -1.925 0.047 -0.560 0.987
4813 7.454 -3.653 0.419 0.325 0.303
4814 7.369 -3.742 0.267 0.182 0.471
4815 7.380 -3.910 0.390 0.318 0.244
4816 7.018 -2.284 -0.114 -0.640 1.415
4817 6.416 -2.400 -0.070 -1.389 1.066
4818 6.548 -2.723 0.400 -0.799 0.431
4819 6.903 -1.484 -0.234 -0.753 1.621
482 5.679 -3.921 0.288 -0.054 2.305
4820 7.205 -3.749 0.401 0.230 0.273
4821 7.175 -3.651 0.371 0.267 0.173
4822 7.213 -3.591 0.039 -0.011 1.677
4823 7.153 -3.678 0.051 -0.003 1.390
4824 7.162 -3.533 0.039 -0.010 1.570
4825 5.957 -2.738 0.058 -1.363 0.210
4826 8.418 -1.038 -0.177 -0.452 3.286
4827 6.952 -3.769 0.342 0.121 0.496
4828 6.125 -2.444 -0.002 -1.170 0.491
4829 5.959 -2.579 -0.039 -1.260 0.181
483 5.607 -3.959 0.242 -0.129 0.296
4830 6.723 -3.804 0.064 -0.014 0.538
4831 6.796 -3.653 0.049 -0.048 1.195
4832 5.932 -2.688 0.035 -1.137 0.236
4833 6.680 -3.566 0.450 0.290 0.368
4834 5.892 -3.270 -0.008 -1.032 0.153
4835 5.633 -3.196 0.151 -1.172 0.165
4836 10.652 0.652 0.465 -0.043 1.497
4837 5.754 -3.306 0.244 -1.041 1.622
4838 6.573 -3.802 0.086 -0.039 2.096
4839 6.199 -3.935 0.010 -0.245 0.138
484 5.724 -4.056 0.175 -0.109 0.066
4840 5.671 -3.064 0.063 -0.929 0.109
4841 6.533 -3.779 0.453 0.273 2.552
4842 5.647 -3.340 0.187 -1.124 2.178
4843 6.545 -3.506 0.454 0.275 1.137
4844 5.948 -2.549 -0.029 -1.127 0.885
4845 6.639 -3.805 0.407 0.278 0.426
4846 6.173 -3.277 0.349 -0.614 0.635
4847 5.738 -3.084 0.082 -1.279 1.357
4848 6.459 -2.284 -0.035 -0.538 0.756
4849 6.000 -2.885 0.128 -1.140 2.299
485 5.620 -3.531 0.231 -0.688 0.533
4850 6.613 -3.656 -0.066 -0.330 0.923
4851 5.899 -3.104 0.187 -1.038 0.332
4852 5.577 -3.236 0.154 -1.299 0.117
4853 6.547 -3.551 -0.255 -0.533 0.181
4854 6.206 -2.157 -0.269 -1.121 0.085
4855 6.948 -2.618 -0.009 -0.166 1.286
4856 5.506 -3.721 0.264 -0.700 3.981
4857 5.977 -2.771 0.133 -1.431 1.932
4858 7.248 -4.003 0.465 0.407 1.913
4859 5.973 -2.743 0.070 -1.446 1.442
486 5.663 -3.204 0.178 -0.892 1.150
4860 6.985 -3.671 0.112 -0.012 0.155
4861 7.024 -3.605 0.237 0.009 0.286
4862 6.892 -2.340 0.405 -0.346 0.451
4863 7.168 -3.796 0.325 0.222 0.281
4864 7.008 -2.103 0.369 -0.195 0.771
4865 7.179 -3.750 0.055 0.007 0.711
4866 6.923 -2.605 0.424 -0.353 0.317
4867 7.262 -2.555 0.375 0.049 0.239
4868 7.207 -2.143 -0.082 -0.409 0.885
4869 7.414 -3.776 0.304 0.223 0.182
487 5.681 -2.853 0.049 -0.589 0.087
4870 7.375 -3.627 0.057 -0.011 0.328
4871 7.456 -2.821 0.172 -0.169 0.924
4872 7.562 -2.663 0.372 0.216 0.238
4873 7.668 -3.548 0.362 0.277 0.206
4874 7.611 -2.017 0.224 -0.028 0.312
4875 7.741 -3.686 0.267 0.192 0.113
4876 7.749 -3.007 0.064 0.002 0.355
4877 7.801 -3.128 0.148 0.050 0.240
4878 7.518 -1.252 -0.554 -1.228 1.578
4879 7.886 -3.471 0.180 0.106 0.170
488 5.419 -3.703 0.247 -0.651 0.306
4880 7.956 -3.829 0.278 0.196 0.092
4881 8.012 -3.523 0.279 0.209 0.257
4882 8.056 -3.055 0.320 0.220 0.182
4883 8.105 -1.831 0.337 0.109 0.465
4884 7.660 -0.578 -0.691 -0.900 0.948
4885 8.118 -1.688 0.463 0.111 0.235
4886 8.171 -1.923 0.401 0.180 0.219
4887 8.039 -3.082 -0.007 -0.032 0.439
4888 8.045 -3.192 -0.012 -0.040 0.321
4889 8.242 -3.373 0.226 0.165 0.744
489 5.330 -4.032 0.265 -0.232 1.078
4890 8.162 -3.150 -0.091 -0.172 0.516
4891 7.891 -1.126 -0.152 -0.755 0.358
4892 7.422 -0.928 -0.881 -1.361 0.510
4893 8.083 -3.102 0.163 -0.171 0.712
4894 7.848 -3.297 -0.424 -0.494 0.607
4895 7.842 -1.409 -0.533 -0.814 0.205
4896 7.567 -0.769 -0.474 -1.336 0.417
4897 8.402 -2.967 0.267 0.111 0.420
4898 8.465 -1.974 0.462 0.355 0.248
4899 7.912 -0.768 -0.658 -1.149 1.512
49 5.257 -4.158 0.276 -0.184 0.665
490 5.342 -4.122 0.235 -0.219 0.071
4900 7.740 -0.730 -0.715 -1.243 1.536
4901 7.470 -0.804 -0.611 -1.443 1.074
4902 7.458 -0.826 -0.789 -1.459 1.091
4903 8.164 -1.131 0.413 -0.127 0.698
4904 8.078 -2.799 -0.261 -0.352 1.246
4905 8.101 -2.601 0.349 0.211 0.230
4906 8.075 -2.875 0.393 0.295 0.475
4907 7.860 -1.566 0.082 -0.224 0.731
4908 7.827 -2.010 0.254 -0.151 0.837
4909 7.659 -2.776 0.024 -0.181 0.494
491 5.418 -3.707 0.235 -0.481 0.030
4910 7.569 -1.774 0.076 -0.346 0.825
4911 7.637 -1.840 0.435 -0.098 0.740
4912 7.482 -2.026 0.044 -0.332 0.898
4913 7.301 -1.573 -0.069 -0.549 0.924
4914 7.419 -2.503 0.172 -0.075 0.524
4915 7.500 -3.873 0.369 0.294 0.240
4916 7.491 -3.433 0.450 0.351 0.469
4917 7.481 -3.811 0.465 0.421 0.232
4918 7.398 -3.690 0.412 0.344 0.125
4919 7.339 -2.631 0.435 0.107 0.642
492 5.198 -4.262 0.299 -0.132 4.001
4920 7.340 -3.366 0.360 0.259 0.225
4921 7.266 -3.429 0.315 0.019 0.757
4922 7.265 -3.927 0.400 0.266 0.249
4923 7.129 -3.758 0.188 0.108 0.202
4924 7.236 -3.786 0.453 0.403 0.186
4925 7.209 -3.680 0.473 0.411 0.358
4926 7.132 -3.720 0.282 0.185 0.890
4927 7.142 -3.627 0.008 -0.051 1.545
4928 6.970 -3.843 0.127 0.032 0.396
4929 7.027 -2.364 0.435 -0.164 1.969
493 5.346 -4.034 0.252 -0.235 0.098
4930 6.905 -2.272 0.347 -0.023 0.618
4931 5.870 -2.836 0.060 -1.340 0.249
4932 5.903 -2.622 -0.076 -1.305 0.187
4933 6.720 -3.790 0.038 -0.032 0.602
4934 6.821 -3.647 0.461 0.352 0.391
4935 6.783 -3.863 0.473 0.387 0.274
4936 6.524 -3.374 0.429 -0.133 1.173
4937 6.679 -3.665 0.457 0.193 0.826
4938 5.675 -3.311 0.205 -1.111 0.740
4939 6.404 -3.845 0.055 -0.061 0.238
494 5.222 -4.234 0.291 -0.143 3.977
4940 6.616 -3.897 0.066 -0.024 2.173
4941 5.600 -3.396 0.211 -1.103 0.536
4942 5.918 -2.837 0.120 -0.839 0.408
4943 6.279 -3.891 0.377 0.157 1.836
4944 6.352 -3.617 0.426 0.220 2.464
4945 6.338 -3.902 0.103 -0.029 1.274
4946 6.347 -3.529 0.413 0.172 1.095
4947 6.591 -2.930 -0.038 -0.492 1.797
4948 6.699 -3.805 0.450 0.337 1.497
4949 6.702 -3.372 0.419 0.221 0.783
495 5.752 -3.814 0.316 -0.369 3.891
4950 6.902 -3.739 0.446 0.359 2.039
4951 6.608 -3.758 0.011 -0.097 0.188
4952 6.458 -2.075 -0.236 -0.698 1.952
4953 11.763 2.016 -0.268 -0.474 3.214
4954 6.921 -3.560 0.462 0.359 2.780
4955 6.827 -3.699 0.028 -0.069 1.939
4956 5.896 -3.057 0.017 -1.214 0.237
4957 7.057 -2.881 0.452 0.179 1.912
4958 5.854 -2.899 0.084 -1.402 0.979
4959 7.146 -3.569 0.467 0.388 1.497
496 5.730 -3.152 0.186 -0.836 2.835
4960 6.968 -3.680 0.077 -0.002 0.537
4961 7.111 -3.852 0.071 0.020 1.925
4962 6.903 -1.825 -0.077 -0.927 3.853
4963 5.964 -2.855 0.154 -1.347 0.718
4964 7.045 -3.698 0.029 -0.031 0.535
4965 6.663 -1.880 -0.241 -0.975 0.938
4966 7.158 -3.765 0.189 0.080 0.417
4967 7.139 -3.121 0.013 -0.062 0.535
4968 7.217 -3.794 0.249 0.169 0.231
4969 7.252 -2.405 -0.096 -0.387 1.484
497 5.294 -3.919 0.276 -0.674 3.985
4970 7.263 -3.619 0.191 0.096 0.220
4971 7.264 -2.451 0.361 -0.031 0.176
4972 7.299 -1.044 -0.222 -0.828 1.329
4973 7.366 -3.599 0.022 -0.024 0.255
4974 7.498 -2.394 0.431 0.141 0.250
4975 7.504 -3.264 0.060 -0.033 0.439
4976 7.662 -3.755 0.368 0.289 0.168
4977 7.652 -3.196 0.187 -0.022 0.538
4978 7.781 -2.355 0.412 0.282 0.205
4979 7.770 -3.521 0.091 0.036 0.388
498 5.248 -4.186 0.300 -0.144 1.466
4980 7.809 -3.532 -0.008 -0.031 0.362
4981 7.845 -3.139 0.032 0.003 0.277
4982 7.917 -3.925 -0.004 -0.014 0.441
4983 7.937 -3.229 0.017 -0.016 0.356
4984 8.082 -3.546 0.358 0.277 0.257
4985 8.032 -3.187 0.049 0.017 0.354
4986 7.777 -0.978 0.224 -0.781 1.122
4987 8.077 -2.120 -0.017 -0.178 0.517
4988 8.259 -2.326 0.450 0.319 0.230
4989 8.243 -2.944 -0.002 -0.020 0.803
499 5.477 -3.998 0.183 -0.244 0.079
4990 8.181 -3.536 0.034 0.000 0.731
4991 8.323 -3.239 0.315 0.234 0.139
4992 8.340 -3.032 -0.006 -0.024 0.367
4993 8.348 -0.477 0.327 -0.213 0.404
4994 7.970 -0.276 -0.808 -1.117 0.873
4995 7.916 -2.689 -0.038 -0.355 0.457
4996 7.894 -0.333 -0.804 -1.174 0.857
4997 7.758 -0.449 -0.848 -0.977 0.046
4998 7.908 -2.545 -0.471 -0.528 0.028
4999 7.488 -0.751 -1.211 -1.605 0.376
5 5.591 -4.043 0.212 -0.145 0.212
50 5.862 -3.912 0.212 -0.065 0.825
500 5.237 -4.194 0.282 -0.169 3.966
5000 7.731 -0.576 -0.814 -1.447 1.173
5001 8.561 -2.582 0.483 0.344 0.359
5002 8.328 -0.318 -0.117 -0.526 1.585
5003 8.348 -0.433 -0.202 -0.545 1.696
5004 8.152 -0.819 0.286 -0.607 1.319
5005 7.651 -0.603 -1.041 -1.454 1.556
5006 8.117 -0.804 0.343 -0.464 1.077
5007 8.299 -1.273 0.449 0.210 0.474
5008 8.186 -0.906 0.383 -0.010 0.777
5009 7.943 -2.092 -0.144 -0.539 1.208
501 5.267 -4.036 0.281 -0.260 3.921
5010 8.065 -1.930 0.291 0.095 0.757
