#zs, m1, m2, SNR 
3.127 6.818 5.621 13.346
13.214 5.825 5.440 6.112
2.652 8.700 5.545 5.468
2.994 13.498 6.889 11.185
13.214 5.183 5.038 2.135
6.560 9.541 5.743 10.422
1.493 15.106 6.704 2.168
2.994 5.354 5.241 7.996
1.145 5.000 5.000 5.617
2.758 35.007 16.634 7.838
1.884 7.479 7.003 5.023
2.072 7.942 6.521 9.181
4.231 6.240 5.842 9.458
8.118 7.574 6.157 7.332
2.214 14.307 5.506 17.078
1.884 51.760 45.306 51.192
3.788 7.907 6.100 12.029
1.672 8.910 7.441 6.152
4.792 7.407 6.632 8.658
9.259 18.407 17.934 3.498
1.827 23.253 22.610 15.574
1.535 50.355 16.225 21.063
13.214 9.806 5.362 4.063
2.758 7.393 7.095 7.893
8.118 8.094 6.187 9.222
2.460 10.600 5.378 13.726
9.259 5.305 5.189 1.204
3.599 9.125 5.159 3.175
2.758 6.006 5.481 4.974
4.792 9.117 5.144 9.625
2.553 8.408 5.852 7.547
7.248 5.546 5.006 5.673
10.840 7.642 6.053 7.778
17.296 5.471 5.357 1.904
1.088 6.434 5.137 8.729
2.652 23.828 13.619 26.102
1.884 11.871 7.744 18.058
3.788 6.097 5.303 1.742
6.560 10.472 7.686 8.403
9.259 20.412 5.505 7.945
3.788 5.017 5.005 6.991
3.788 42.819 20.398 21.784
10.840 11.956 6.121 3.453
5.134 5.589 5.137 2.879
3.427 6.279 5.404 4.610
3.270 15.542 9.253 8.721
5.531 5.725 5.476 2.587
4.494 6.119 5.870 4.484
4.792 8.610 7.178 10.137
4.494 10.641 6.155 5.264
1.579 11.301 9.679 35.099
4.494 5.408 5.333 6.046
1.884 5.402 5.062 4.267
13.214 5.774 5.480 2.217
3.427 8.869 5.826 9.892
8.118 77.712 41.570 22.349
3.270 5.361 5.037 10.913
5.134 14.979 11.699 9.912
5.531 34.854 32.145 26.216
8.118 8.827 6.134 0.528
1.535 8.541 6.886 21.520
1.773 6.280 5.002 10.350
3.127 7.817 6.715 11.031
1.340 5.769 5.376 14.812
1.493 5.338 5.274 17.904
1.827 11.368 9.310 8.050
2.141 8.145 5.255 5.324
2.872 7.922 7.226 1.565
5.134 7.390 5.834 8.657
3.127 23.835 11.623 24.931
3.997 21.519 5.118 3.341
5.134 29.656 24.036 17.058
2.373 20.649 7.888 28.581
2.758 46.435 35.616 30.329
5.134 6.212 5.595 1.217
4.792 5.435 5.011 6.454
3.127 7.999 6.980 7.161
5.531 10.313 6.137 2.658
4.231 6.093 5.389 6.059
10.840 10.357 7.742 2.906
2.553 12.844 11.583 15.107
2.652 6.658 5.308 1.231
3.997 15.765 15.237 9.673
13.214 12.882 9.954 5.498
1.579 6.003 5.262 7.404
2.994 6.274 5.795 3.135
3.427 7.532 6.796 13.694
1.827 47.869 6.256 11.113
6.560 7.765 6.913 12.897
6.560 5.668 5.142 5.216
4.231 5.165 5.127 5.564
8.118 8.075 6.329 4.659
3.427 11.310 7.623 3.221
3.427 19.244 8.242 14.575
4.231 7.574 7.245 8.430
4.494 14.845 14.059 8.742
8.118 5.065 5.043 2.467
3.127 10.082 8.115 6.654
2.373 5.902 5.825 9.729
6.560 7.426 6.901 13.465
8.118 20.966 9.905 12.212
3.997 55.358 24.826 38.291
3.599 5.164 5.140 3.922
3.270 7.613 5.008 1.275
2.872 5.988 5.121 1.703
3.427 11.365 10.551 7.657
2.141 9.460 5.763 12.224
8.118 6.954 5.983 5.796
1.773 5.935 5.262 9.353
2.072 19.047 16.927 21.199
7.248 7.996 6.656 8.757
1.672 6.231 5.821 7.435
8.118 6.166 5.465 5.611
5.134 5.103 5.081 2.377
2.460 5.317 5.145 9.992
2.460 25.586 14.000 28.782
1.116 12.498 5.045 18.635
4.494 6.034 5.462 8.234
5.134 7.158 5.416 2.296
1.305 9.677 6.942 18.381
2.872 45.856 34.904 15.878
13.214 5.414 5.172 0.391
5.531 6.015 5.110 1.551
13.214 7.620 5.885 2.900
4.494 7.102 5.690 4.961
1.453 7.897 6.190 17.503
4.494 5.369 5.016 4.401
10.840 13.228 5.157 4.074
1.579 5.319 5.074 10.636
4.494 42.913 38.994 44.539
8.118 6.850 5.595 2.580
5.999 5.394 5.063 3.765
4.231 5.330 5.009 8.437
3.788 5.762 5.444 8.372
10.840 7.037 6.204 2.498
10.840 26.644 12.888 5.294
8.118 12.319 8.522 6.382
2.652 22.949 15.988 11.332
4.231 6.450 5.423 8.034
9.259 8.224 6.535 5.107
2.758 5.141 5.043 8.741
3.599 7.435 5.553 16.775
1.271 17.347 15.944 9.758
2.872 7.667 7.637 14.731
5.999 5.018 5.002 2.164
5.999 15.807 6.143 8.683
3.997 9.742 9.070 8.936
5.999 9.297 9.201 10.066
1.035 7.045 6.517 28.681
3.788 15.359 9.908 15.743
3.270 7.778 5.576 11.180
3.788 6.591 6.013 8.732
5.134 9.571 7.676 10.404
5.531 9.130 8.777 9.968
2.553 5.638 5.042 3.742
4.494 10.735 10.583 4.959
8.118 10.061 9.606 8.585
2.072 8.113 6.134 9.938
4.231 7.283 5.704 10.148
2.994 12.255 5.769 10.080
4.792 8.512 6.960 1.284
2.872 12.910 10.490 8.236
1.827 9.232 5.409 8.235
4.231 18.056 9.625 6.584
3.599 6.328 5.258 5.305
5.999 31.692 20.423 12.919
10.840 13.091 11.480 15.817
9.259 8.398 7.158 4.806
5.134 27.789 19.367 17.868
4.792 6.911 6.273 3.676
2.373 7.837 5.018 10.231
1.884 13.819 12.807 14.293
13.214 7.440 5.083 4.584
1.116 5.216 5.050 13.525
5.999 7.962 6.127 5.562
5.134 5.687 5.394 7.032
8.118 5.120 5.028 9.469
5.999 5.314 5.246 6.903
3.427 13.495 11.383 6.828
8.118 30.785 15.810 17.519
1.773 12.616 11.548 4.862
4.231 22.096 12.551 12.983
3.788 10.608 9.872 9.758
3.427 8.829 7.510 4.406
4.792 41.573 13.983 13.209
13.214 5.002 5.000 2.584
5.531 8.173 6.211 4.926
2.553 12.462 11.466 9.577
4.231 8.767 6.266 5.735
2.553 15.229 7.138 6.278
2.460 7.652 6.547 7.180
3.427 9.917 7.186 8.017
13.214 8.835 7.776 2.809
5.531 21.854 7.123 10.175
1.773 11.476 7.750 13.132
2.994 5.825 5.502 7.208
4.792 23.784 20.171 24.755
17.296 10.423 5.031 4.004
2.652 5.595 5.213 10.195
2.072 7.563 5.872 11.725
3.599 10.195 5.777 7.664
3.788 28.139 25.643 19.618
5.531 5.075 5.049 2.797
4.231 5.787 5.204 12.508
3.270 47.851 46.738 36.281
3.270 11.524 9.659 3.865
3.599 17.563 15.924 16.209
5.134 7.546 7.211 2.516
1.827 7.084 5.571 3.477
3.427 7.193 5.121 7.193
2.072 5.629 5.436 6.339
2.994 7.644 5.485 7.660
4.792 5.485 5.013 3.177
2.006 5.186 5.006 6.070
1.414 19.722 13.340 11.089
2.872 6.738 6.510 15.205
4.494 7.729 7.220 5.565
3.270 14.054 12.502 4.798
1.175 5.475 5.099 15.263
4.494 5.630 5.509 6.536
4.792 68.678 46.332 39.911
5.531 7.407 7.190 6.567
1.884 6.423 6.048 7.132
2.872 13.149 8.838 13.202
4.231 5.764 5.584 4.858
6.560 7.874 6.462 9.846
3.599 7.703 7.238 8.275
10.840 6.249 5.265 1.211
1.579 6.170 5.902 14.211
2.553 5.778 5.617 8.053
6.560 5.494 5.326 11.186
4.792 20.554 5.775 10.731
9.259 13.283 7.195 5.378
1.535 5.814 5.220 20.968
2.373 44.730 19.277 14.978
3.127 12.696 10.903 25.562
13.214 9.154 8.364 0.474
9.259 5.760 5.353 3.999
4.792 8.275 6.800 0.731
3.127 5.145 5.048 4.514
0.691 6.099 5.355 16.026
2.460 37.763 29.248 35.665
1.625 8.408 8.262 9.381
3.270 27.511 9.680 12.998
9.259 12.400 11.347 5.880
2.652 5.568 5.220 13.031
1.535 6.927 6.291 11.387
10.840 5.978 5.563 4.548
10.840 13.452 11.511 3.905
4.494 15.676 6.937 8.825
13.214 8.136 6.214 1.957
3.127 7.691 6.789 8.389
8.118 14.229 13.551 2.634
6.560 5.884 5.771 4.566
6.560 6.448 5.930 7.465
10.840 6.564 6.355 1.154
5.999 5.312 5.036 5.196
5.531 62.290 46.458 10.645
1.535 33.819 16.332 33.680
9.259 15.806 10.394 13.992
5.999 5.138 5.096 11.654
8.118 8.957 5.314 3.143
10.840 12.681 9.199 1.964
9.259 18.142 17.097 21.513
4.494 6.735 5.572 2.858
4.792 5.297 5.001 3.078
5.999 7.097 6.310 3.217
7.248 6.157 5.599 3.995
6.560 6.310 5.572 3.517
3.127 11.296 10.368 14.244
5.999 13.347 9.337 9.462
8.118 25.266 19.095 5.615
2.652 5.322 5.176 9.788
2.652 16.523 7.660 15.141
9.259 8.487 6.455 4.725
2.373 6.135 5.713 3.482
1.827 15.676 7.940 12.795
4.494 6.232 5.558 7.288
13.214 9.201 7.449 6.859
10.840 7.516 6.402 9.386
4.494 10.516 8.493 15.118
6.560 41.814 13.258 7.013
1.535 20.050 5.892 33.106
5.999 78.291 15.796 26.454
1.773 7.218 5.670 16.719
4.494 5.766 5.308 8.731
2.872 34.158 31.836 73.261
5.999 9.859 5.666 2.992
1.175 11.049 8.619 22.938
3.427 59.276 46.395 42.507
13.214 6.948 5.838 2.635
5.134 5.358 5.072 9.725
5.531 7.192 5.589 1.036
10.840 7.557 5.584 0.839
8.118 7.516 6.320 2.470
3.788 5.679 5.663 8.447
5.999 6.528 5.590 3.499
2.994 15.239 9.729 4.715
2.214 5.586 5.064 7.411
2.072 7.470 7.089 11.779
2.460 12.888 11.928 21.719
5.999 12.525 11.848 6.740
3.599 5.224 5.185 5.979
3.997 6.522 6.132 1.768
1.035 18.017 12.848 15.935
8.118 17.288 8.295 11.613
3.270 5.284 5.061 8.808
5.531 8.882 7.066 2.978
2.553 5.261 5.135 12.991
9.259 52.755 40.257 25.651
6.560 9.880 9.033 11.873
5.999 7.071 7.038 6.828
7.248 7.919 5.464 3.502
8.118 5.444 5.012 5.231
2.652 14.611 8.721 7.541
3.788 8.114 7.727 5.448
3.127 6.994 5.735 7.017
3.127 9.812 8.983 5.601
3.997 7.106 5.429 6.682
7.248 7.235 5.841 11.647
2.652 50.148 33.936 25.047
3.270 33.781 5.623 8.203
2.652 5.211 5.045 14.047
4.792 11.718 7.953 8.736
13.214 6.339 5.464 4.069
3.997 8.446 8.415 14.732
9.259 6.985 5.239 0.497
1.493 5.497 5.136 3.441
4.494 7.619 5.856 3.499
2.373 11.738 11.268 20.387
10.840 7.213 7.056 5.651
1.672 5.313 5.182 8.329
1.773 8.587 7.702 3.850
2.291 28.984 17.640 25.517
9.259 7.954 5.087 1.511
2.141 9.890 8.927 12.855
3.599 12.867 7.962 7.670
1.773 19.685 18.568 14.336
5.134 39.863 20.360 1.815
6.560 43.823 36.208 19.713
2.758 5.077 5.013 9.797
13.214 11.853 8.072 3.117
1.579 14.683 12.777 7.572
1.453 23.402 10.748 23.107
2.072 7.306 6.631 13.100
3.270 7.645 6.761 17.326
4.792 7.759 7.246 2.895
5.531 5.389 5.169 10.087
7.248 5.821 5.576 3.311
5.999 6.408 6.207 7.438
4.494 5.771 5.457 5.599
7.248 22.801 6.676 7.240
10.840 6.337 5.371 4.489
2.373 8.380 6.337 14.639
3.997 5.325 5.277 3.865
2.652 6.594 5.479 4.838
8.118 15.920 5.366 8.125
1.493 5.578 5.173 12.165
2.553 5.794 5.696 8.863
10.840 31.953 11.870 12.453
4.231 6.815 6.782 6.942
3.997 6.496 5.870 0.237
5.134 9.397 6.138 7.861
2.994 6.000 5.701 12.820
1.944 5.265 5.106 15.916
2.872 6.289 5.016 18.675
2.553 20.018 18.353 21.348
17.296 16.289 9.858 0.715
6.560 71.042 27.774 28.289
7.248 7.123 5.381 2.776
1.773 5.881 5.060 12.198
3.599 5.433 5.334 7.444
3.788 5.063 5.002 7.813
13.214 7.410 7.023 4.816
6.560 11.313 11.089 4.745
17.296 5.138 5.003 2.949
5.531 19.687 7.169 7.913
9.259 9.232 6.886 2.513
3.427 7.371 7.026 6.253
3.427 19.202 6.758 16.822
9.259 7.445 5.075 1.427
2.141 5.869 5.346 12.873
6.560 25.941 16.559 16.422
9.259 70.756 40.158 21.345
3.788 6.209 5.799 9.504
2.872 11.011 6.211 15.033
3.788 5.038 5.023 5.768
7.248 18.245 14.514 8.958
5.531 8.331 5.368 4.958
6.560 7.565 6.375 1.777
17.296 9.865 8.445 2.359
3.599 7.046 6.352 15.721
8.118 7.062 6.654 8.738
5.999 7.390 6.494 5.302
9.259 5.466 5.291 8.292
17.296 21.637 15.083 5.374
9.259 8.062 7.422 2.753
5.999 5.256 5.128 2.227
9.259 7.719 7.309 2.547
3.788 24.166 14.307 23.504
4.494 32.338 15.741 3.416
1.414 5.218 5.047 11.404
2.373 8.022 6.544 14.635
9.259 6.032 5.786 6.521
2.652 8.554 5.140 3.764
8.118 7.770 5.811 5.624
6.560 32.679 32.177 16.414
2.872 8.079 5.702 7.692
2.652 5.029 5.024 7.296
5.531 10.723 5.139 6.557
5.531 6.244 5.718 4.436
2.214 8.648 7.477 14.469
5.531 6.018 5.388 7.823
3.270 5.646 5.205 1.955
6.560 11.646 9.576 1.729
5.531 6.654 6.493 4.150
10.840 6.536 5.183 4.244
1.884 7.007 6.854 13.596
4.792 7.758 6.012 6.296
3.997 6.011 5.588 4.795
2.006 34.939 5.663 32.842
3.997 22.924 18.458 20.291
5.531 7.217 7.114 9.978
9.259 9.304 8.395 9.570
5.999 6.062 5.281 3.644
3.599 5.136 5.024 5.927
6.560 5.669 5.261 4.944
5.134 9.707 6.540 13.187
1.944 7.277 6.792 1.839
3.997 5.033 5.026 14.773
3.127 5.202 5.002 8.569
6.560 6.769 6.430 2.611
1.722 5.564 5.477 7.590
2.994 8.589 8.531 5.171
4.792 6.009 5.143 7.284
8.118 5.074 5.061 3.365
2.994 8.498 7.733 6.224
2.652 7.614 7.058 13.037
4.231 7.234 5.112 14.009
5.134 8.105 8.075 14.913
4.231 6.437 6.357 8.640
2.141 15.898 14.371 13.901
1.009 37.435 5.425 33.285
1.944 6.083 5.838 3.992
2.652 9.099 7.629 4.649
3.997 8.712 5.935 5.432
9.259 6.250 5.900 2.355
10.840 8.995 6.418 3.854
9.259 14.613 5.725 3.751
9.259 5.196 5.001 1.196
5.999 7.285 7.272 15.524
1.773 5.290 5.165 7.559
8.118 15.566 9.586 3.442
10.840 6.630 5.570 7.096
1.206 5.654 5.009 1.111
5.134 8.488 7.885 4.369
1.625 5.558 5.070 1.178
2.872 5.214 5.159 4.737
1.625 10.878 9.678 15.731
4.792 10.764 10.130 14.879
1.672 73.665 73.388 144.062
4.494 7.587 6.879 7.874
2.652 5.807 5.092 1.759
6.560 5.111 5.099 5.060
1.827 12.170 8.522 11.224
9.259 11.419 8.514 4.535
7.248 9.593 6.761 4.028
2.553 10.936 10.567 15.439
4.231 6.055 5.686 5.045
6.560 5.471 5.460 2.747
2.141 65.359 62.262 29.784
4.792 10.699 9.698 7.650
2.141 10.666 5.882 4.481
4.231 6.954 6.928 12.150
9.259 15.830 14.985 4.952
4.792 6.335 5.532 2.519
17.296 13.747 11.723 12.419
9.259 7.126 6.592 5.980
1.884 41.493 29.335 46.130
8.118 5.863 5.619 6.710
1.884 8.633 8.057 17.505
4.792 16.937 10.233 5.276
2.758 7.927 5.695 7.960
1.722 11.518 9.124 7.039
3.127 10.020 5.978 7.381
5.531 5.059 5.000 3.470
2.373 5.201 5.103 10.490
1.944 27.187 17.131 34.093
8.118 16.964 13.958 9.417
2.872 28.851 26.226 25.625
10.840 10.808 5.363 7.513
3.997 5.541 5.344 5.489
2.072 12.961 8.159 19.534
2.758 7.703 7.637 6.113
6.560 5.569 5.369 3.810
4.231 11.540 5.762 4.087
1.944 10.916 7.340 13.581
2.214 40.107 33.512 39.370
2.553 5.683 5.303 2.336
4.792 22.647 11.968 18.994
3.788 14.430 13.208 9.839
5.999 27.733 21.383 6.269
9.259 5.236 5.084 4.861
3.997 20.049 11.166 8.621
17.296 5.262 5.254 0.959
3.599 11.902 10.566 21.321
2.373 9.480 8.924 5.553
13.214 8.371 5.481 7.568
4.792 5.895 5.420 4.048
3.599 8.127 7.858 6.254
2.006 35.656 30.067 89.377
4.494 24.975 12.502 10.214
8.118 10.861 9.738 5.570
3.127 6.595 5.430 13.195
2.994 5.748 5.131 4.696
10.840 16.449 10.694 9.242
5.134 7.041 6.610 1.574
3.599 40.447 11.626 1.962
5.531 27.332 14.396 36.706
7.248 13.856 7.946 9.248
1.944 20.516 20.166 64.021
5.999 7.598 5.180 4.096
1.722 21.171 17.895 13.977
3.997 5.264 5.026 8.492
2.214 10.779 6.435 13.844
5.999 11.060 10.518 11.166
8.118 11.347 6.944 5.664
5.531 23.317 18.489 5.091
1.579 5.179 5.112 24.621
10.840 5.701 5.527 1.557
5.531 5.518 5.155 2.985
10.840 7.857 5.588 5.190
4.494 28.218 11.140 7.885
4.231 18.713 15.303 16.569
13.214 7.495 6.129 5.154
9.259 10.719 7.325 7.199
2.652 7.325 5.176 12.015
5.134 7.930 5.173 6.205
7.248 6.153 5.692 3.339
7.248 7.459 5.317 3.232
2.872 10.178 5.381 1.685
17.296 18.388 10.892 8.998
5.999 10.799 10.546 14.654
10.840 8.823 8.679 5.218
5.531 36.436 24.650 5.020
1.579 22.883 9.226 27.168
5.134 10.070 7.823 5.120
3.788 11.101 9.355 1.276
4.792 34.470 19.359 40.995
8.118 10.597 5.728 10.923
7.248 5.557 5.226 5.092
7.248 16.853 9.723 11.538
7.248 32.787 18.167 5.574
0.360 44.526 37.656 202.450
9.259 7.020 5.149 3.423
1.827 5.204 5.007 4.337
2.994 8.885 8.087 19.548
1.376 9.803 7.608 12.916
5.531 47.996 36.514 10.338
1.206 15.917 9.360 39.623
5.999 9.920 6.888 5.411
8.118 7.622 5.662 4.366
4.792 9.822 6.153 5.626
5.531 10.424 7.623 8.296
2.553 8.827 7.382 11.888
5.999 5.261 5.106 1.180
6.560 6.929 6.016 6.269
2.141 43.193 31.130 43.849
8.118 6.898 5.133 2.770
3.599 6.944 5.923 4.066
2.994 5.294 5.018 1.592
2.994 7.297 6.840 22.456
3.127 8.643 7.822 9.208
2.553 5.660 5.591 6.187
3.599 5.998 5.645 3.770
1.625 12.988 6.849 16.405
4.494 5.647 5.382 3.233
2.373 6.485 5.531 9.015
5.531 6.975 6.121 7.285
2.994 6.103 5.852 4.297
4.792 55.376 40.994 23.578
1.579 61.048 20.726 10.067
8.118 6.641 6.222 5.928
1.305 6.216 5.205 7.167
5.999 5.985 5.479 6.121
5.999 18.513 17.913 10.795
3.270 31.554 10.993 20.951
4.494 5.875 5.155 12.041
1.773 5.457 5.382 12.364
0.746 10.422 7.452 16.996
2.758 10.116 8.738 12.362
5.999 24.756 10.486 6.997
2.758 40.806 15.224 25.413
2.758 8.912 5.824 11.682
7.248 14.789 13.707 3.743
3.427 7.432 5.656 4.204
6.560 9.045 6.616 3.185
4.792 20.317 13.240 15.813
2.872 30.305 25.488 8.684
6.560 7.256 5.381 2.923
7.248 5.833 5.801 4.347
2.994 8.260 8.240 2.156
2.872 8.595 6.260 5.895
9.259 7.870 7.281 5.277
7.248 7.466 5.785 4.040
2.072 48.153 9.208 19.016
9.259 6.205 6.078 7.199
5.531 7.309 6.751 9.391
4.792 14.300 9.457 7.928
9.259 15.811 15.187 6.178
2.553 15.272 14.667 5.544
2.373 6.398 5.799 6.099
6.560 5.959 5.647 8.326
4.494 8.125 6.409 12.467
0.530 31.235 24.794 116.442
5.999 30.315 16.529 3.051
7.248 5.692 5.676 7.138
2.758 7.233 6.349 6.857
1.035 22.075 5.485 6.695
3.997 6.118 5.133 2.729
3.788 9.290 6.472 3.256
2.994 7.450 7.132 1.391
5.531 6.182 6.109 2.193
17.296 7.704 6.191 1.094
1.722 5.300 5.072 18.901
5.999 26.483 18.818 14.589
5.999 17.465 9.978 4.896
6.560 5.089 5.011 3.351
3.427 5.641 5.261 4.462
4.494 8.757 5.384 3.183
4.792 10.568 8.452 2.692
2.006 5.834 5.192 3.172
4.231 6.351 5.944 12.683
2.758 9.593 6.973 3.780
1.827 5.315 5.042 12.016
3.997 5.185 5.148 1.938
3.599 7.931 6.874 7.775
4.231 10.126 6.137 8.859
2.872 9.821 5.329 14.830
5.134 5.241 5.100 6.926
10.840 8.777 7.587 5.271
1.884 9.647 7.915 5.593
2.291 6.803 6.726 15.275
1.884 5.730 5.714 11.998
1.827 10.926 6.286 26.581
2.006 6.730 5.763 12.952
1.884 5.537 5.350 11.663
2.758 16.275 5.213 8.337
4.792 14.878 13.236 22.025
8.118 5.734 5.625 4.425
6.560 6.380 5.351 1.682
0.765 8.306 5.901 3.502
13.214 6.634 5.066 2.626
2.994 41.255 20.076 37.530
1.579 6.396 5.370 17.387
3.599 9.688 5.340 8.022
2.373 16.240 5.755 9.359
9.259 6.697 6.534 5.148
1.944 8.771 8.627 2.869
3.788 5.064 5.060 3.670
2.652 6.560 6.090 2.212
10.840 11.433 10.297 5.459
2.214 8.571 7.141 15.820
4.792 37.865 25.814 20.002
2.652 13.048 7.933 11.015
3.997 5.571 5.087 4.701
6.560 8.442 6.506 0.910
1.827 18.699 14.658 19.446
3.427 5.869 5.275 4.466
4.792 27.531 15.034 3.529
8.118 7.370 5.691 5.747
4.792 6.954 6.057 4.680
3.127 6.188 5.325 12.605
7.248 8.667 6.676 7.654
3.270 6.318 6.258 9.830
4.231 10.645 7.347 10.729
13.214 29.819 17.857 22.555
8.118 8.374 5.916 9.503
2.373 9.913 5.368 8.361
2.460 9.941 9.298 18.297
3.599 12.079 6.931 11.973
2.373 5.939 5.906 11.111
8.118 5.616 5.251 6.330
1.672 10.070 8.977 14.475
3.997 6.452 6.159 7.904
2.460 5.165 5.010 10.447
4.494 5.170 5.014 4.073
5.531 9.440 6.147 7.492
1.116 14.028 11.819 22.363
7.248 37.723 8.240 11.872
4.494 9.931 7.839 0.599
6.560 10.398 9.369 5.353
3.427 8.361 7.455 11.592
3.599 5.168 5.110 0.930
6.560 6.248 5.925 3.940
5.999 10.019 6.673 8.814
6.560 6.233 5.312 0.712
3.599 5.880 5.486 6.103
6.560 8.989 8.687 8.484
3.997 6.073 5.978 3.574
3.997 6.647 5.995 4.729
4.792 8.420 5.376 6.571
4.792 33.727 8.242 17.081
1.884 7.557 7.069 23.057
1.944 7.535 5.180 8.934
2.072 11.904 7.957 15.071
5.134 14.453 10.610 5.455
2.373 5.895 5.555 7.303
4.231 6.031 5.017 10.952
5.531 6.502 5.975 6.970
7.248 12.764 12.371 4.675
2.652 5.435 5.382 7.950
4.231 5.428 5.332 1.727
5.999 5.043 5.040 3.896
3.997 7.371 5.693 4.758
8.118 6.413 6.403 7.318
8.118 5.387 5.054 3.002
8.118 78.639 23.845 12.061
3.599 20.941 7.824 15.283
5.134 7.586 6.575 7.653
4.494 64.284 30.960 16.797
2.141 5.887 5.591 13.061
2.373 7.827 7.210 14.953
5.999 36.134 30.596 19.556
2.553 5.887 5.620 4.594
4.792 6.796 6.024 9.859
4.792 16.446 13.551 15.697
5.134 10.165 9.030 14.762
5.531 11.643 7.616 7.220
2.291 5.312 5.048 6.864
5.999 5.311 5.080 3.226
2.652 15.220 6.352 13.115
6.560 8.843 8.358 2.099
1.305 6.591 5.843 7.172
7.248 12.597 6.250 7.369
5.134 47.155 29.651 12.571
2.291 8.128 6.729 17.500
3.270 5.426 5.276 12.125
5.531 6.223 5.831 9.443
6.560 11.889 5.792 3.881
1.493 13.912 7.403 27.629
3.427 27.351 8.662 20.771
2.553 27.031 14.108 11.069
1.827 8.466 5.005 3.112
4.231 21.684 14.081 9.599
2.072 5.176 5.038 6.197
2.758 6.391 5.673 11.069
7.248 10.036 7.019 1.089
9.259 7.178 5.222 2.087
17.296 6.894 6.079 3.092
2.141 12.148 10.136 9.279
2.872 14.195 7.363 2.780
2.652 5.770 5.111 7.152
3.788 6.813 5.519 11.968
2.758 5.679 5.337 9.628
2.291 13.541 9.496 11.927
8.118 70.226 49.919 42.987
5.999 16.941 5.598 12.713
4.231 23.653 13.365 13.449
0.709 5.668 5.026 10.887
3.427 5.679 5.184 1.693
3.427 5.878 5.051 6.917
7.248 5.801 5.508 6.630
10.840 5.923 5.745 3.382
2.758 5.368 5.327 3.671
1.116 25.009 23.560 1.502
9.259 12.411 11.136 11.772
7.248 6.687 6.248 0.996
17.296 10.014 8.335 3.379
3.788 13.514 5.614 11.527
2.214 12.724 6.876 6.341
4.231 8.210 7.975 15.805
13.214 35.501 14.745 26.371
7.248 11.716 10.712 10.626
2.872 7.432 5.070 6.647
5.134 6.402 6.323 2.849
7.248 25.112 8.679 7.785
9.259 12.464 7.728 7.712
2.553 8.101 7.537 12.069
1.175 6.504 6.083 17.195
4.231 7.103 5.555 6.090
10.840 7.116 6.453 3.047
10.840 5.062 5.037 2.128
4.494 10.958 8.708 8.432
1.305 13.656 11.874 26.637
10.840 43.276 21.369 8.692
4.231 8.466 5.972 11.098
3.427 6.786 6.281 2.120
5.134 6.670 5.787 5.800
1.827 6.497 6.007 10.755
5.531 5.436 5.223 0.484
2.291 30.263 11.223 42.648
13.214 7.405 6.437 5.484
4.792 6.015 5.806 8.581
5.134 7.498 5.641 9.473
8.118 39.277 33.758 4.133
5.531 6.760 5.043 4.514
5.999 79.482 31.562 16.886
2.006 5.709 5.441 5.497
1.722 5.265 5.182 10.465
5.999 7.467 5.247 3.207
1.773 12.155 7.651 7.395
3.127 12.837 11.794 8.393
5.531 10.668 9.929 4.893
3.427 6.057 5.867 10.795
5.134 11.050 6.923 4.399
5.999 14.767 12.175 9.313
3.997 9.268 7.274 6.772
2.872 26.788 14.287 15.077
4.792 12.415 8.586 10.348
2.872 5.458 5.298 7.333
4.231 19.443 5.330 7.778
4.231 8.461 7.695 3.202
10.840 5.145 5.007 1.213
2.872 7.193 5.517 5.226
6.560 5.806 5.455 7.978
5.134 8.144 6.847 18.122
1.116 10.179 6.914 10.804
2.291 36.082 29.544 23.497
3.997 10.838 8.877 2.198
1.238 6.073 6.038 15.330
5.531 5.707 5.195 0.852
3.788 11.382 5.352 2.339
6.560 15.101 10.482 18.943
5.999 24.372 22.260 8.357
4.494 22.380 18.215 19.963
2.214 6.246 5.366 3.696
3.270 5.866 5.092 2.657
1.535 7.353 6.440 18.739
2.214 12.194 11.216 12.658
10.840 5.847 5.703 3.859
13.214 64.051 10.009 13.148
3.997 9.493 7.818 8.003
6.560 7.390 5.343 8.599
2.006 28.350 18.522 15.260
3.270 8.914 5.241 4.578
2.652 8.155 5.022 9.073
4.231 20.627 8.431 6.973
4.494 9.994 5.446 17.227
4.231 11.610 10.399 19.780
4.231 23.021 19.659 27.581
4.231 11.167 10.381 5.638
3.788 5.227 5.165 4.839
4.494 5.516 5.358 7.084
5.531 7.065 7.015 4.526
5.999 12.064 5.656 10.415
2.460 9.818 7.952 3.719
5.999 6.627 5.914 6.815
5.999 14.938 9.608 9.193
7.248 5.352 5.210 0.776
13.214 7.850 5.161 3.469
2.652 5.805 5.113 9.661
2.652 7.849 6.979 7.033
3.270 10.438 9.742 17.353
4.494 9.136 5.412 6.011
2.006 6.772 6.769 12.249
3.599 8.253 5.372 1.970
3.270 31.325 29.778 33.498
3.997 6.966 6.268 2.931
2.141 5.713 5.342 5.252
6.560 9.069 7.038 3.557
1.827 6.125 5.472 21.776
8.118 15.357 6.461 6.915
17.296 9.079 5.305 3.911
4.494 12.677 5.457 9.151
3.427 28.774 5.562 14.723
5.999 5.414 5.316 1.182
3.599 12.059 10.837 8.939
2.072 7.592 6.176 16.543
3.427 10.083 5.547 13.973
5.531 7.607 7.492 7.879
7.248 10.951 6.024 7.466
7.248 7.137 5.007 4.585
2.006 10.476 6.027 10.575
