# id  z  ra  dec  fix_sersic_n  sersic_n_fitted  sersic_re_fitted  sersic_n_corrected  sersic_re_corrected host_mag_g host_mag_r host_mag_i host_mag_z host_mag_y  ps_mag_g ps_mag_r ps_mag_i ps_mag_z ps_mag_y decomposition_chisq  stellar_mass  sed_chisq  logMBH  logMBH_err
093237.19+012822.5 0.603 143.15497 1.4729288 false 0.616 0.597 0.565 0.623 23.5685023725 22.1743343746 21.5074123052 21.1009898754 21.0402686821 20.4094198533 20.0746417178 19.6144456017 19.5328680871 19.4421560172 1.33 10.3459039418 0.090408907158 8.51437824187 0.345852949774
093307.09+003126.9 0.759 143.27955 0.52416129 false 0.605 1.236 0.603 1.258 22.8116083255 21.7488582347 20.6001825915 20.2019453231 19.8682938637 21.3267548031 20.2395807943 19.7164098406 19.278364758 19.5144601562 1.81 11.1826177501 0.0388305621213 8.3461670463 0.133037416364
093310.54-014645.3 0.74 143.29395 -1.779269 false 1.585 0.665 1.553 0.696 22.4452995038 21.964707155 21.0258579359 20.5915019938 20.9434269254 19.1369102859 18.9984270195 19.1030620567 18.9625580895 19.0903507965 1.35 10.3061250755 0.476189016216 8.22389313439 0.12816159179
093315.06+014855.4 0.57 143.31275 1.8154082 false 0.829 0.548 0.71 0.593 23.9596512485 23.2923518451 22.4041683357 22.2869645791 23.0976642121 19.2543453417 19.2315824157 19.3134680708 19.3650348653 18.7644226551 1.09 8.93577363914 2.81701402948 8.43898232531 0.0546918760064
093316.45+002406.4 0.847 143.31857 0.40181357 true 7.0 0.478 2.0 0.563 22.9244389731 22.5709394458 21.4167353814 20.930291141 19.9633673531 18.9612431647 18.9187104119 19.14630188 18.9645865118 19.6215141193 1.65 10.8410375354 1.67177337662 8.79036727723 0.134150723486
093321.16+010607.8 0.769 143.3382 1.1021713 true 6.736 1.168 2.0 0.988 23.1279213171 21.3846895063 21.0280956589 20.6094247192 20.1896012603 21.5343683772 21.8314114846 21.6408629134 21.2917525831 22.16656021 1.12 10.8010665176 0.593355594194 8.51175199957 0.242721225075
093347.69-014218.8 0.712 143.44874 -1.705244 true 6.999 1.703 2.0 1.122 22.4150774848 21.2667317564 20.3390133077 19.9705314757 19.71102427 20.1190106387 20.1067605114 20.2338264471 20.2459526921 20.4587692045 1.41 10.9928641935 0.109481804444 8.16924071421 0.067026948693
093410.86-000243.2 0.818 143.54528 -0.045336475 true 0.36 0.595 0.7 0.563 23.3392606105 22.76282918 22.048355673 21.5982285693 21.5826820479 20.6800589376 20.5515643684 20.4958004567 20.0866874851 20.332166453 1.19 10.1552315247 0.039272467533 7.75839017632 0.6951031483
093416.04+002830.7 0.699 143.56685 0.47519769 false 5.621 0.519 6.591 0.542 23.0349672088 22.0719611853 20.8531674857 20.6045460528 20.1274302889 22.1346679666 22.1315505016 21.7247299599 21.4458776795 22.8495444822 1.11 10.9766807449 0.145682369284 8.68124827543 0.227842674769
093416.84+002044.9 0.778 143.57021 0.34582777 false 1.388 1.923 1.584 2.658 23.254947681 22.4561526808 23.0331099021 21.5064539812 21.2997839057 20.5407224818 19.8664176716 19.3215028448 19.0034589892 18.8202723213 1.69 9.00590355674 7.33103720566 8.39823189192 0.297730043423
093428.05+012000.8 0.7 143.61689 1.3335579 false 2.511 0.604 2.659 0.614 23.558375146 21.957771662 20.8194916029 20.6602621695 20.0916471851 20.0021916302 20.247842821 20.2148758957 20.0645053017 20.7443454047 1.11 10.9270991831 0.392485035673 8.85675079494 0.321956995598
09344.49-000059.6 0.433 143.51872 -0.016573557 false 1.425 0.325 1.611 0.307 23.5201494121 22.9102606776 22.2988092208 22.1069039124 21.9811532847 21.735517975 21.5279388362 21.3612880626 21.31263782 20.7500987697 1.36 9.22292280483 0.258599315485 7.34966443239 0.456941768864
093448.36+014308.0 0.821 143.70152 1.7189027 true 7.0 2.214 2.0 0.891 22.1466935803 21.3917474314 22.5400624915 21.7117643913 21.486684531 18.8392047576 18.6655462948 18.8195393449 18.5979037234 18.7132262936 1.24 8.93967465452 7.02898846606 8.79522742822 0.178026005294
093453.61+002907.6 0.908 143.7234 0.48547435 false 2.044 0.699 2.187 0.766 22.7002844188 22.7674863593 21.6440732696 21.1545113999 21.0376208552 19.9423909154 19.6930968536 20.0090707308 19.826502626 20.0419638813 1.3 10.6304989391 0.807209022025 8.18294711142 0.612009270874
093459.01-021909.8 0.632 143.74588 -2.3193911 true 6.825 2.227 2.0 1.175 22.2815335239 20.7997274167 19.8260363327 19.6632060921 19.2870278445 18.4855770568 18.5521238759 18.5782435824 18.5851499629 18.6439887024 1.33 10.927254038 0.109907915987 9.20095138524 0.0637833585851
093513.32+003254.7 0.818 143.80551 0.54854484 false 2.768 0.539 3.195 0.582 21.2824618534 22.4023109498 21.3943174576 21.1670924351 21.2126209958 20.7586687103 19.9314427243 19.7863481639 19.1441092543 19.650388495 1.46 10.1679214191 2.63720128123 9.44921608455 0.269016860825
093520.98+003456.7 0.69 143.83744 0.58244134 false 1.934 0.353 2.118 0.363 25.3788560143 24.2807238778 22.8248494563 22.5674548165 22.1178252443 21.6113714274 21.6710174909 21.5097046805 21.4520213995 21.2257010705 1.75 10.2720319411 0.209470834777 7.45388077691 0.158438683884
093525.68-012457.8 0.817 143.85701 -1.4160572 true 7.0 1.021 2.0 0.737 23.827736397 22.6227073974 21.828431611 20.9973175674 21.3620298731 21.1412668053 21.0236292328 20.9132424908 20.9616065957 20.8421010214 1.07 10.2819650641 0.610230569306 8.35290225063 0.0545886460193
093538.63-002710.5 0.659 143.91098 -0.45291965 false 1.309 1.342 1.315 1.44 23.1058410803 22.0311694932 21.2330102599 20.8962491826 20.7171725026 20.7538686551 20.5444721642 20.347997518 20.5345166608 20.4290046831 1.35 10.563064817 0.0267891134886 7.30882987275 1.22332420159
093543.68+014222.1 0.615 143.93202 1.7061335 false 1.002 0.458 0.991 0.52 24.0956070118 22.3326432059 21.390266534 21.0250658685 20.3406699685 19.4552431804 19.417828828 19.1770018452 19.2935140442 19.4703510124 1.36 10.7773560187 0.649187955496 7.63676125493 0.272859026623
093545.14+003952.4 0.808 143.93811 0.66457799 false 1.485 0.298 1.602 0.259 23.2331287656 22.8654738419 21.5195574347 21.4331909912 21.0781302409 20.6679803337 20.862617402 20.9246994375 20.610885657 21.1671882282 1.05 10.5439782477 0.654912553575 8.39491091676 0.0470568746091
093549.16-004414.9 0.851 143.95481 -0.73748602 false 1.179 0.1 1.141 0.09 24.3545994913 18.9535923139 32.3872549 32.9948500217 25.1212248743 19.1266519499 33.3071968632 18.9403253762 18.7541136199 18.916639579 1.88 7.78101347388 16.4234738664 8.03820809044 0.511321393348
093550.91+003953.9 0.818 143.96211 0.66497536 true 7.0 1.796 2.0 0.887 22.9432218517 22.6215520105 22.3275224239 21.4023897901 21.5232325236 19.2692355072 19.1378860106 19.102029818 18.9815867328 19.246289625 1.42 9.85972522771 1.28783978866 8.58102054906 0.095671635064
093559.39+015710.4 0.62 143.99748 1.9528962 false 1.811 0.785 1.804 0.814 22.168891694 21.1153343929 20.3544538191 19.9462423811 19.8900534989 19.9786623671 20.0076539871 20.0537608648 20.1518347638 19.5432423729 1.18 10.8254022069 0.0861972764204 8.76939358797 0.248352622053
093603.51+002946.2 0.762 144.01465 0.49621017 false 0.464 0.505 0.451 0.512 22.6987334998 21.7552696391 20.8596203247 21.0075586395 20.9975245501 20.0319458671 19.8148962456 19.9901458229 19.5361183571 19.6649817003 1.14 10.2535829369 0.473463856534 8.36998102008 0.251123445684
093607.98-000852.7 0.664 144.03328 -0.14797494 true 0.3 0.31 0.7 0.263 inf 23.7572408746 22.2729557918 20.872365477 21.9260840337 19.1429934994 19.2167463534 19.178770003 19.377849105 19.1550292172 1.31 10.4751680084 7.75453170066 7.96093955408 0.311053203678
093612.19+005442.0 0.699 144.05082 0.91169362 false 3.198 0.956 3.584 1.026 22.8624662271 22.0543089816 20.8655769458 20.4441773513 20.1326034222 21.336475366 21.0125232202 21.0040213994 21.1138116984 21.3518397719 1.23 11.0092993457 0.116534919384 8.6829629768 0.264588743361
093616.82-000847.2 0.948 144.07008 -0.14645371 false 3.493 2.35 3.819 3.36 23.4894556387 21.8149164495 21.1840220788 20.6123062201 20.534454725 19.3975848063 19.3574083912 19.4895965341 19.4502639653 19.2407497664 2.62 11.0811879343 1.03795361557 8.55459741934 0.151341826391
093625.13+004013.2 0.532 144.10471 0.67035535 false 6.05 0.983 6.496 1.032 23.378504702 20.5371719561 19.7344763075 19.3575607397 19.0800143819 19.2535758387 19.6196287178 19.5793251201 19.7319070548 18.8778418228 1.81 11.6423291718 1.80909936582 8.40491292972 0.0840489580239
093629.50-005535.9 0.79 144.12299 -0.92667056 false 1.316 0.599 1.334 0.604 22.6685130611 21.8385555548 21.1802648397 20.1343858732 20.5515872478 20.0617786969 20.0003120981 20.2064437459 19.5401115541 20.6313755357 1.1 10.7681276698 1.23599765395 7.65494554241 0.637031464091
093630.05+002623.5 0.801 144.12521 0.43986988 false 2.535 0.581 2.774 0.625 23.0262988902 22.115685314 21.0676969899 20.6520493331 20.3482014393 20.1866320685 20.0226359857 20.085190023 19.8319207137 20.1233761577 1.26 10.991642857 0.0549494627298 7.90857739198 0.358011174576
093632.58+001101.1 0.863 144.13577 0.18365159 false 0.966 0.64 0.979 0.644 22.3960695372 21.8700264466 21.1077326397 20.8265643973 20.5445147842 20.6567212694 20.6255429504 20.7411565395 20.4256352646 20.6419382631 1.44 10.5172124153 0.177205618187 8.38502457331 0.0565188348877
093636.12-000208.3 0.608 144.15057 -0.035652515 false 0.416 0.99 0.398 1.015 22.3366773446 21.4682861037 20.8795332239 20.6308893139 20.5712054001 20.9063569106 20.7005021817 20.7781544693 20.8618901931 20.626832629 2.12 10.2828809247 0.0340428342879 7.5520693218 0.415533026293
093652.74+014328.0 0.434 144.21976 1.7244536 false 0.799 0.737 0.745 0.755 23.223201927 22.357453185 20.7249283911 20.4841487157 20.5164109826 18.562737516 18.4346457253 18.6060384912 18.502709816 18.042642789 2.0 10.6820322453 2.5477484519 7.73677032193 0.0871373472177
093659.69-004946.4 0.615 144.24876 -0.82956616 false 1.949 0.533 2.055 0.541 22.7971005012 22.1644484602 21.3886021624 21.5579999299 21.6443549213 21.8841230857 21.4049914383 20.7785703333 20.9133662016 20.4738047389 1.43 9.59634064435 0.39043787652 7.07419214306 0.341844626964
093703.46-005002.2 0.837 144.26442 -0.83394202 false 1.985 0.676 2.031 0.734 23.6446344409 22.9066009455 21.7786144296 20.7145407603 21.1257525328 20.6869894121 20.7509884655 20.941938579 20.9858103968 20.9817054808 1.01 10.8431912244 0.962627676616 8.48376742702 0.160365794717
093706.34-002803.3 0.833 144.27643 -0.46760374 false 2.287 4.98 0.241 3.525 25.4934936989 24.5060972109 24.2841894217 21.7078831515 23.2336021332 21.035256268 20.8049553238 20.7661597015 20.4734347514 20.8029418875 1.11 9.55047421314 6.6677850023 8.15517619284 0.0869206757749
093706.45-003909.1 0.829 144.27689 -0.65255546 false 2.041 2.03 2.054 2.207 23.0408130929 21.8922528243 21.0072627037 20.2886967137 20.0479074948 20.3237475687 20.3915533932 20.4104615678 20.3223086802 20.7776084493 6.9 11.2745398925 0.254571789728 8.4965155203 0.0709509756273
093706.72-012016.2 0.719 144.27801 -1.3378366 true 0.3 0.722 0.7 0.769 24.3916925661 22.9732165445 21.8818615204 21.3233611276 21.1072029343 21.2841507898 21.2848136153 21.1112179526 20.8973103892 20.55322724 1.86 10.7100937118 0.132130579066 8.5844920597 0.157868797839
093708.51+012543.9 0.332 144.28547 1.4288814 false 3.281 1.15 3.313 1.142 20.4119493116 19.1651807917 18.7744469836 18.404800489 18.3325641798 20.221623077 19.8665287518 19.9675763069 18.9328734617 19.3687451294 1.48 10.8298836324 0.0364439819515 7.86700523677 0.174284442333
093712.27-010025.8 0.656 144.30116 -1.0071923 false 2.083 0.278 2.199 0.256 23.2228670093 22.0662567282 21.1324511135 20.8218881056 20.677374228 20.475811254 20.5903365682 20.7798647597 20.9566405146 21.0595388628 1.07 10.6203923837 0.0136824906737 8.01035725171 0.427407705814
093742.86-004103.3 0.959 144.42862 -0.68428443 false 2.131 2.557 2.023 3.043 22.0638474256 21.491853292 21.445630046 21.2097647194 20.2069225142 19.0052238787 18.7647568754 18.8485629251 18.9589280613 18.3487698468 1.71 9.88681083731 1.16446470415 8.76497668506 0.0421588620936
093751.80-003007.9 0.748 144.46583 -0.50219697 true 0.372 0.527 0.7 0.491 23.8155876037 22.8638366662 21.9398638923 21.5017847916 21.2543687359 19.894681863 19.7783888998 19.7467588687 19.60464429 19.6931565204 1.12 10.6143027223 0.0624963146889 7.86909993458 0.312965722246
093803.37+015632.2 0.869 144.51407 1.9422664 true 0.3 0.698 0.7 0.652 23.3313127215 22.3140419125 21.5491977725 21.0877645797 20.949314164 19.9486606069 19.7602604682 19.723238932 19.5899617492 19.4599931099 1.1 10.6947653375 0.13545959601 8.31847604209 0.107369500293
093815.01+013929.2 0.57 144.56258 1.6581235 false 2.171 0.305 2.321 0.307 23.4214699589 22.1074311957 21.130640955 20.8141934034 20.7616387791 20.9808302982 20.9224595262 20.9145201847 20.892687974 20.6438109735 1.01 10.4793211905 0.0597865964687 7.67102389572 0.193783584086
093831.64-005654.0 0.767 144.63187 -0.9483557 true 0.312 0.774 0.7 0.808 22.8548044849 22.1107926479 21.2679592393 20.8315273663 20.7545028407 20.3268752055 20.1711147077 20.4072517764 20.2340697842 20.2554189967 1.26 10.6545610139 0.0288017186366 8.18938358837 0.153706062036
093834.40-010516.8 0.626 144.64337 -1.0880055 false 3.063 0.665 3.839 0.778 23.7738004667 22.935870169 21.6475128533 21.836667041 21.1370118239 20.7619164468 20.4559398495 20.3128448527 20.2104176672 20.215115022 1.15 10.2922714764 1.19802162487 7.95417593031 0.185251455179
093841.81+000835.3 0.796 144.67423 0.14315377 false 1.542 0.897 1.536 0.944 24.021093031 22.3323629988 21.3270935864 20.8283970195 20.477324587 19.4935233958 19.3088695088 19.398120436 19.1983496912 19.4182758493 1.77 10.9688079921 0.25054852131 8.38761865379 0.868455141052
093844.08+015628.0 0.897 144.68364 1.9411102 true 6.996 4.46 2.0 2.037 26.8586906898 inf 22.3246049785 22.0945266775 21.4423964493 20.4566104661 20.2895860705 20.2387014385 20.131002491 20.4906482205 1.1 10.0190237993 1.25045866317 8.95835309688 0.1606155041
093909.42+014433.5 0.607 144.78925 1.7426579 false 0.838 1.019 0.831 1.045 23.2540168283 21.5595909114 20.7700278342 20.3019005431 20.0923570314 19.6040502446 19.7027155952 19.5527805466 19.6513491392 19.5745688189 1.34 10.8225845199 0.101829283222 9.18646073177 0.115034530646
093925.92+011707.1 0.646 144.85798 1.2853467 false 3.353 0.898 3.601 0.91 21.8850895861 20.5813753461 19.8108076353 19.5655426022 19.3993547735 19.6348166993 19.7243236763 19.8876458354 19.8759693644 20.3857911163 1.17 11.0540209745 0.0294974164378 8.55765535424 0.18000391697
093935.08-000801.1 0.909 144.89617 -0.1336592 true 7.0 1.908 2.0 0.924 23.4140568469 22.8788560143 22.0451025709 21.2165290268 22.155703891 19.4852253127 19.3068928284 19.2612711209 19.2057903871 19.0705332624 1.33 9.90950773926 3.2703002441 8.42195868587 0.0360891043597
093940.26+001822.9 0.931 144.91777 0.30639264 false 3.304 0.628 4.254 0.687 23.2158574976 23.5286813298 21.4034046316 20.9565034684 20.7327738753 20.3908009131 20.0426706028 20.4529350245 20.3319468316 20.0700470493 1.37 11.2020889 3.88735105519 8.88481241926 0.0738436266093
093946.59-004757.4 0.608 144.94416 -0.79928505 false 6.066 0.911 6.414 0.968 22.7753521261 20.6466947863 20.0184045332 19.6373667609 19.3898290858 19.7397766445 19.7920250399 19.709562856 19.8733905375 19.5291656868 3.65 11.1174512801 0.469381989779 8.71049324173 0.0805840899612
093948.11+003446.2 0.653 144.95046 0.57950204 true 7.0 0.1 2.0 0.188 21.5476505681 21.2516404113 20.6168615153 20.7844127599 20.7909996673 18.2881723204 18.3710527331 18.3886608067 18.455399424 18.3778050136 2.76 9.94837711642 0.770741635914 9.13175447799 0.042503068519
093954.80+010215.3 0.779 144.97836 1.0376065 false 1.017 0.64 1.066 0.66 22.7222120502 22.014427148 21.2109084281 20.8901301798 20.8114249799 23.4471835031 23.357491649 23.3531788127 22.2366573343 22.9301267405 1.12 10.4732720328 0.00308923898055 9.05993185504 0.271198244993
094009.11+012533.4 0.957 145.03799 1.4259705 false 2.134 0.577 2.344 0.59 23.2604456165 22.401933565 21.357418371 20.8429983581 20.6152317794 21.0654175465 20.8195794545 21.2067433654 21.1528979661 20.7895957563 1.08 10.9771586997 0.0164996367087 9.24918971377 0.0915052404718
094020.99+003504.2 0.914 145.08747 0.58453562 false 0.695 0.717 0.668 0.739 23.0634462326 22.1602246589 21.175067082 20.7599707975 20.5148311582 20.1283498359 19.8978786755 20.0500028579 19.9467763865 19.9674610729 1.55 10.9905994064 0.00601128564572 8.33250866148 0.219255943052
094029.90-001345.3 0.833 145.12458 -0.22928306 false 1.645 1.022 1.699 1.081 23.2343125718 22.0071131071 20.9240342333 20.3344611152 20.2938588377 19.7452567546 19.7689981798 19.8798260186 19.6937351991 19.9001380674 1.79 11.1516632355 0.148535830287 8.49830677346 0.271480810089
094042.50-021322.5 0.785 145.1771 -2.2229391 false 0.424 0.691 0.395 0.702 22.902803875 22.4025783435 21.8096373179 21.5973365294 21.3808461448 20.8302844956 20.7224652443 20.9099633116 20.5923330863 21.1465571438 1.07 9.94986604917 0.202223594346 8.80982426794 0.182569774347
094043.84-011923.0 0.917 145.18269 -1.3230553 false 3.452 0.861 3.803 0.92 21.8854119442 21.7290526142 20.5532988494 20.0630071013 19.8706528372 19.4185689293 19.3075355597 19.628927238 19.5349370475 19.3955711487 1.37 11.1110213688 0.594245668626 9.28495646376 0.0272637282617
094058.81+005322.3 0.887 145.24507 0.88954824 false 0.899 0.653 0.811 0.741 25.074711763 24.162804887 22.4393110879 21.9295177246 21.794374379 20.9608600255 20.7230512012 20.6227849373 20.4180067356 20.4306178457 1.04 10.6402062356 0.342194469728 7.85543731571 0.206911925005
094104.02-003211.4 0.702 145.26675 -0.53650413 false 3.771 0.316 4.296 0.292 22.4811793417 21.2889682878 20.4128525016 20.1006000478 19.8685225177 20.8347261558 20.8860439746 21.0101602503 21.0800828539 21.3209941742 1.27 11.0037871549 0.0387483770979 7.95932600293 0.360306900188
094121.33+011147.8 0.445 145.33893 1.1966027 false 4.827 0.362 5.437 0.352 22.2369814226 21.0693544271 20.2356784614 19.4441744988 19.6503361207 18.6806006727 18.4964348845 18.4162030441 18.5396677625 17.6799889498 1.26 10.8223484372 0.835910431452 7.96195460407 0.125155096269
094132.90+000731.1 0.489 145.38704 0.12528484 false 0.709 0.928 0.719 0.938 21.8230034967 20.4750087359 19.8658472335 19.4556006072 19.1855179876 20.9466525194 20.8977036921 20.538589643 20.4493422596 19.0882087513 15.12 10.8969237645 0.0315557237037 7.77862283541 0.268402463387
094145.26-003517.4 0.569 145.43862 -0.58819187 false 0.979 0.872 0.945 0.885 22.1780377397 20.9796503438 20.3199309352 19.8036222696 19.8174574679 19.6919676939 19.7193093162 19.5426177449 19.5221896563 19.2691380706 2.37 10.7883257903 0.20471751615 8.59664077362 0.330883613008
094151.64-010352.0 0.34 145.46519 -1.0644753 false 1.559 0.653 1.584 0.657 20.5922202578 21.0483415091 20.2827415587 20.3457048558 19.9549551577 18.8577302035 18.4349294336 18.5719450918 17.9431602521 18.3393687161 3.8 9.81343802989 2.92889894706 7.26303743416 0.411398302805
094156.26-014945.8 0.848 145.48443 -1.8293944 false 1.897 0.947 1.936 1.044 24.3775367436 22.9268328756 21.7173320033 21.1926695173 21.0736016307 21.3501735565 21.3880582374 21.6210391516 21.2900179136 21.4158918497 1.1 10.8115216793 0.00166028851343 8.01464625582 0.199470528179
094241.68+005652.2 0.695 145.67367 0.94780421 false 1.895 0.948 1.939 1.052 23.2559483755 22.5005634327 21.4457212728 21.2770480658 21.3146746814 20.7567565054 20.4450455391 20.1519337211 20.3233418918 20.3012758133 1.72 10.2839539645 0.193116571366 8.0896827606 0.256263092254
094249.25-011301.4 0.848 145.70524 -1.2170785 false 5.017 0.989 5.302 1.076 23.1427497891 22.0360072391 20.9388944453 20.3387993499 20.1420666735 22.4298655471 22.6006604603 23.443484368 22.9256861999 22.6249446377 3.0 11.2569586639 0.0362854508437 8.50087408478 0.0409697243685
094251.60+005447.1 0.9 145.715 0.91310212 false 1.832 1.208 1.941 1.383 23.0137423904 22.4832106859 21.5645596325 21.1221913011 21.0548914609 21.2925049462 21.0522123113 21.0537190871 20.8039806142 20.4483197927 1.16 10.5487549515 0.0253991191714 8.43342162397 0.144364104604
094253.84+013421.1 0.938 145.72438 1.5725459 false 3.774 0.306 4.857 0.416 24.3413851172 23.8610348775 22.5623398725 22.0227438748 21.9167824709 21.1192976324 20.7973003793 20.7506792221 20.6342665847 20.2618212921 1.04 10.425360147 0.313097753872 8.70951285169 0.034970179637
094305.32-014504.2 0.536 145.7722 -1.751177 false 1.133 0.617 1.131 0.63 23.3484694337 21.9448574485 21.1121090038 20.719189717 20.5903810271 20.6909459457 20.9022132443 20.7774394148 20.6994136388 19.9949292801 1.64 10.4995142147 0.0125673147994 7.86970855641 0.209228461684
094340.81-004700.7 0.517 145.92005 -0.78353938 true 7.0 0.328 2.0 0.508 21.9906487679 21.2530582844 20.4940170388 20.2472851608 19.713358174 19.1265372538 19.5526380784 19.641204355 19.575123676 19.5409511941 1.54 10.4420067262 0.712603412192 8.78645155952 0.0684597716121
094342.07+000255.7 0.289 145.9253 0.04879248 false 1.683 1.182 1.667 1.187 20.3200788141 19.0463907962 18.4786695812 18.169970624 17.9677443368 19.9207589859 19.6492779522 19.2059328158 19.3211059062 19.2760699384 1.9 10.9900409812 0.00107188965432 7.99771501019 0.290048583896
094410.21+002147.3 0.727 146.04258 0.36315455 false 0.978 0.369 0.438 0.444 22.0526551736 21.3403656176 20.5691514007 20.1988471586 20.1550733677 22.3829051693 22.1043430433 22.7772164324 24.2190740862 23.0470038478 1.01 10.6913191454 0.00863149702378 8.16828260506 0.210545604946
094447.09-011647.5 0.913 146.19622 -1.2798818 true 6.998 2.174 2.0 1.081 22.2585191283 22.3080413975 21.8209852877 21.3686258831 20.5737185377 19.1960002733 18.9320565559 18.9649041684 18.9379385846 19.073568368 1.51 10.3129551502 2.02060931246 8.12071275864 0.0895925455648
094447.34+020200.5 0.814 146.19728 2.0334883 false 6.142 1.888 6.286 3.684 24.4063341509 22.2553551983 22.1104199744 21.0779630374 21.1209246739 19.7113896013 19.5465839606 19.6740322779 19.2371556899 19.5303641772 1.03 10.8926799339 3.17485097217 9.08213297993 0.0339652820804
094510.04-001534.1 0.326 146.2918 -0.25947359 true 7.0 0.595 2.0 0.672 21.3265796119 20.2725351137 19.7269031249 19.3006932731 19.2370968836 20.5057483265 20.2809747371 20.7584437737 19.4034565486 20.0074841713 1.91 10.3800429337 0.0120184418651 7.9512158325 0.0576961566595
094523.47+004439.6 0.899 146.3478 0.7443569 false 1.722 1.722 1.934 2.671 25.3393354996 23.224307889 23.2511946766 22.7206084283 22.1185879334 20.0142069422 19.5345278715 19.5923151013 19.3410164817 19.3729209874 1.21 10.4351098156 3.33977201527 8.99560112674 0.0384575764209
094554.40-002026.2 0.682 146.47668 -0.34061489 false 1.571 0.275 1.67 0.274 inf 23.4392254494 22.2958109731 21.9941959948 21.6861097962 20.5821722448 20.641531174 20.5443443144 20.6501780303 20.6304432893 1.17 10.3555838655 0.0136412434631 8.04848358912 0.223111748975
094605.39-003834.2 0.887 146.52247 -0.64282838 false 3.65 1.173 3.904 1.351 23.7952018939 22.1616475681 20.7929660544 20.0065731647 19.8402124987 22.1035544597 22.2966953089 22.3813151384 22.0817152043 21.6166063213 1.33 11.5095831275 0.0737930455961 8.94504941943 0.106359058499
094610.14+013924.5 0.86 146.54226 1.6568263 false 5.413 0.364 5.86 0.403 22.8645345716 22.3218413779 21.1140757353 20.9067455715 21.0725798613 19.4227673373 19.1233675128 19.3747604855 19.1046028279 19.1412100488 1.29 10.4991164165 0.128713643029 9.20585051698 0.0623265615103
094620.53+001732.2 0.648 146.58553 0.2922961 false 3.821 0.95 3.972 0.977 22.0618686528 20.9069756609 20.0638189022 19.7159103472 19.4590276591 20.9043365303 20.7744223557 20.4706890754 20.4676326217 20.4245687197 1.7 11.0925408293 0.0285306396856 8.7598945381 0.273110837432
094640.41+010528.7 0.905 146.66839 1.0913309 false 5.117 0.1 6.188 0.161 25.7892504016 22.5675829994 21.6853538341 21.5906285305 21.5014623347 22.3513886547 22.6002263205 32.3872549 22.8640772726 22.2046619346 1.05 10.8401028942 4.17160932815 7.88714993147 0.161062013353
094645.73-014049.4 0.747 146.69058 -1.680413 false 1.91 0.746 1.94 0.776 23.0736134642 22.2187141928 20.9106995672 20.3969370934 20.2705331044 19.6176691407 19.6975731739 19.7428601305 19.6801491969 19.7964313591 1.23 11.0611391987 0.121128639703 7.93159418245 0.162607600611
094654.39+010557.7 0.657 146.72661 1.0993843 false 0.773 0.399 0.693 0.444 23.6783375964 23.6322118629 23.1778367464 22.7622374803 22.4869107128 21.4933093229 21.2873619563 21.3029102987 21.2903623668 21.1323485711 1.25 9.30023997122 1.30108859821 7.71245825435 0.157177935728
094715.35+000708.1 0.366 146.81399 0.11891356 false 3.892 0.521 4.388 0.529 22.4811116957 21.0172778195 20.3987939231 20.0427028188 19.8858397124 20.6588943037 20.5048768083 20.5511983635 19.6106231257 20.029610902 1.66 10.4231338129 0.00169348216869 8.09789846514 0.11058981626
094724.28+002624.5 0.656 146.85122 0.4401724 false 1.636 0.75 1.677 0.815 24.0261338582 22.893937632 21.8839572075 21.3977972945 21.12639334 20.1862888127 19.9923717214 19.9343577277 20.0706290437 19.9161410019 1.15 10.5418044268 0.0204845692983 8.44878951509 0.0702531976469
094730.43+004744.2 0.518 146.87683 0.79561527 false 0.843 0.953 0.81 0.984 23.0558110268 22.0811768594 21.1131638802 20.7154283851 19.8621747118 19.9624693343 19.8281450448 19.6884232111 19.6037133251 18.9050397688 1.5 10.6919869985 1.44161507851 8.82767589549 0.108295903724
094756.21-012154.5 0.726 146.98421 -1.3651647 false 0.733 1.138 0.739 1.156 22.1392128897 21.3366934178 20.4159198933 20.0296586486 19.7329735862 19.7536628453 19.5332385747 19.5511688971 19.3874929671 19.4441992508 3.95 11.0456420917 0.0543682576447 9.26312233548 0.177345870872
094756.74+014208.7 0.673 146.98644 1.7024381 true 0.348 0.581 0.7 0.219 25.4015328275 23.5058016156 22.7136517231 22.3527250565 21.9811106034 21.5291837007 21.3212672445 21.475984617 21.2609118441 21.0460481826 1.36 10.4967574565 2.86588916703 7.54137393627 0.457896920198
094806.09+004118.9 0.983 147.02541 0.68861015 true 0.3 0.957 0.7 1.082 23.4870184234 22.6256978501 21.6117434277 20.7516966208 20.4740523549 19.6168260853 19.3445419302 19.4347091553 19.4078461305 19.3258427052 3.6 11.2304546671 0.0824504059058 8.8576695811 0.0756012634416
094810.74-014917.2 0.694 147.04475 -1.8214557 false 1.082 1.075 1.079 1.127 23.4576086365 22.3309335937 21.1522612202 20.8078702284 20.6421651806 20.1940260921 19.8342801751 19.4503510871 19.3968361582 19.3158883026 1.73 10.7642048537 0.0414669330248 8.16416209396 0.450678979704
094815.96-015038.1 0.703 147.06653 -1.8439162 false 1.253 0.679 1.21 0.733 23.9528738059 22.5426008048 21.8212523237 21.498126758 21.3794965123 20.481408017 20.2908832318 20.295818492 20.3459249118 20.1924594263 1.05 10.3659539652 0.239199187636 8.41152543454 0.203591222144
