# id  z  ra  dec  fix_sersic_n  sersic_n_fitted  sersic_re_fitted  sersic_n_corrected  sersic_re_corrected host_mag_g host_mag_r host_mag_i host_mag_z host_mag_y  ps_mag_g ps_mag_r ps_mag_i ps_mag_z ps_mag_y decomposition_chisq  stellar_mass  sed_chisq  logMBH  logMBH_err
021106.88-054655.0 0.751 32.778704 -5.7819553 false 1.572 2.04 1.529 2.131 22.3130419351 21.4234307207 20.4593233519 20.117991533 19.8530060603 21.229720642 21.2637793225 21.3654378512 21.0024433572 21.1147337063 1.39 11.0512696176 0.0347388803594 8.89511265302 0.211757517583
021107.12-063702.0 0.628 32.779693 -6.617226 false 1.508 0.882 1.558 0.886 21.7661393725 20.609566501 19.8591597598 19.5091915533 19.3206428411 19.480008941 19.641663206 19.6020827748 19.803503083 19.6686278838 1.27 11.0768939367 0.026828434561 8.41485753749 0.136733488236
021108.13-023626.5 0.52 32.783913 -2.6073682 false 3.508 0.492 3.92 0.476 22.5976627755 21.834613974 20.5837088809 20.3121518569 19.9676999049 19.3397885997 19.17856326 19.1908975665 19.3517447974 18.7814234245 1.63 10.8265083269 0.91660601843 7.62201156118 0.103926965378
021110.40-021228.7 0.466 32.793344 -2.2079788 false 1.453 0.73 1.516 0.761 23.2227330711 21.9868341676 21.537328023 20.6271698523 21.1532612775 20.9567609634 21.0660650467 20.810194009 21.3107543858 19.9893156939 1.1 9.98281436614 1.42734957425 8.23798000067 0.110544228977
021110.56-013450.4 0.563 32.794013 -1.5806837 false 3.438 0.558 3.631 0.548 22.7799743675 20.173676159 19.1046254583 19.1038924748 18.9674135382 18.3227053712 18.6640561453 18.7035442525 18.9768372768 18.5385811221 1.27 11.4983411999 1.78578550912 8.21347851476 0.165357664692
021111.38-035135.7 0.98 32.797435 -3.8599402 true 6.999 4.983 2.0 5.0 23.4345761324 20.6748018558 21.3470153697 20.7621455761 20.1257558111 18.0697680651 18.0242242891 18.0656221392 18.049634797 17.9677440721 2.74 10.832516957 4.98973639446 9.42836990475 0.0299929919754
021115.71-070920.5 0.693 32.815481 -7.1557 false 2.791 1.597 2.966 1.731 22.4326113446 21.2126157384 20.3191018001 20.0162382058 19.8127435696 19.5492130761 19.6537056905 19.6809749211 19.7578677057 19.7499169455 1.1 11.014112907 0.0292849125154 8.11683474046 0.27132379774
021117.76-035959.8 0.98 32.824037 -3.9999456 true 6.92 0.705 2.0 0.798 inf inf 21.3349737658 20.9601806341 20.3332886176 20.3479785505 19.9949378439 20.4817753683 20.4318798788 20.2055450644 1.0 10.7285988527 1.04381286543 9.16130415453 0.0773534917294
021118.91-042519.9 0.444 32.828817 -4.4222141 false 0.651 1.277 0.648 1.286 20.9180295912 19.8133766076 19.3398288822 19.0532581935 18.8048494156 20.8832765977 20.7015655479 20.4688827925 20.2943326234 19.8291810899 2.03 10.7537333279 0.00535059029275 7.70526272863 0.223963427716
021120.38-054546.9 0.783 32.834934 -5.7630334 false 0.422 0.97 0.397 0.999 22.897778231 22.1834622962 21.3630559748 21.0173832261 20.8181381225 22.3338681173 21.8452760763 21.6055348341 21.2075332372 21.2257542832 1.05 10.53236488 0.0623273793106 8.13115558898 0.42026926749
021121.37-025422.8 0.869 32.839043 -2.9063603 true 7.0 3.562 2.0 1.41 24.0244509807 23.8770041065 23.1260512869 22.8235273253 22.6782432477 22.0101445925 21.7927494753 21.7788003926 21.2942946092 21.4084742262 1.06 9.36634247638 0.222261801559 8.14809208257 0.132432039065
021121.46-021748.2 0.665 32.839445 -2.2967369 true 7.0 0.186 2.0 0.358 23.0688084763 22.5049625891 21.6911467005 21.2923634848 21.5202481843 20.7629722321 20.8142516853 20.7908820112 21.127326099 20.7741625354 1.1 9.76884584387 0.071111819657 8.06911923241 0.299801461173
021121.77-020421.5 0.44 32.840727 -2.0726424 false 0.742 2.474 0.74 2.524 21.0618929243 19.9917550456 19.5730824552 19.2899050219 18.9544623778 18.6853424973 18.8325543795 18.8186972942 18.6701220729 18.0488617025 1.78 10.6243657079 0.0252380647325 8.25026880353 0.0652990867355
021122.59-021129.7 0.211 32.844158 -2.1915998 false 2.073 1.577 2.061 1.582 19.8609628815 18.8414685199 18.343375835 18.0694653586 17.8889062345 20.1265057197 19.9444146645 19.5042241201 19.5170180475 19.3658837551 2.02 10.6370305039 0.00244923838693 7.56705617939 0.0641333935293
021123.20-053316.9 0.881 32.8467 -5.5547008 true 7.0 2.071 2.0 1.019 23.7276290342 23.0634751466 22.3027767583 21.8995725106 21.7531138796 23.2187225902 23.1888798686 22.7425673362 22.1998091381 22.0589989447 1.1 10.2664699349 0.0173304135539 7.57881575496 0.380145129123
021130.36-041350.9 0.609 32.8765 -4.2308264 false 6.195 0.354 6.79 0.345 22.31378096 20.6237809276 20.1647213714 19.7077483819 19.5995332386 18.9034478774 19.0481868259 19.0388151368 19.350960834 19.1653634623 1.06 10.9066380325 0.388866322806 8.75940136199 0.0572549754919
021132.20-050837.8 0.818 32.884181 -5.1438565 true 7.0 0.546 2.0 0.644 22.6898635778 21.5365767269 21.0334405097 20.4930573234 20.4436075755 21.6188434028 21.7983345921 21.4439697542 21.1643281638 21.2067172206 1.03 10.9523350824 0.210777956046 9.2004565711 0.230449259921
021135.79-030855.5 0.808 32.899128 -3.1487542 true 6.98 0.912 2.0 0.612 22.9688880929 21.6516563644 21.3348031271 20.0059604839 18.1440214664 18.9951055144 18.9892631225 18.925071385 19.0637071692 nan 1.26 11.2357935911 5.20548220333 8.32543640472 0.0421803760655
021138.82-040145.7 0.862 32.911763 -4.0293686 false 1.117 0.699 1.122 0.758 24.6099392943 23.2085624158 22.2491094928 21.8781188558 21.6941981204 20.954632235 20.8826983611 20.9784292959 20.748242719 20.8658022931 1.07 10.567654575 0.424475079859 8.09406683322 0.0717785199071
021142.69-041059.1 0.961 32.927886 -4.1830984 false 1.156 0.458 1.123 0.494 22.7468141827 22.1825755875 22.1382999153 21.3384689283 21.2873732205 20.2803262856 20.1277380085 20.2098851605 20.3124432284 20.0434530057 1.09 9.96421493606 1.04599028307 8.80094825346 0.0611997524555
021144.34-033320.4 0.733 32.934779 -3.5556767 false 4.278 0.1 4.81 0.091 20.2938791386 20.4350812126 20.9765537634 19.0674490282 20.4578768603 18.9314473346 18.8715481741 18.7299823766 19.5732264702 18.8981253102 1.18 9.28130722686 5.22104105772 7.99141667446 0.121099252549
021144.62-031303.6 0.681 32.93595 -3.2176723 false 0.921 2.079 0.931 2.292 23.6687018716 22.9114163041 21.5322703629 21.1482949519 21.1254807894 19.9861866881 19.9472401687 19.6738028935 19.785886082 19.6936391638 1.39 10.6129938801 0.553250747883 8.92616898068 0.122545108558
021144.94-044551.9 0.908 32.937278 -4.7644356 false 6.248 2.752 4.93 3.777 22.8489273304 22.2422207471 21.8165290472 21.1200504999 20.8810507184 19.7162137256 19.5984104835 19.7018535628 19.6594120452 19.6931539261 1.08 10.4154247016 0.410659781613 8.74282201387 0.100585208578
021145.40-030826.7 0.684 32.939193 -3.1407631 false 0.559 0.779 0.546 0.803 22.9682522298 22.0186162054 21.1265147476 20.8133013531 20.4644791643 20.8936633991 20.920907193 20.9141766567 20.8594418262 20.886071217 1.22 10.7156729171 0.0411710406273 8.11164163103 0.173398579862
021157.23-043450.8 0.491 32.988487 -4.5808019 false 3.144 0.456 3.336 0.448 21.4854603889 20.1281832918 19.5862995938 19.2596923657 19.07869 23.3204143996 23.6308944882 22.1403119443 21.9661900925 21.263575432 1.01 10.8726326475 0.0130822129281 7.17208171421 1.52208372317
021201.81-005730.6 0.862 33.007561 -0.95851017 false 0.733 0.409 0.814 0.402 23.532593897 23.051112599 22.1048690841 22.6025689574 22.1433927511 21.4429422969 21.2037147523 21.3950821897 20.7277200021 21.1389407133 1.01 9.47640502349 1.6594407553 8.44374431331 0.176591824489
021207.29-031156.2 0.821 33.03039 -3.1989516 false 1.656 1.053 1.688 1.153 25.04363929 22.9717806667 21.3174910293 20.7057140859 20.552946577 20.3033604041 20.3259036752 20.5471576457 20.1679042951 20.3263963044 2.56 11.3466121957 0.0872693742693 8.5940201675 0.0724420408735
021209.87-021542.0 0.806 33.041127 -2.2616793 true 0.3 0.842 0.7 0.822 24.9200058069 21.9117359092 21.8531569801 21.4348348694 21.1846726082 20.5453817529 20.6548890844 20.6322284882 20.4531178483 20.606102677 0.96 10.6740935315 5.96884622959 8.22500683209 0.0713383373886
021211.46-052914.6 0.654 33.047765 -5.4874164 false 0.85 0.987 0.827 1.018 23.0562705004 21.9097657976 21.0263759683 20.6547098097 20.404685762 21.7597245623 21.8667275472 21.4603511399 21.3899941202 21.1752702484 1.15 10.7435954808 0.0206884690299 8.93725863326 0.266009190115
021211.49-011604.6 0.715 33.047875 -1.2679637 false 5.606 0.1 7.225 0.069 22.7405252861 22.2414610356 21.2815035269 20.9301492743 21.0719792694 21.6111816803 21.7799877644 22.2073658742 22.7831412769 22.0332049905 1.01 10.3134090101 0.29559341105 7.04863807791 0.99720373921
021213.67-031143.6 0.248 33.056996 -3.1954633 false 1.84 0.794 1.853 0.809 21.2677988136 20.1764460917 19.6652673821 19.3934677098 19.1963178868 19.8320474837 19.3862710562 19.2431278767 19.3221690331 19.0237785594 2.03 10.2652192596 0.00178243283928 7.11334759023 0.0355955128263
021214.11-053658.1 0.808 33.058817 -5.6161537 true 7.0 0.155 2.0 0.319 20.5328175251 20.83129792 19.9425688018 19.6082801803 19.6694690023 19.0260047452 18.8393778621 19.0343775693 18.9615089315 19.0787452424 2.5 11.045302168 0.106982581916 8.21000272146 0.118757329808
021218.44-041456.4 0.559 33.076867 -4.2490168 false 5.582 0.21 6.898 0.2 22.2733746931 21.07411519 20.3820733458 20.119994186 20.0508789241 21.4978532436 21.9358445792 21.9107354058 22.0790144684 21.1633831799 0.97 10.601486015 0.0198395979624 6.80483006561 0.604252616965
021227.63-040635.8 0.784 33.115141 -4.1099648 false 2.013 1.3 2.046 1.353 23.2274643939 21.6361621765 20.5030073241 20.0026331287 19.779408008 20.486928685 20.4244262537 20.5476932602 20.2715535353 20.3267682481 1.21 11.2406324544 0.0483108906966 8.08640438242 0.13165429189
021228.77-052437.1 0.657 33.119911 -5.4103175 false 4.548 0.898 4.834 0.972 23.0557248971 21.4179161575 20.5462664902 20.3006491729 20.1524979503 20.2492447202 20.3268263758 20.2617490231 20.3648812845 20.2756848032 1.45 10.7644758244 0.0653593802584 8.03364249734 0.209827631887
021229.57-032209.5 0.889 33.123238 -3.3693163 true 7.0 1.194 2.0 0.789 inf 27.7079056918 22.0923139192 21.1473885682 23.7179704345 19.655969593 19.4713339914 19.7766182648 19.6410980183 19.4733110983 1.03 8.84900414525 35.0292212678 8.30619223687 0.0539177771384
021232.42-050540.4 0.363 33.135097 -5.0945796 false 4.541 0.89 4.654 0.915 21.5604307322 20.2091985081 19.6683971024 19.2114405629 19.1474759708 23.0092496635 22.7446132341 23.0708734713 21.6050592978 23.1751094498 1.02 10.6719552873 0.0432590305844 8.20358157693 0.340648784202
021232.71-024459.3 0.478 33.136314 -2.7498243 false 1.991 0.507 2.063 0.498 21.3990325462 20.6816858517 20.2260513622 19.9215831239 19.4149618006 19.9571364633 20.2226999365 20.2198854634 20.216958481 19.6860017723 1.17 10.278243736 0.319011519599 8.1078223816 0.0353147989753
021235.98-053211.6 0.299 33.149957 -5.536574 false 0.713 1.6 0.701 1.606 20.344300388 19.4771177333 19.147478325 18.8892917318 18.7571000996 20.4461687338 19.9116996156 19.6925535177 19.3769530045 19.4008045372 2.58 10.2872749033 0.00400737901889 8.07124424827 0.0963436475171
021238.38-011833.9 0.618 33.159951 -1.3094276 false 1.866 0.508 2.053 0.504 23.5812374765 21.8485481153 21.0047114295 20.7045215266 20.558398099 21.0679730538 20.8759068071 20.5958336173 20.6762733279 20.5327275788 1.12 10.5849021638 0.030678012788 7.89773174979 0.133929847791
021241.94-041253.4 0.672 33.174761 -4.2148431 false 1.104 0.722 1.111 0.722 22.5785897262 21.6614368398 20.7059547332 20.4006116254 20.2137900022 22.3898793467 22.0677811522 21.7860333294 21.9284193879 21.6968638738 1.19 10.8070988021 0.00695270443882 8.37168511444 0.464712351301
021247.19-023115.5 0.546 33.196647 -2.5209933 false 2.218 1.472 2.27 1.751 22.5081479901 21.7338088034 21.4311444595 21.5046499405 20.8157061016 19.5431022804 19.6405603118 19.5919333535 19.6138919909 19.2105253752 1.0 9.55137129001 0.496873497161 8.73515515762 0.0782008421658
021250.42-010626.5 0.751 33.210083 -1.1073848 true 6.994 0.289 2.0 0.585 22.2441495447 21.9837707148 20.7002365028 20.4242049596 20.4765342946 20.2244589914 20.2968652397 20.5238986086 20.7419366901 20.6551942339 1.02 10.6032307479 0.528333464654 8.76354520949 0.21576867371
021254.47-024148.2 0.746 33.226962 -2.696737 false 1.705 1.019 1.646 1.093 22.0138881545 21.7597854773 20.9796673125 20.720368437 19.8835572919 20.1541309167 19.7759096986 19.3615799772 19.0634427727 19.2960116155 1.3 10.5560955338 1.800235462 8.05833925471 0.204645802329
021259.10-043336.8 0.727 33.246277 -4.5602344 false 4.167 0.738 5.209 0.865 23.5210745115 22.0513680881 21.3072152375 20.8398124346 20.3497106984 21.3225347247 21.2193079551 21.1060823379 20.7703776226 21.5339088691 1.03 10.9014829725 0.741541899036 7.35847360535 0.468639555332
021259.54-060838.8 0.616 33.248111 -6.1441378 false 1.832 0.659 1.961 0.689 23.2914597182 21.8935710624 20.9978135294 20.6323270675 20.4350401101 20.8612129183 20.9691636876 20.8059417541 20.8248783168 20.5576040746 1.74 10.6718937181 0.0162076963202 7.9798622542 0.310642772314
021303.34-034801.4 0.272 33.263933 -3.8003902 false 2.401 0.331 2.459 0.346 21.409337219 20.3289839516 19.5547302497 19.2828196543 19.1082455911 20.9558309468 20.462725337 20.6272005141 20.8647866906 20.4954066041 1.07 10.5188111634 0.0775746746862 8.37002902715 0.101918991515
021304.35-054333.3 0.638 33.268155 -5.7259254 false 2.362 0.754 2.338 0.765 22.7775496813 21.3034646321 20.3500099518 19.9332470978 19.7667596064 23.0561556138 22.6177671128 21.7119142675 21.5477221493 21.0546277937 1.3 10.9997335375 0.0277841545993 8.83885186768 1.14413904808
021305.63-070230.5 0.851 33.273463 -7.041833 false 5.115 0.295 4.477 0.54 25.8166475895 22.8919606901 21.7129389753 21.1394320722 20.8583145456 22.9760673314 23.7696922407 25.1956795036 23.8617584202 inf 0.96 11.3504899044 1.03373360176 7.84693260823 0.234514034967
021309.12-055142.8 0.297 33.28803 -5.8618913 false 1.01 0.59 0.999 0.597 21.2823160884 20.2566149202 19.7838013884 19.5072005404 19.3500242289 21.8354254047 21.3395143565 21.0876052572 20.686765888 20.6097535606 1.27 10.2643649583 0.000941488238909 8.04533167055 0.217698755964
021311.01-045801.0 0.911 33.295919 -4.9669752 false 0.865 1.191 0.834 1.352 24.0894153633 23.5277497291 22.1498548939 21.5876612744 21.3310382534 21.0632940695 20.8898919157 21.0127724835 20.8910133847 20.875856686 1.08 10.8047664817 0.456259712861 8.54299192508 0.152303517146
021317.42-055415.4 0.766 33.322585 -5.9042847 false 3.96 0.516 4.581 0.535 22.3044138283 20.7737799404 20.580405742 20.124823014 19.9424986229 19.3541731816 19.5108900797 19.5431949202 19.4056710195 19.7459850817 1.28 10.9365251428 1.53802668425 8.38097029665 0.115581332547
021318.31-043602.5 0.648 33.326304 -4.6007201 false 2.434 0.303 1.762 0.408 22.0957711152 21.2460198921 20.6752344347 20.5413654178 20.4532275575 23.0807288472 24.7949700959 25.7504387604 25.4921390684 23.1691015344 1.08 10.3078933956 0.00900721624454 7.70787398463 1.1112764026
021320.16-050751.1 0.742 33.334023 -5.1308715 false 0.923 1.019 0.932 1.04 22.1251838908 21.3486648232 20.5175994401 20.2020323731 20.010402455 20.3046581895 20.336903786 20.3811122781 20.1915147632 20.2598804589 1.69 10.8346910976 0.0279799316087 8.51222535042 0.157615753426
021323.26-034802.0 0.989 33.34695 -3.8005704 false 1.064 0.864 0.997 0.899 23.0975150253 22.6624606914 21.2326299736 20.7038039869 20.7154549918 20.2332524729 19.881612899 20.1768733305 20.1809923442 19.7391187751 1.55 10.9364827501 0.448429754185 8.38133028474 0.0354364564417
021323.60-045208.3 0.665 33.348349 -4.8689885 false 0.535 0.587 0.567 0.611 23.8994383647 22.6540793535 21.5278615189 21.1337801578 20.8117847304 21.45869458 21.377689407 21.1421434555 20.9674341061 20.8444281504 1.09 10.6897093683 0.00518105521454 8.42199841747 0.294025319573
021323.79-052315.5 0.696 33.349126 -5.387644 true 0.3 1.201 0.7 1.27 22.1376464997 20.6970272569 20.0814275565 19.788235272 19.6706931499 19.2694163586 19.2753069579 19.1974052056 19.2163967874 19.2799292515 1.4 11.0226892297 0.656758775317 8.34890045677 0.065311175957
021324.32-053518.0 0.859 33.351356 -5.5883436 false 3.631 1.072 4.255 1.294 23.3368031818 22.3569100604 21.295911238 20.813450584 20.8197039231 20.544818855 20.4591027096 20.6864258308 20.4810541903 20.5505752954 1.0 10.878466172 0.0941196183015 8.07292564047 0.172559931936
021325.81-024812.1 0.753 33.357544 -2.8033787 false 2.2 0.535 3.669 0.99 24.9771111706 24.1110526713 23.6774719607 22.507558679 21.8518774075 21.7876035632 21.6230705358 21.7948865929 21.4444773387 21.7715889286 1.05 9.96831383452 4.59341800668 8.49561616024 0.574422422015
021327.17-010314.8 0.871 33.363234 -1.0541317 false 5.185 1.216 5.744 1.526 22.4961820287 22.1624921214 21.1485774227 20.6453563682 20.6033875467 20.3620530307 20.4568804015 20.4597017002 20.5120368242 20.4548562124 1.03 10.7636757354 0.133338980253 8.26995975839 0.102835476603
021329.06-043446.8 0.672 33.371112 -4.5796797 false 0.74 0.86 0.727 0.875 22.1864103418 21.27096191 20.5166795876 20.2090795881 19.9806230781 21.68139567 21.527784207 21.4442365318 21.4061720711 21.3308389207 1.18 10.7992072459 0.0279133148867 8.15702277783 0.200929540108
021329.76-020024.8 0.679 33.37402 -2.0069129 false 0.667 1.359 0.672 1.428 23.5416736199 22.2735143628 21.5693613165 21.1978590775 21.0064753852 21.1092372666 20.8894233521 20.9711443332 21.0881395485 20.95749225 1.18 10.492850059 0.129939275331 8.68774691208 0.138564601454
021329.89-052139.1 0.746 33.374555 -5.3608758 false 4.948 1.004 5.426 1.102 20.9627378558 19.8557101153 19.6013303965 18.5129592498 19.2771632417 18.7195703659 18.65928805 18.7078702845 18.4508060529 18.8204197888 3.73 10.9089324742 2.24989660225 8.30373777683 0.343175348968
021330.79-021358.0 0.9 33.378302 -2.2327925 false 5.615 0.154 6.003 0.201 22.6689954944 inf 21.6160801699 24.3863991505 inf 19.9268579946 19.7723472767 20.0689848421 19.7034342604 19.6505730724 1.02 8.51822449542 18.2241045394 8.07121101264 0.103299469393
021331.35-042849.5 0.74 33.380645 -4.4804349 false 2.267 0.546 2.566 0.583 24.3578331159 23.3976092864 21.9951791922 21.5556033993 21.4799048766 22.2225323632 22.0020431052 22.1626812905 21.8525217445 21.8034411412 1.03 10.5565925719 0.216452303802 8.05493747987 0.63634486501
021334.71-044548.2 0.737 33.394643 -4.7634067 false 2.936 0.668 3.272 0.693 22.8567148576 21.7543773801 20.8114613129 20.3935839893 20.357731112 22.4288658641 22.4715652574 22.4124073668 22.7060733657 21.8165290472 1.05 10.8741902071 0.08805009674 7.72233349991 0.46944062397
021335.38-043941.3 0.7 33.397431 -4.6614865 false 0.546 0.852 0.57 0.868 23.0071063285 22.0576241744 21.3150963792 20.9895198499 20.8137636714 23.892715133 23.6576005372 23.0695060635 22.7924499834 22.5089631529 1.09 10.5001045516 0.0433640033988 7.10023810541 1.84306856957
021336.36-044145.1 0.972 33.401535 -4.6958801 true 0.3 0.831 0.7 0.873 23.6674907881 22.674356867 21.7124639905 21.1296761203 20.8605360656 22.1918381295 21.966653268 21.9416939123 21.6971842045 21.5859619183 1.67 10.9551821455 0.0024023882087 8.73863373928 0.325441278464
021337.89-042814.7 0.42 33.407891 -4.4707672 true 6.999 0.199 2.0 0.421 21.7724338184 19.7193053299 20.033646699 19.5064117094 19.8095001572 18.5527453438 18.7083587701 18.5238536647 18.3093375105 18.0898443812 1.7 9.89990015126 1.25688116216 8.17716120732 0.0867849106633
