count_i, smass, sfr, m_age, l_age, AV, E(B-V) 
1831 7.619 -3.058 0.450 0.354 1.127 0.7829
1832 7.440 -2.977 0.036 -0.053 0.768 0.6155
1833 7.521 -1.685 0.382 -0.291 1.878 0.6798
1834 7.304 -1.147 -0.153 -0.691 1.032 0.4039
1835 7.883 -2.718 0.465 0.380 0.972 0.7691
1836 7.784 -2.807 0.070 -0.024 0.706 0.6154
1837 8.020 -3.301 0.465 0.425 0.254 0.7432
1838 7.894 -3.379 0.027 -0.069 0.619 0.5286
1839 8.013 -3.159 0.050 -0.034 1.010 0.7116
184 6.064 -2.575 0.062 -0.999 0.721 0.2253
1840 7.601 -0.677 -0.605 -0.874 1.290 0.4503
1841 8.089 -2.863 0.440 0.356 0.726 0.6757
1842 7.880 -2.723 -0.142 -0.281 0.853 0.5022
1843 7.503 -0.791 -0.535 -0.873 0.858 0.3434
1844 7.911 -3.013 0.292 0.165 0.408 0.5397
1845 7.328 -0.966 -0.547 -0.957 0.646 0.2471
1846 7.767 -3.071 0.061 -0.026 0.588 0.5443
1847 7.935 -2.409 0.446 0.341 0.942 0.7941
1848 7.382 -0.925 -0.470 -0.858 1.446 0.4896
1849 7.617 -2.562 -0.397 -0.522 1.826 0.6365
185 6.039 -3.423 -0.002 -0.429 0.090 0.2118
1850 7.711 -3.358 0.453 0.383 0.655 0.7270
1851 7.476 -3.233 0.091 -0.018 0.577 0.5657
1852 7.511 -3.018 0.099 -0.029 2.149 1.0432
1853 6.881 -1.484 -0.267 -0.851 0.581 0.2599
1854 6.511 -2.530 0.246 -1.047 0.278 0.1196
1855 7.221 -2.974 -0.318 -0.502 1.667 0.6093
1856 6.867 -1.987 0.082 -0.797 2.028 0.7243
1857 6.873 -3.392 -0.317 -0.488 0.368 0.2533
1858 7.105 -3.149 0.073 -0.084 0.675 0.5634
1859 6.063 -2.775 0.108 -1.311 0.373 0.1060
186 5.744 -3.643 0.185 -0.289 1.041 0.6381
1860 6.723 -1.958 -0.233 -0.666 0.670 0.3032
1861 6.271 -2.485 0.011 -1.427 3.829 1.0447
1862 6.898 -3.088 0.425 0.175 0.953 0.6217
1863 6.299 -3.187 -0.092 -0.465 0.282 0.1377
1864 6.045 -2.842 0.154 -0.695 0.492 0.2063
1865 6.198 -3.043 0.207 -0.799 3.442 1.0425
1866 5.888 -3.008 0.133 -0.692 0.128 0.1916
1867 5.554 -3.769 0.243 -0.263 1.877 0.7183
1868 5.872 -2.969 0.105 -0.536 0.401 0.2233
1869 6.536 -3.216 0.342 -0.021 1.746 0.7974
187 7.933 -0.676 -0.161 -1.629 2.079 0.5609
1870 6.312 -2.918 0.121 -0.936 3.687 1.0723
1871 6.047 -2.690 0.001 -1.030 0.650 0.2046
1872 5.989 -2.884 0.056 -0.773 0.111 0.1835
1873 6.592 -3.166 -0.126 -0.470 0.220 0.2093
1874 6.360 -3.510 0.034 -0.329 0.580 0.2667
1875 6.464 -3.531 0.063 -0.237 0.596 0.3746
1876 6.548 -3.390 -0.175 -0.464 0.256 0.2358
1877 7.112 -3.189 0.454 0.292 2.116 1.0892
1878 6.326 -2.198 -0.208 -1.137 0.628 0.1845
1879 6.667 -1.825 -0.101 -0.706 0.594 0.3072
188 6.139 -2.490 -0.008 -1.070 0.246 0.0666
1880 7.234 -2.426 0.412 0.031 1.208 0.6397
1881 6.726 -1.796 -0.257 -1.161 2.245 0.5993
1882 6.664 -1.850 -0.190 -1.136 1.596 0.4160
1883 7.437 -3.226 0.446 0.344 1.264 0.8376
1884 7.036 -2.699 0.386 -0.390 0.905 0.4910
1885 6.411 -2.459 0.035 -1.318 0.343 0.0954
1886 7.335 -3.371 0.010 -0.106 0.391 0.4714
1887 7.379 -3.293 0.030 -0.072 0.382 0.5066
1888 6.822 -2.289 0.231 -0.958 1.040 0.3810
1889 7.452 -2.411 0.114 -0.285 0.370 0.4149
189 6.631 -3.300 0.097 -0.125 0.745 0.5091
1890 7.324 -0.982 -0.487 -0.860 1.134 0.4214
1891 7.707 -2.936 0.044 -0.021 0.347 0.5196
1892 7.860 -2.671 0.013 -0.075 1.049 0.6687
1893 7.908 -2.824 0.034 -0.039 0.761 0.6257
1894 7.817 -2.668 -0.298 -0.439 0.822 0.3625
1895 7.856 -2.308 -0.033 -0.164 0.310 0.4407
1896 7.988 -2.375 0.037 -0.078 1.477 0.8175
1897 7.457 -0.858 -0.577 -0.869 0.804 0.3152
1898 7.432 -0.889 -0.481 -0.948 1.258 0.4295
1899 7.837 -2.887 0.083 -0.005 1.278 0.7613
19 6.101 -2.930 0.176 -1.048 2.332 0.6760
190 6.352 -2.444 0.126 -0.826 1.414 0.5485
1900 7.806 -2.960 0.025 -0.042 0.901 0.6757
1901 7.365 -0.985 -0.323 -0.826 0.945 0.3693
1902 7.554 -2.948 -0.324 -0.456 0.912 0.4052
1903 7.968 -3.065 0.461 0.402 2.214 1.2115
1904 7.791 -3.046 0.455 0.383 1.362 0.9094
1905 6.934 -2.021 0.264 -0.816 0.366 0.1619
1906 7.481 -2.966 0.028 -0.093 1.377 0.7849
1907 7.277 -2.754 -0.016 -0.201 0.394 0.4337
1908 7.225 -3.336 -0.086 -0.228 0.340 0.3971
1909 7.101 -1.899 0.021 -0.473 1.686 0.7421
191 6.054 -3.464 0.115 -0.331 0.560 0.3959
1910 7.437 -2.812 0.441 0.301 1.226 0.7444
1911 6.499 -2.185 -0.025 -1.490 3.650 0.9751
1912 6.028 -2.558 -0.002 -1.539 3.930 1.0448
1913 6.582 -2.034 -0.135 -0.905 0.763 0.2911
1914 7.011 -2.533 0.419 -0.002 1.033 0.5701
1915 6.333 -2.243 -0.090 -1.166 0.219 0.0567
1916 6.682 -2.927 -0.181 -0.455 0.532 0.3145
1917 6.672 -3.046 -0.106 -0.645 1.305 0.5127
1918 5.933 -2.927 0.122 -0.719 0.252 0.2082
1919 5.991 -3.391 0.118 -0.449 1.240 0.7151
192 7.014 -3.386 0.368 0.184 2.082 1.0267
1920 5.423 -3.935 0.259 -0.239 0.207 0.2284
1921 5.739 -3.669 0.140 -0.371 0.109 0.2155
1922 5.825 -3.688 0.118 -0.378 0.519 0.3277
1923 6.432 -3.278 -0.081 -0.423 0.869 0.3992
1924 6.626 -3.462 0.437 0.171 3.591 1.3026
1925 6.093 -2.898 0.113 -0.679 0.937 0.3527
1926 6.227 -3.262 0.222 -0.460 3.694 1.2165
1927 6.913 -3.072 0.411 0.185 3.200 1.4405
1928 6.225 -3.323 -0.116 -0.500 0.208 0.2096
1929 6.135 -2.448 -0.004 -1.030 0.144 0.0497
193 6.425 -2.464 0.059 -0.722 1.454 0.5698
1930 6.312 -2.424 0.051 -1.199 3.539 0.9788
1931 6.161 -2.574 0.064 -1.030 0.835 0.2538
1932 6.738 -3.334 0.285 0.037 1.205 0.6804
1933 7.071 -2.720 0.372 0.079 1.431 0.6801
1934 6.321 -2.811 0.294 -0.884 0.274 0.1380
1935 6.400 -2.793 0.083 -0.933 1.771 0.6990
1936 6.532 -2.058 -0.087 -1.038 0.860 0.2431
1937 6.960 -2.786 -0.208 -0.631 1.635 0.5596
1938 6.704 -1.802 -0.189 -1.199 1.963 0.5292
1939 6.634 -1.861 -0.333 -1.195 0.940 0.2844
194 6.940 -3.219 0.435 0.209 2.133 1.0101
1940 7.390 -3.312 0.448 0.356 0.739 0.7130
1941 7.576 -3.052 0.455 0.372 2.000 1.1156
1942 7.406 -3.140 0.071 -0.057 1.694 0.9027
1943 7.173 -1.202 -0.353 -0.802 1.513 0.5183
1944 7.537 -1.338 -0.041 -0.778 3.758 1.1454
1945 7.170 -1.149 -0.478 -0.914 0.750 0.2938
1946 7.292 -1.006 -0.622 -0.959 1.254 0.4263
1947 7.819 -2.960 0.074 -0.015 0.664 0.5868
1948 8.116 -2.645 0.471 0.395 0.912 0.7539
1949 7.978 -2.990 0.122 0.000 0.388 0.4963
195 6.058 -2.921 0.177 -1.120 0.783 0.2256
1950 7.977 -2.421 0.045 -0.069 0.802 0.5974
1951 7.781 -2.941 -0.340 -0.461 1.068 0.4326
1952 7.861 -2.901 0.333 0.179 0.639 0.6231
1953 7.631 -2.916 -0.288 -0.410 0.879 0.4034
1954 7.788 -1.972 0.412 0.251 0.550 0.5464
1955 6.982 -2.093 0.248 -1.103 1.158 0.3694
1956 7.580 -2.375 -0.035 -0.403 1.257 0.4822
1957 6.778 -2.228 0.123 -1.150 0.979 0.3501
1958 7.077 -1.282 -0.374 -0.862 0.834 0.3722
1959 7.429 -2.162 0.012 -0.159 0.595 0.5147
196 6.601 -3.272 -0.213 -0.477 0.399 0.2657
1960 7.608 -3.007 0.426 0.291 1.257 0.7854
1961 6.968 -1.428 -0.146 -0.931 1.182 0.4114
1962 6.703 -2.217 0.228 -0.972 0.787 0.2836
1963 7.092 -3.570 -0.154 -0.324 0.539 0.3429
1964 7.320 -3.433 0.071 -0.037 1.721 0.9154
1965 7.252 -3.258 0.072 -0.046 1.673 0.8793
1966 6.761 -1.621 -0.268 -0.885 0.597 0.2592
1967 6.890 -3.089 -0.238 -0.470 0.383 0.2717
1968 6.433 -2.165 -0.059 -1.045 0.168 0.0596
1969 6.498 -1.898 -0.302 -0.811 0.529 0.2456
197 6.172 -2.655 0.019 -0.839 1.377 0.4536
1970 6.279 -2.290 -0.039 -1.133 0.342 0.0775
1971 6.622 -3.136 0.086 -0.204 3.589 1.5174
1972 5.963 -2.907 0.099 -1.168 0.291 0.1139
1973 6.315 -3.213 -0.013 -0.444 0.603 0.3138
1974 6.209 -2.541 -0.113 -0.873 0.340 0.1543
1975 6.000 -3.364 0.207 -0.307 0.579 0.3555
1976 5.773 -3.820 0.160 -0.307 0.118 0.2154
1977 6.242 -2.620 0.033 -0.507 0.364 0.2637
1978 6.839 -3.194 0.397 0.138 3.736 1.3735
1979 5.718 -3.661 0.201 -0.320 1.931 1.0424
198 6.759 -3.129 0.423 0.194 2.793 1.3001
1980 6.095 -2.600 0.033 -1.156 3.504 0.9229
1981 6.095 -3.093 0.184 -0.832 3.783 1.1217
1982 5.381 -3.995 0.280 -0.262 3.922 1.2584
1983 6.837 -3.369 0.412 0.184 2.013 1.0074
1984 6.311 -2.376 -0.005 -1.077 2.642 0.7507
1985 6.680 -3.321 -0.105 -0.377 0.644 0.3150
1986 5.772 -3.459 0.246 -0.318 1.712 0.9306
1987 6.224 -2.531 0.048 -1.104 0.428 0.1592
1988 7.254 -3.100 0.449 0.292 2.220 1.1226
1989 6.941 -3.269 -0.260 -0.441 0.898 0.4066
199 5.877 -2.985 0.157 -0.693 0.328 0.1246
1990 7.056 -3.300 0.106 -0.046 0.718 0.5958
1991 6.989 -3.255 0.097 -0.064 0.555 0.4941
1992 6.978 -2.698 -0.208 -0.417 0.584 0.3508
1993 7.418 -2.994 0.452 0.326 2.481 1.2435
1994 7.487 -3.284 0.458 0.365 3.119 1.4992
1995 6.305 -2.469 -0.090 -1.410 1.356 0.4572
1996 7.429 -3.217 0.454 0.354 1.037 0.7795
1997 7.414 -2.997 0.427 0.251 0.850 0.6916
1998 7.166 -2.852 -0.251 -0.552 0.376 0.2380
1999 7.261 -1.557 -0.117 -0.466 0.863 0.4658
2 5.469 -3.874 0.245 -0.238 3.467 1.1813
20 5.754 -3.388 0.187 -0.423 3.403 1.1525
200 6.041 -2.646 0.021 -1.025 0.335 0.1181
2000 7.118 -1.267 -0.338 -0.815 0.604 0.2613
2001 7.342 -2.222 0.398 -0.518 1.029 0.4761
2002 7.677 -2.413 0.041 -0.095 0.435 0.4763
2003 7.779 -2.788 -0.061 -0.233 0.330 0.3852
2004 7.936 -2.927 0.001 -0.076 0.273 0.4574
2005 7.903 -2.909 -0.025 -0.126 0.353 0.4370
2006 7.650 -1.268 -0.106 -0.512 0.713 0.3900
2007 7.355 -0.940 -0.559 -0.911 1.079 0.3896
2008 7.860 -2.713 0.447 0.349 1.272 0.8425
2009 7.226 -1.103 -0.384 -0.973 1.478 0.5077
201 5.759 -3.556 0.249 -0.304 2.995 0.9668
2010 7.530 -2.936 -0.314 -0.445 1.464 0.5576
2011 7.535 -2.471 0.065 -0.103 0.897 0.6040
2012 7.237 -1.116 -0.375 -0.814 1.588 0.5301
2013 7.102 -1.224 -0.429 -0.899 1.266 0.4340
2014 7.183 -1.199 -0.284 -0.789 1.411 0.5017
2015 7.597 -3.265 0.456 0.374 0.772 0.7387
2016 6.867 -1.468 -0.408 -0.902 0.666 0.2655
2017 7.227 -3.065 0.094 -0.048 0.735 0.5633
2018 6.706 -2.644 0.366 -0.704 0.617 0.3139
2019 6.757 -1.639 -0.319 -0.877 0.708 0.2926
202 5.515 -3.828 0.260 -0.262 0.864 0.5643
2020 6.471 -2.666 0.231 -0.976 1.220 0.4523
2021 6.983 -2.013 0.010 -0.374 0.568 0.3769
2022 7.392 -3.515 0.454 0.392 3.921 1.7928
2023 6.495 -2.730 0.121 -0.859 2.484 0.9910
2024 6.658 -3.265 -0.160 -0.427 0.489 0.2780
2025 6.581 -2.985 0.346 -0.149 2.449 1.1645
2026 6.584 -3.286 0.192 -0.184 2.011 0.9625
2027 6.592 -3.322 0.192 -0.065 1.008 0.5849
2028 5.761 -3.570 0.217 -0.338 2.275 1.1729
2029 6.153 -3.476 -0.010 -0.436 0.191 0.2358
203 5.597 -3.663 0.259 -0.330 0.151 0.2306
2030 5.661 -3.750 0.207 -0.295 0.370 0.0461
2031 5.845 -3.327 0.212 -0.455 1.633 0.7990
2032 5.580 -3.610 0.198 -0.311 0.464 0.3210
2033 6.173 -3.540 0.185 -0.232 0.735 0.4161
2034 5.354 -4.001 0.275 -0.207 3.238 1.6891
2035 6.033 -2.843 0.063 -0.724 0.208 0.0974
2036 5.462 -3.833 0.237 -0.282 2.708 1.3756
2037 5.841 -3.017 0.155 -0.746 0.196 0.1117
2038 6.161 -2.933 0.177 -0.982 3.754 1.0645
2039 5.924 -2.916 0.156 -0.455 0.189 0.2041
204 5.199 -4.266 0.282 -0.136 3.999 1.3351
2040 6.093 -3.024 0.128 -1.016 0.399 0.1737
2041 6.731 -3.558 0.360 0.124 1.156 0.6716
2042 6.124 -2.702 0.056 -1.128 0.556 0.1610
2043 6.321 -2.485 0.132 -0.733 0.481 0.1615
2044 6.809 -3.378 -0.200 -0.414 0.504 0.3178
2045 6.897 -3.488 0.101 -0.100 0.390 0.4523
2046 7.024 -3.439 0.084 -0.060 1.118 0.6964
2047 6.301 -2.377 0.048 -1.088 0.370 0.1087
2048 6.363 -2.760 0.195 -0.951 0.622 0.2085
2049 7.410 -2.980 0.441 0.281 2.296 1.1419
205 5.933 -3.591 0.198 -0.225 3.677 1.4870
2050 7.061 -2.086 -0.036 -0.314 0.891 0.5099
2051 6.993 -1.671 -0.261 -0.685 0.914 0.3791
2052 6.655 -2.232 0.115 -1.256 3.273 1.1064
2053 6.944 -1.562 -0.209 -0.884 0.816 0.3080
2054 6.629 -2.328 0.238 -1.072 0.479 0.1590
2055 7.584 -2.834 0.055 -0.051 1.661 0.8556
2056 7.538 -1.575 0.368 -0.409 1.524 0.5531
2057 7.491 -3.042 -0.263 -0.390 0.665 0.3575
2058 7.791 -2.687 0.046 -0.067 1.191 0.7345
2059 7.816 -3.030 0.006 -0.076 0.621 0.5669
206 6.854 -3.317 0.104 -0.064 3.556 1.3032
2060 7.827 -2.723 0.056 -0.046 0.723 0.6016
2061 7.728 -1.976 -0.006 -0.181 0.779 0.5661
2062 7.646 -3.038 0.089 -0.005 0.426 0.5429
2063 7.753 -3.090 0.083 0.001 1.382 0.8255
2064 7.157 -2.270 0.381 -0.625 0.731 0.3641
2065 7.386 -1.396 -0.058 -0.476 1.188 0.5534
2066 7.456 -2.997 0.081 -0.037 0.549 0.5417
2067 7.492 -3.152 0.214 0.088 0.659 0.5923
2068 7.118 -2.373 0.389 -0.381 0.353 0.2630
2069 6.778 -2.353 0.307 -0.884 0.435 0.1895
207 5.660 -3.611 0.213 -0.290 0.848 0.3864
2070 7.399 -3.134 0.054 -0.038 1.214 0.7554
2071 6.339 -2.425 -0.104 -1.437 1.455 0.4816
2072 6.478 -2.084 -0.117 -1.239 0.469 0.0894
2073 6.908 -2.451 0.366 -0.520 0.518 0.2547
2074 6.963 -2.210 -0.031 -0.348 0.457 0.3904
2075 6.020 -2.711 0.021 -1.401 0.613 0.1429
2076 7.302 -2.910 0.419 0.272 1.704 0.9304
2077 7.148 -1.504 -0.026 -1.475 2.437 0.6157
2078 7.093 -3.052 0.408 0.254 2.289 1.1412
2079 6.359 -2.271 -0.077 -1.015 1.416 0.3726
208 6.086 -3.247 0.171 -0.427 1.191 0.6997
2080 6.259 -2.395 0.020 -0.946 0.247 0.0868
2081 6.160 -2.353 -0.169 -1.144 0.086 0.0561
2082 6.270 -3.343 0.136 -0.316 0.478 0.3383
2083 5.563 -3.744 0.225 -0.299 1.752 0.9266
2084 5.528 -3.772 0.249 -0.347 3.738 1.1918
2085 5.909 -3.104 0.133 -0.632 0.342 0.2087
2086 6.207 -3.031 0.188 -0.845 2.346 0.6894
2087 5.939 -2.979 0.044 -0.449 0.164 0.2212
2088 6.081 -2.622 0.095 -0.829 0.982 0.3071
2089 6.147 -2.951 0.135 -0.605 0.811 0.3261
209 5.927 -2.946 0.129 -0.705 0.074 0.1577
2090 6.106 -2.592 0.011 -0.726 0.647 0.2586
2091 5.525 -3.775 0.230 -0.316 3.562 1.5169
2092 6.060 -2.773 0.106 -0.775 0.172 0.0674
2093 6.168 -3.378 0.029 -0.526 0.253 0.2446
2094 5.284 -4.161 0.277 -0.161 0.057 0.1969
2095 6.754 -3.203 0.056 -0.141 1.748 0.8226
2096 6.140 -3.125 0.217 -0.814 3.768 1.0807
2097 6.130 -2.507 0.022 -1.146 0.946 0.2883
2098 6.545 -3.357 -0.213 -0.466 0.318 0.2251
2099 6.435 -2.905 0.176 -0.652 1.609 0.7150
21 5.852 -2.970 0.098 -0.751 0.103 0.1472
210 6.070 -2.620 0.059 -0.925 1.247 0.4232
2100 6.144 -2.569 0.059 -1.445 3.918 1.0484
2101 7.009 -3.359 0.090 -0.051 2.274 1.0894
2102 6.182 -2.609 0.114 -1.350 1.140 0.3009
2103 6.839 -2.334 -0.127 -0.486 0.639 0.3259
2104 6.323 -2.371 -0.095 -1.144 0.163 0.0812
2105 6.194 -2.653 0.106 -1.284 0.230 0.0626
2106 7.273 -1.853 0.041 -0.589 3.762 1.2282
2107 7.409 -3.147 0.463 0.343 0.450 0.6835
2108 7.076 -1.309 -0.305 -0.780 1.874 0.6238
2109 7.584 -2.962 0.457 0.339 1.840 1.0086
211 5.940 -3.533 0.094 -0.381 0.119 -0.0202
2110 7.548 -3.215 0.027 -0.051 1.873 0.9439
2111 7.711 -3.046 0.456 0.350 1.099 0.8258
2112 7.948 -3.311 0.471 0.441 3.957 1.8051
2113 7.240 -1.105 -0.376 -0.864 1.090 0.4043
2114 7.736 -2.598 0.414 0.235 0.821 0.6271
2115 7.672 -1.874 0.394 -0.001 1.105 0.5502
2116 7.678 -2.917 0.092 -0.026 1.049 0.6989
2117 7.709 -3.415 0.417 0.330 0.670 0.7039
2118 7.276 -1.441 -0.342 -0.679 0.576 0.2848
2119 7.026 -1.278 -0.621 -1.228 1.402 0.4290
212 5.822 -3.313 0.209 -0.462 0.157 0.2117
2120 7.017 -2.072 -0.070 -0.836 0.666 0.3156
2121 7.428 -2.900 0.215 0.053 0.652 0.5796
2122 7.410 -3.311 0.240 0.143 0.549 0.5964
2123 7.825 -3.285 0.472 0.433 3.536 1.6468
2124 6.650 -1.822 -0.288 -1.230 1.024 0.2835
2125 7.556 -2.331 0.427 0.052 3.128 1.2795
2126 7.450 -3.254 0.451 0.346 1.468 0.9084
2127 7.529 -2.794 0.454 0.307 2.647 1.2927
2128 7.018 -2.344 -0.092 -0.502 1.100 0.4717
2129 7.271 -3.132 0.416 0.287 0.632 0.6644
213 5.774 -3.121 0.144 -0.465 0.585 0.3537
2130 6.349 -2.506 0.051 -1.318 2.365 0.6831
2131 7.232 -2.898 0.431 0.287 1.036 0.7318
2132 6.224 -2.489 -0.098 -1.215 0.572 0.1618
2133 6.526 -3.178 -0.170 -0.475 0.202 0.1912
2134 6.573 -1.889 -0.346 -1.241 2.862 0.7424
2135 6.699 -3.404 0.101 -0.143 0.992 0.5289
2136 6.253 -3.401 0.100 -0.298 1.282 0.7379
2137 6.160 -3.202 0.170 -0.360 1.774 0.9210
2138 6.177 -2.701 0.161 -0.730 0.474 0.1450
2139 5.805 -3.232 0.166 -0.528 0.153 0.2023
214 5.566 -3.738 0.220 -0.288 0.291 -0.0031
2140 5.751 -3.531 0.244 -0.495 3.752 1.1747
2141 5.984 -2.882 0.098 -0.773 0.227 0.2269
2142 6.057 -2.766 0.104 -0.832 0.287 0.1357
2143 6.855 -3.337 0.370 0.151 3.467 1.3819
2144 5.826 -3.382 0.214 -0.343 2.466 1.1163
2145 5.290 -4.131 0.275 -0.176 3.748 1.9535
2146 5.939 -3.220 0.020 -0.460 0.403 0.2685
2147 5.638 -3.263 0.170 -0.667 0.100 0.0962
2148 5.481 -3.853 0.228 -0.265 0.210 0.0622
2149 6.033 -2.730 0.107 -0.923 0.346 0.1389
215 5.450 -3.854 0.217 -0.308 0.092 0.2137
2150 6.048 -3.459 0.120 -0.331 0.518 0.3068
2151 5.853 -3.586 0.103 -0.384 0.093 0.1968
2152 6.303 -3.391 -0.079 -0.418 0.385 0.3326
2153 6.237 -2.267 -0.165 -1.130 0.138 0.0912
2154 6.129 -2.796 0.094 -0.725 2.931 0.9543
2155 6.531 -3.048 -0.129 -0.447 0.840 0.4716
2156 6.521 -1.937 -0.111 -0.725 0.321 0.2098
2157 6.252 -2.311 -0.085 -1.116 0.279 0.0730
2158 6.896 -3.283 0.188 -0.011 1.715 0.8558
2159 6.312 -2.512 0.028 -1.360 2.585 0.7112
216 5.654 -3.524 0.237 -0.464 0.147 0.1730
2160 7.233 -3.302 0.066 -0.057 1.941 0.9415
2161 6.490 -1.981 -0.157 -1.197 0.500 0.1142
2162 6.582 -2.501 0.286 -0.936 1.128 0.4301
2163 7.663 -3.343 0.453 0.365 3.371 1.5606
2164 6.373 -2.422 0.015 -1.385 1.705 0.5671
2165 7.412 -2.900 -0.329 -0.485 2.505 0.8617
2166 7.486 -3.012 0.376 0.207 0.720 0.6209
2167 7.676 -3.124 0.466 0.376 1.331 0.8928
2168 7.031 -1.357 -0.178 -0.804 0.769 0.3256
2169 7.436 -3.024 0.015 -0.095 0.515 0.5527
217 5.905 -3.303 0.089 -0.506 0.151 0.1934
2170 7.351 -2.408 0.423 -0.297 0.897 0.4075
2171 7.135 -1.234 -0.278 -0.885 1.158 0.4220
2172 7.421 -2.789 -0.354 -0.492 1.413 0.5099
2173 7.230 -1.815 0.061 -0.947 2.912 0.9206
2174 7.116 -1.478 0.152 -0.732 0.772 0.3092
2175 7.138 -1.164 -0.622 -0.874 2.073 0.6866
2176 6.782 -1.716 -0.291 -1.043 0.632 0.2558
2177 7.468 -2.804 0.018 -0.088 2.575 1.1390
2178 6.987 -1.357 -0.384 -0.837 1.483 0.5093
2179 6.647 -2.001 -0.363 -1.040 0.538 0.1895
218 6.251 -3.314 -0.089 -0.506 0.355 0.1955
2180 6.822 -1.558 -0.270 -0.931 1.759 0.5665
2181 7.453 -3.375 0.480 0.414 3.941 1.7871
2182 6.482 -2.226 -0.168 -1.222 1.410 0.3772
2183 7.049 -3.121 0.061 -0.138 0.934 0.6130
2184 6.827 -2.795 0.053 -0.403 3.365 1.3072
2185 6.299 -2.751 0.057 -0.862 1.752 0.6339
2186 6.495 -2.113 -0.000 -1.023 1.015 0.3092
2187 6.520 -3.150 0.064 -0.272 1.437 0.7440
2188 6.127 -2.544 -0.023 -0.965 0.134 0.0476
2189 6.165 -2.430 -0.064 -1.058 0.170 0.0704
219 5.657 -3.663 0.234 -0.444 3.657 1.1207
2190 6.614 -3.459 0.274 -0.061 0.598 0.4238
2191 6.454 -3.178 -0.107 -0.527 0.395 0.2463
2192 6.152 -2.526 -0.047 -1.023 0.560 0.2044
2193 5.930 -2.797 0.075 -0.833 0.092 0.1323
2194 6.155 -2.548 -0.026 -0.977 1.488 0.4926
2195 5.852 -3.557 0.175 -0.252 3.547 1.2047
2196 5.723 -3.477 0.218 -0.422 0.093 0.0225
2197 6.336 -3.241 0.308 -0.185 3.047 1.3346
2198 5.564 -3.698 0.239 -0.347 0.090 -0.0732
2199 6.305 -2.924 0.140 -0.760 3.241 0.9787
22 5.956 -3.231 0.214 -0.823 3.793 1.0965
220 6.435 -2.320 -0.003 -0.826 2.980 0.9171
2200 6.017 -3.501 0.118 -0.311 0.137 0.2065
2201 6.264 -3.486 0.215 -0.152 1.059 0.6306
2202 6.272 -3.378 0.009 -0.518 0.465 0.2676
2203 5.463 -3.930 0.260 -0.212 1.544 0.7272
2204 6.151 -3.525 0.069 -0.370 0.563 0.3657
2205 6.061 -3.055 0.255 -0.919 3.788 1.1244
2206 6.024 -2.999 0.223 -1.079 3.791 1.0759
2207 6.413 -2.315 -0.161 -0.656 0.399 0.1987
2208 5.933 -3.494 0.168 -0.275 0.453 0.0827
2209 6.112 -2.458 -0.117 -1.306 0.406 0.0885
221 5.446 -3.991 0.274 -0.267 3.853 1.2482
2210 6.891 -3.479 0.131 -0.038 0.715 0.5598
2211 5.986 -2.803 0.127 -1.254 0.266 0.0520
2212 7.110 -2.846 0.005 -0.190 2.954 1.2635
2213 7.108 -3.199 0.393 0.248 1.096 0.7098
2214 6.229 -2.544 0.045 -1.182 0.332 0.1265
2215 6.483 -2.393 0.098 -0.729 1.189 0.5007
2216 7.276 -3.182 0.457 0.349 0.736 0.7523
2217 6.929 -2.329 0.394 -0.303 0.490 0.3229
2218 6.695 -2.546 -0.197 -0.939 0.356 0.1602
2219 6.853 -1.531 -0.293 -0.850 0.623 0.2903
222 5.758 -3.074 0.157 -0.754 0.149 0.0664
2220 6.832 -1.506 -0.431 -0.846 0.329 0.1922
2221 7.476 -3.063 0.061 -0.041 1.832 0.9253
2222 6.526 -2.152 -0.048 -1.120 0.307 0.1182
2223 6.703 -1.870 -0.136 -1.265 1.504 0.4045
2224 7.055 -1.340 -0.139 -0.748 1.295 0.4895
2225 7.753 -3.237 0.466 0.396 3.918 1.7772
2226 7.435 -2.936 0.060 -0.055 1.127 0.7130
2227 7.912 -3.158 0.455 0.406 3.568 1.6202
2228 6.525 -2.419 0.127 -1.179 0.829 0.2664
2229 6.791 -2.296 0.290 -0.831 0.298 0.1653
223 5.325 -4.100 0.277 -0.217 3.919 1.2818
2230 6.553 -2.180 -0.008 -1.173 0.508 0.1142
2231 7.074 -3.257 -0.278 -0.464 0.705 0.3330
2232 6.261 -2.277 -0.139 -1.610 2.959 0.7946
2233 7.249 -2.745 0.387 0.094 1.027 0.6718
2234 6.534 -2.285 -0.117 -1.015 1.522 0.6360
2235 6.969 -1.356 -0.488 -0.854 2.550 0.7926
2236 6.940 -3.164 -0.265 -0.474 0.540 0.2867
2237 7.189 -2.381 0.052 -0.131 1.121 0.6383
2238 6.363 -2.208 -0.091 -1.242 0.479 0.1487
2239 6.841 -3.011 0.115 -0.089 0.661 0.4709
224 5.924 -3.031 0.147 -0.626 0.343 0.1955
2240 6.132 -2.619 0.040 -1.210 0.243 0.0992
2241 6.603 -2.752 -0.103 -0.435 0.792 0.4541
2242 6.277 -2.323 -0.117 -1.200 1.478 0.4041
2243 6.582 -3.416 -0.099 -0.391 0.458 0.2947
2244 6.632 -3.512 0.033 -0.167 0.548 0.4822
2245 6.153 -2.792 0.182 -0.598 0.497 0.1810
2246 6.394 -2.225 -0.131 -1.015 2.749 0.7932
2247 6.111 -3.422 -0.006 -0.376 0.384 0.3135
2248 5.527 -3.666 0.251 -0.361 0.193 -0.0182
