count_i, smass, sfr, m_age, l_age, AV, E(B-V) 
373 6.219 -2.609 0.119 -0.769 1.284 0.5187
374 6.263 -3.594 -0.038 -0.393 0.258 0.2452
375 6.378 -3.151 -0.043 -0.660 0.343 0.2072
376 5.208 -4.246 0.296 -0.135 3.989 1.3277
377 5.903 -3.013 0.106 -1.124 3.768 1.0434
378 6.321 -3.238 0.127 -0.411 1.724 0.7427
379 6.134 -3.706 0.038 -0.348 0.529 0.3180
38 6.234 -3.534 0.019 -0.436 0.617 0.3341
380 6.231 -2.886 0.306 -0.417 0.530 0.3123
381 5.824 -3.578 0.201 -0.253 3.353 1.5622
382 5.926 -3.213 0.243 -0.812 3.804 1.1004
383 5.715 -3.614 0.164 -0.382 0.245 0.1308
384 6.110 -2.808 0.159 -0.523 0.921 0.4320
385 6.204 -3.693 0.051 -0.345 0.413 0.2449
386 5.592 -3.684 0.237 -0.305 0.318 0.0703
387 6.231 -2.704 0.136 -1.058 1.038 0.3037
388 6.062 -2.644 0.081 -0.647 1.114 0.4499
389 5.508 -3.702 0.212 -0.359 0.049 0.1805
39 5.598 -3.749 0.205 -0.283 0.409 0.3399
390 5.596 -3.541 0.214 -0.408 0.089 0.1665
391 5.936 -3.464 0.135 -0.382 0.190 0.2330
392 6.012 -2.803 0.060 -0.903 0.569 0.2327
393 6.050 -2.909 0.128 -0.917 3.097 0.9140
394 5.844 -2.910 0.078 -0.534 0.119 0.1887
395 6.113 -3.496 -0.033 -0.425 0.190 0.0971
396 5.999 -3.010 0.154 -0.920 3.426 1.0062
397 5.245 -4.195 0.285 -0.167 3.965 1.3074
398 5.589 -3.820 0.222 -0.244 1.669 0.7727
399 6.071 -2.686 0.067 -0.832 0.299 0.1636
4 6.231 -2.834 0.205 -0.588 2.618 0.8310
40 6.067 -3.276 0.246 -0.456 1.061 0.5096
400 6.171 -2.569 0.051 -0.993 0.372 0.1182
401 6.172 -2.689 0.067 -1.101 0.274 0.1151
402 6.459 -2.650 0.098 -1.008 1.520 0.4984
403 6.228 -2.505 0.033 -1.237 0.414 0.1157
404 6.578 -1.852 -0.220 -0.775 0.470 0.2481
405 6.262 -2.900 0.231 -0.887 0.855 0.3248
406 6.868 -1.528 -0.336 -0.815 3.179 0.9940
407 6.252 -2.660 -0.176 -0.828 0.186 0.1251
408 6.550 -1.881 -0.217 -0.772 1.331 0.4806
409 6.815 -3.206 0.190 -0.084 2.135 1.0236
41 5.619 -3.713 0.228 -0.402 3.775 1.1800
410 6.376 -2.279 0.003 -0.959 1.815 0.5287
411 6.493 -1.944 -0.204 -0.881 0.206 0.1318
412 6.539 -1.935 -0.029 -0.803 0.528 0.2452
413 6.559 -1.825 -0.202 -0.790 0.340 0.2024
414 6.535 -1.934 -0.195 -0.749 0.334 0.2072
415 6.659 -2.551 0.124 -0.320 2.585 1.1847
416 6.167 -2.755 0.169 -1.169 0.427 0.1350
417 6.701 -3.409 -0.200 -0.436 0.512 0.3052
418 6.521 -2.512 0.190 -0.550 1.054 0.4916
419 6.501 -2.331 0.188 -0.871 1.236 0.3148
42 5.858 -3.002 0.145 -0.743 0.158 0.1198
420 6.545 -2.835 -0.152 -0.645 0.328 0.2201
421 6.358 -3.374 -0.157 -0.466 0.102 0.1936
422 6.905 -2.942 -0.275 -0.475 2.591 0.8904
423 6.233 -2.440 -0.036 -1.041 0.258 0.1018
424 6.645 -3.316 -0.101 -0.408 0.888 0.3937
425 6.101 -2.517 0.011 -0.963 0.083 0.1119
426 5.936 -2.853 0.067 -0.834 0.195 0.0939
427 6.317 -2.633 0.070 -0.972 1.588 0.4572
428 6.293 -3.552 -0.020 -0.391 0.314 0.2870
429 6.067 -2.561 -0.053 -1.017 0.614 0.1935
43 5.816 -3.644 0.222 -0.226 2.858 1.1235
430 6.073 -3.689 0.114 -0.297 0.178 0.2544
431 5.922 -2.943 0.099 -0.781 0.159 0.1206
432 6.154 -3.003 0.146 -0.928 3.693 1.0607
433 6.052 -3.635 0.106 -0.324 0.239 0.2629
434 6.611 -3.384 -0.037 -0.276 1.768 0.7192
435 6.530 -1.956 -0.140 -0.729 3.406 1.0534
436 6.588 -2.948 0.298 -0.152 2.172 1.0182
437 5.892 -2.963 0.101 -0.715 0.368 0.1670
438 5.563 -3.795 0.211 -0.272 0.077 0.2084
439 6.074 -3.027 0.135 -0.873 1.937 0.6545
44 5.432 -3.921 0.246 -0.242 0.450 0.3509
440 6.058 -2.668 0.002 -1.022 3.306 0.9139
441 5.780 -3.260 0.179 -0.550 0.086 0.1913
442 6.198 -3.450 0.261 -0.082 1.689 0.8748
443 6.344 -3.454 0.137 -0.135 1.391 0.7106
444 6.176 -3.510 0.077 -0.271 0.662 0.4505
445 5.941 -3.704 0.093 -0.304 0.109 0.2364
446 5.795 -3.760 0.243 -0.227 0.660 0.4527
447 6.171 -3.355 0.256 -0.222 3.177 1.2089
448 5.829 -3.411 0.172 -0.527 0.635 0.3167
449 5.686 -3.222 0.168 -0.460 0.138 0.1659
45 6.136 -2.717 0.149 -0.696 0.217 0.1884
450 6.042 -2.651 0.055 -0.898 0.154 0.0902
451 6.162 -3.381 0.099 -0.325 1.580 0.7854
452 7.043 -3.536 0.434 0.305 2.010 1.0848
453 6.379 -2.232 0.077 -0.601 0.602 0.3079
454 6.702 -1.789 -0.042 -0.664 0.785 0.3341
455 6.255 -2.259 -0.078 -1.146 0.158 0.0185
456 6.389 -2.215 -0.139 -1.202 0.481 0.1287
457 6.934 -1.395 -0.449 -0.895 0.881 0.3368
458 6.812 -2.476 0.262 -0.828 0.894 0.3320
459 7.268 -3.197 0.386 0.189 0.840 0.6100
46 5.976 -3.321 0.018 -0.458 0.110 0.1979
460 6.417 -2.511 0.010 -1.303 2.245 0.6387
461 6.633 -1.919 -0.066 -1.070 2.620 0.6953
462 6.366 -2.355 0.016 -1.110 0.556 0.1749
463 6.209 -2.627 0.036 -1.277 3.243 0.9233
464 7.494 -3.315 0.476 0.401 3.887 1.7663
465 6.533 -1.934 -0.219 -1.207 2.061 0.5697
466 6.293 -2.646 0.114 -1.135 0.627 0.2077
467 6.815 -2.116 -0.289 -0.610 1.326 0.5123
468 6.248 -2.430 -0.055 -1.473 3.432 0.9231
469 7.235 -3.168 0.438 0.304 0.866 0.6542
47 6.160 -2.547 0.030 -0.858 2.253 0.7572
470 6.170 -2.770 0.034 -1.240 0.385 0.1398
471 6.974 -3.235 -0.175 -0.327 0.929 0.4811
472 6.245 -2.353 -0.071 -1.154 0.541 0.1530
473 6.476 -3.209 -0.048 -0.424 0.888 0.4908
474 6.527 -1.893 -0.324 -0.776 0.317 0.1835
475 6.447 -2.799 0.347 -0.707 0.281 0.1921
476 6.868 -3.189 0.417 0.135 1.219 0.6052
477 7.022 -2.861 0.117 -0.195 1.153 0.6209
478 6.717 -3.330 -0.151 -0.398 0.305 0.2564
479 6.549 -2.505 0.311 -0.454 0.368 0.2202
48 5.802 -3.791 0.084 -0.339 0.195 0.2366
480 6.300 -2.270 -0.145 -0.989 0.308 0.1727
481 6.599 -3.359 -0.137 -0.443 0.610 0.3297
482 6.051 -2.567 0.005 -0.691 0.296 0.2288
483 6.741 -2.818 0.043 -0.626 3.457 1.0965
484 5.982 -3.101 0.155 -0.531 0.168 0.2215
485 6.198 -2.404 -0.068 -1.027 0.172 0.0916
486 6.134 -3.047 -0.001 -0.500 0.772 0.4815
487 6.147 -3.426 -0.021 -0.424 0.133 0.2101
488 6.216 -3.464 0.247 -0.302 1.315 0.6491
489 5.660 -3.908 0.201 -0.233 0.139 0.0211
49 5.266 -4.170 0.292 -0.157 0.633 0.4250
490 6.412 -2.331 0.164 -0.646 2.189 0.8076
491 5.440 -3.900 0.249 -0.263 2.169 1.1362
492 5.853 -3.121 0.179 -0.598 0.054 0.1391
493 5.968 -3.621 0.082 -0.319 0.271 0.2441
494 5.715 -3.790 0.180 -0.240 0.604 0.3862
495 5.312 -4.089 0.271 -0.213 3.684 1.6717
497 5.474 -3.941 0.244 -0.242 0.120 -0.1207
498 5.758 -3.797 0.223 -0.229 3.293 1.1713
499 5.995 -2.863 0.098 -1.015 3.402 0.9601
5 5.370 -4.054 0.260 -0.215 0.058 -0.1628
50 5.595 -3.727 0.197 -0.293 0.261 0.1524
500 5.433 -3.945 0.267 -0.223 3.515 1.1541
501 6.561 -3.400 0.237 -0.022 0.666 0.5058
502 5.849 -3.019 0.186 -0.705 0.230 0.1306
503 5.785 -3.052 0.101 -0.739 0.157 0.0721
504 5.856 -3.015 0.117 -0.763 0.151 0.1060
505 6.506 -3.460 0.309 -0.002 0.833 0.5738
506 6.413 -2.148 -0.065 -0.635 0.412 0.2557
507 6.424 -2.044 -0.221 -0.759 0.507 0.2553
508 7.171 -2.974 0.434 0.200 1.986 0.9626
509 6.265 -2.954 0.155 -0.906 0.612 0.2596
51 6.351 -3.331 0.364 -0.039 2.527 1.1518
510 7.384 -3.075 0.380 0.243 1.741 0.9635
511 8.022 -3.019 0.466 0.405 2.860 1.4274
512 7.799 -2.344 0.038 -0.068 0.606 0.5125
513 7.852 -3.217 0.409 0.329 0.550 0.6610
514 7.800 -3.323 0.468 0.409 3.549 1.6151
515 6.210 -2.582 0.040 -1.296 0.798 0.2354
516 6.831 -2.938 -0.052 -0.310 0.474 0.3375
517 6.412 -2.593 -0.221 -1.154 0.548 0.2160
518 6.599 -1.840 -0.225 -0.780 1.020 0.3991
519 6.181 -2.454 -0.114 -1.237 0.265 0.0670
52 5.447 -3.853 0.256 -0.289 0.055 0.1813
520 6.484 -2.067 -0.120 -1.108 0.489 0.1393
521 6.508 -2.089 -0.093 -1.048 0.700 0.2009
522 6.109 -2.673 -0.032 -1.370 0.231 0.0486
523 6.470 -2.078 -0.137 -1.085 0.994 0.2992
524 6.469 -2.061 -0.127 -1.099 0.180 0.0769
525 7.334 -3.192 0.466 0.368 1.288 0.9083
526 6.772 -2.939 -0.262 -0.555 0.146 0.1798
527 6.676 -1.903 -0.034 -0.668 0.845 0.3901
528 6.639 -1.925 -0.186 -1.095 1.756 0.4820
529 6.328 -2.740 0.129 -1.039 1.852 0.7156
53 5.741 -3.664 0.197 -0.304 1.404 0.7793
530 6.527 -1.857 -0.318 -0.818 0.871 0.3413
531 6.106 -2.464 -0.042 -1.583 3.904 1.0374
532 6.057 -2.628 0.050 -1.478 3.915 1.0491
533 6.761 -3.316 -0.201 -0.421 0.404 0.2684
534 6.537 -2.280 -0.241 -0.636 0.378 0.2178
535 6.486 -2.147 -0.052 -0.989 2.655 0.8323
536 5.673 -3.669 0.217 -0.321 1.065 0.6109
537 6.011 -3.378 0.226 -0.321 0.874 0.5697
538 6.252 -2.580 0.036 -1.176 2.013 0.5939
539 6.938 -3.141 0.431 0.244 2.725 1.3141
54 5.208 -4.247 0.296 -0.135 3.985 2.0884
540 6.659 -2.068 -0.228 -0.676 1.445 0.5034
541 6.464 -3.044 0.017 -0.372 0.717 0.4076
542 6.072 -2.648 -0.008 -1.430 3.735 1.0217
543 6.022 -3.152 0.262 -0.343 0.597 0.4097
544 6.770 -3.376 0.085 -0.105 3.182 1.1979
545 6.005 -3.500 0.113 -0.337 0.322 0.2113
546 6.186 -2.857 0.142 -0.534 1.422 0.8030
547 5.963 -2.861 0.185 -0.715 0.315 0.1683
548 6.917 -3.297 0.126 -0.081 3.641 1.3476
549 6.093 -2.745 0.121 -0.799 3.365 0.9837
55 5.286 -4.141 0.287 -0.175 3.535 1.7321
550 5.866 -3.311 0.170 -0.721 3.094 0.9671
551 5.491 -3.895 0.220 -0.275 0.077 -0.1374
552 5.531 -3.821 0.247 -0.291 0.318 0.0962
553 5.967 -3.510 0.161 -0.355 0.326 0.2408
554 5.796 -3.473 0.176 -0.397 1.746 0.7610
555 6.438 -3.289 0.130 -0.259 3.679 1.2581
556 5.699 -3.397 0.151 -0.520 0.105 -0.0890
557 5.912 -3.076 0.173 -0.566 0.238 -0.0002
558 6.137 -2.430 0.012 -0.691 1.276 0.4915
559 6.324 -2.400 -0.015 -0.928 3.711 1.0098
56 5.964 -3.343 0.227 -0.742 3.632 1.0723
560 6.341 -3.068 0.079 -0.327 0.623 0.2928
561 6.562 -1.903 -0.087 -0.751 2.018 0.6591
562 6.420 -3.448 0.004 -0.345 0.831 0.4163
563 6.277 -2.921 0.176 -0.903 0.379 0.2030
564 6.695 -1.729 -0.212 -0.756 1.032 0.4180
565 6.154 -2.516 -0.087 -1.446 0.540 0.1306
566 7.866 -1.742 0.419 0.126 1.083 0.6512
567 7.852 -3.111 -0.353 -0.457 0.382 0.2375
568 7.956 -3.209 0.037 -0.030 0.893 0.6764
569 6.877 -1.592 -0.176 -1.194 1.345 0.3421
57 5.307 -4.153 0.281 -0.158 3.934 1.3046
570 6.231 -2.594 0.002 -1.309 1.127 0.2967
571 6.349 -2.389 -0.009 -1.156 0.271 0.0971
572 6.366 -2.168 -0.100 -1.184 0.244 0.0430
573 6.437 -2.457 0.182 -0.945 0.378 0.1435
574 6.826 -1.946 0.219 -0.759 1.246 0.3976
575 6.418 -2.059 -0.194 -1.202 0.519 0.1282
576 6.522 -2.113 -0.201 -1.138 0.483 0.1288
577 6.468 -2.016 -0.162 -1.317 1.369 0.3646
578 7.346 -2.928 0.450 0.298 1.925 1.0767
579 6.535 -1.827 -0.429 -1.038 0.448 0.1909
58 5.549 -3.822 0.195 -0.321 0.372 0.0503
580 6.345 -2.145 -0.208 -1.264 0.348 0.0694
581 7.130 -2.942 0.260 0.041 0.664 0.5777
582 6.775 -2.079 -0.297 -0.646 0.650 0.3066
583 6.358 -2.456 0.095 -1.368 2.028 0.6025
584 6.302 -2.569 0.032 -1.287 1.365 0.4982
585 6.845 -1.702 -0.387 -0.770 1.268 0.4604
586 6.090 -2.663 -0.016 -1.414 1.307 0.3449
587 6.241 -2.388 -0.064 -1.263 0.523 0.1344
588 6.734 -1.707 -0.299 -0.773 0.995 0.4035
589 6.717 -1.658 -0.275 -0.788 1.552 0.5534
59 6.026 -3.166 0.186 -0.849 3.803 1.1051
590 6.178 -2.670 0.053 -1.292 1.622 0.4922
591 6.408 -2.327 0.165 -0.950 0.759 0.2120
592 6.972 -3.252 0.433 0.248 2.406 1.1720
593 6.927 -3.270 0.090 -0.115 2.012 0.9119
594 5.970 -2.854 0.109 -1.248 1.006 0.3058
595 6.111 -2.707 0.062 -0.840 2.196 0.6342
596 6.122 -3.529 0.057 -0.340 0.229 0.2592
597 6.208 -3.280 -0.041 -0.413 0.998 0.5512
598 6.038 -3.489 0.084 -0.384 0.549 0.3507
599 6.128 -3.021 0.179 -0.727 0.899 0.3436
6 6.107 -3.011 0.187 -0.856 1.408 0.4876
60 5.582 -3.535 0.227 -0.595 3.382 1.0440
600 5.967 -2.929 0.127 -1.035 0.339 0.1144
601 5.896 -3.531 0.083 -0.416 0.205 0.2278
602 5.532 -3.914 0.252 -0.207 0.346 0.3273
603 5.505 -3.819 0.221 -0.297 0.188 -0.0517
604 6.247 -2.500 0.080 -0.970 2.753 0.8626
605 5.829 -2.953 0.045 -0.525 0.169 0.1763
606 5.618 -3.552 0.202 -0.449 0.094 -0.1005
607 6.159 -3.616 0.128 -0.246 0.574 0.4086
608 5.515 -3.743 0.191 -0.332 0.072 0.1995
609 5.763 -3.461 0.177 -0.472 1.476 0.5853
61 6.600 -3.573 0.023 -0.256 0.420 0.3730
610 6.392 -3.461 -0.146 -0.465 0.279 0.2254
611 5.936 -3.023 0.122 -0.671 0.146 0.1421
612 6.022 -2.511 -0.067 -1.102 0.242 0.0814
613 6.342 -3.800 0.425 0.210 3.937 1.6622
614 6.054 -2.765 0.101 -0.955 0.298 0.1408
615 6.502 -2.016 -0.022 -1.093 3.113 0.8104
616 6.193 -2.610 0.109 -0.943 0.396 0.1471
617 6.012 -2.929 0.136 -0.594 0.782 0.5005
618 6.332 -2.617 0.162 -0.974 0.341 0.1446
619 6.463 -2.093 -0.130 -1.231 0.805 0.2237
62 6.322 -2.899 0.170 -0.759 1.306 0.5170
620 7.373 -2.858 0.439 0.243 1.595 0.8851
621 6.660 -2.084 -0.017 -1.446 1.195 0.3150
622 6.795 -1.890 -0.022 -1.500 0.997 0.2555
623 7.663 -2.170 -0.377 -0.704 2.095 0.6611
624 7.190 -1.192 -0.274 -0.796 1.849 0.6013
625 7.126 -2.838 -0.279 -0.507 1.129 0.4697
626 7.119 -2.863 0.144 -0.042 0.758 0.5789
627 6.415 -2.403 -0.005 -1.351 1.613 0.4607
628 6.249 -2.470 0.039 -1.411 1.794 0.4848
629 6.497 -2.498 0.166 -1.122 1.448 0.4097
630 7.394 -3.357 0.434 0.326 1.812 0.9510
631 7.241 -2.936 0.058 -0.104 0.465 0.4805
632 6.410 -2.561 0.158 -1.201 1.494 0.5250
633 7.350 -3.099 0.439 0.324 1.099 0.7666
634 7.316 -3.301 0.453 0.364 0.571 0.7390
635 6.663 -1.637 -0.404 -0.860 0.415 0.2324
636 6.372 -2.557 0.094 -1.312 1.714 0.5464
637 7.243 -3.550 0.345 0.225 0.496 0.5959
638 7.086 -1.984 -0.240 -0.722 2.061 0.6418
639 6.479 -2.579 0.153 -1.100 1.190 0.3237
64 6.092 -2.561 -0.066 -1.029 0.163 0.0821
640 6.288 -2.490 -0.006 -1.275 0.553 0.1302
641 6.860 -3.150 -0.242 -0.479 0.374 0.2411
642 6.562 -1.866 -0.295 -1.092 0.862 0.2913
643 6.970 -3.288 0.025 -0.149 0.307 0.3666
644 6.719 -1.944 0.019 -1.040 2.796 0.7745
645 6.915 -3.371 0.014 -0.198 0.407 0.3618
646 6.906 -3.491 -0.018 -0.183 0.341 0.4142
647 6.747 -3.229 -0.144 -0.388 0.475 0.3394
648 6.827 -3.272 -0.157 -0.418 0.779 0.3850
649 6.218 -2.860 0.243 -0.996 1.101 0.3946
65 5.255 -4.189 0.282 -0.165 3.929 1.3007
650 6.402 -2.593 -0.257 -0.818 0.409 0.2068
651 6.793 -3.353 0.182 -0.021 0.671 0.5164
652 6.063 -3.039 0.226 -0.524 1.938 0.8795
653 6.253 -2.446 -0.008 -1.065 1.195 0.3500
654 5.909 -2.744 0.065 -1.023 0.253 0.0894
655 6.317 -3.466 0.129 -0.208 0.536 0.4172
656 5.886 -3.507 0.261 -0.517 3.544 1.0791
657 5.821 -3.185 0.165 -0.590 0.112 0.0125
658 6.043 -3.042 0.125 -1.015 3.691 1.0401
659 6.250 -3.275 0.002 -0.404 1.112 0.6022
66 6.009 -2.636 0.000 -0.649 0.818 0.3807
660 5.528 -3.667 0.228 -0.406 0.106 -0.0881
661 6.383 -3.052 0.221 -0.661 3.641 1.1689
662 5.896 -3.554 0.189 -0.268 0.579 0.2792
663 5.795 -3.325 0.213 -0.476 0.882 0.3667
664 5.753 -3.361 0.188 -0.503 0.125 -0.0139
665 6.047 -3.158 0.010 -0.479 1.637 0.7927
666 6.124 -3.623 0.010 -0.371 0.241 0.2584
667 6.313 -3.319 -0.084 -0.432 0.254 0.2188
668 6.060 -2.666 0.054 -0.873 0.220 0.1259
669 6.420 -2.037 -0.191 -0.764 0.922 0.3485
67 5.744 -3.596 0.181 -0.469 1.033 0.5163
670 6.592 -3.430 -0.096 -0.382 0.845 0.4001
671 6.300 -2.282 -0.112 -1.066 0.726 0.2248
672 6.293 -2.779 0.206 -1.020 2.698 0.7739
673 6.885 -3.597 0.437 0.340 3.955 1.6823
674 7.096 -2.599 0.416 0.113 0.654 0.5507
675 6.087 -2.743 0.030 -1.312 0.364 0.0835
676 7.335 -2.959 0.421 0.259 1.255 0.7704
677 6.573 -2.420 0.124 -1.251 0.742 0.2537
678 7.528 -2.685 0.442 0.309 0.972 0.7296
679 6.956 -1.444 -0.149 -0.755 1.230 0.4580
68 5.480 -3.896 0.247 -0.303 3.819 1.2442
680 6.784 -1.604 -0.458 -1.277 1.723 0.4519
681 6.254 -2.394 -0.114 -1.409 0.213 0.0413
682 7.407 -3.104 0.468 0.334 1.343 0.8704
683 6.770 -1.676 -0.109 -0.717 0.359 0.1950
684 6.602 -1.874 -0.138 -1.222 0.436 0.1027
685 6.443 -2.129 -0.175 -1.312 0.347 0.0799
686 7.043 -1.688 -0.379 -0.698 1.118 0.4302
687 6.440 -2.363 0.041 -1.210 0.953 0.3279
688 7.504 -2.868 0.445 0.306 1.950 1.0603
689 6.790 -1.532 -0.435 -0.927 0.416 0.2109
69 5.594 -3.604 0.236 -0.318 0.156 0.2296
690 7.294 -3.014 0.142 0.003 0.855 0.6287
691 6.922 -1.481 -0.286 -0.799 0.884 0.3581
692 6.211 -2.492 -0.071 -1.497 0.401 0.0979
693 6.769 -1.633 -0.227 -0.915 0.669 0.2551
694 7.477 -2.800 0.052 -0.101 3.187 1.2887
695 7.371 -3.068 0.449 0.324 1.453 0.8821
696 6.877 -3.092 -0.186 -0.450 0.437 0.2949
697 6.394 -2.133 -0.180 -1.219 0.397 0.1073
698 6.711 -1.867 -0.119 -0.681 0.633 0.2996
699 7.547 -3.207 0.480 0.410 3.937 1.7614
7 5.237 -4.203 0.289 -0.158 3.960 1.3134
70 5.567 -3.724 0.251 -0.323 0.093 0.0272
700 6.727 -2.304 0.262 -0.645 0.332 0.1857
701 6.382 -2.338 -0.049 -1.213 1.396 0.3934
702 6.499 -2.155 -0.008 -1.034 1.261 0.3894
703 6.377 -2.314 -0.130 -1.263 1.431 0.3815
704 7.129 -2.879 0.415 0.163 1.630 0.8210
705 6.240 -2.765 0.148 -1.143 0.927 0.2998
706 6.826 -3.230 0.150 -0.076 0.531 0.4870
707 6.203 -2.458 0.001 -0.942 0.156 0.0755
708 6.113 -2.471 -0.026 -1.216 0.296 0.0705
709 6.090 -2.692 0.043 -1.065 0.339 0.1272
71 6.012 -3.337 0.197 -0.238 1.285 0.6544
710 6.200 -2.569 0.065 -0.538 0.399 0.2307
711 5.893 -3.083 0.144 -0.602 0.247 0.1684
712 6.155 -2.654 0.051 -0.779 3.293 0.9237
713 7.138 -3.358 0.388 0.250 3.503 1.4207
714 6.363 -3.321 -0.009 -0.387 1.236 0.4728
715 6.255 -3.059 0.077 -0.696 3.535 1.0863
716 5.445 -3.974 0.280 -0.196 3.440 1.6538
717 6.070 -3.310 0.235 -0.585 3.411 1.0848
718 6.228 -3.697 0.416 0.166 3.915 1.6448
719 6.380 -3.487 0.235 -0.000 3.954 1.7896
72 5.869 -3.543 0.202 -0.320 1.113 0.6354
720 6.131 -2.413 -0.114 -1.073 0.104 0.0664
721 6.200 -2.773 0.160 -1.174 3.270 0.8875
722 6.269 -3.500 -0.080 -0.430 0.179 0.2234
723 6.562 -2.142 -0.018 -0.542 1.415 0.5965
724 7.255 -3.452 0.448 0.347 2.631 1.2839
725 6.214 -2.600 0.088 -1.036 3.354 0.9539
726 6.208 -2.818 0.186 -0.559 0.465 0.1715
727 6.536 -1.946 -0.140 -0.754 1.374 0.4910
728 6.897 -3.072 0.101 -0.121 0.946 0.5963
729 6.487 -2.059 -0.057 -0.665 0.547 0.3222
73 5.957 -2.878 0.081 -0.815 0.314 0.1716
730 7.084 -3.089 0.369 0.180 0.980 0.6499
731 6.334 -3.561 0.396 0.096 3.919 1.6442
732 6.531 -2.545 0.219 -1.036 1.717 0.5939
733 6.795 -1.568 -0.273 -0.852 0.408 0.2141
734 6.406 -2.432 0.118 -1.296 1.547 0.4983
735 6.381 -2.383 -0.034 -1.310 0.282 0.0731
736 6.608 -1.861 -0.206 -1.085 0.211 0.1043
737 6.792 -1.515 -0.489 -0.908 0.479 0.2224
738 7.157 -3.129 -0.316 -0.511 1.084 0.4429
739 6.950 -1.667 -0.321 -0.880 0.931 0.3197
74 5.466 -3.752 0.243 -0.348 0.103 0.2183
740 6.981 -1.621 -0.218 -0.680 0.498 0.2613
741 7.763 -3.279 0.464 0.403 2.631 1.3467
742 7.665 -2.968 0.462 0.387 1.801 1.0572
743 7.554 -3.032 0.449 0.324 1.594 0.9319
744 6.683 -2.355 0.199 -1.123 1.752 0.6043
745 7.601 -3.175 0.054 -0.030 2.885 1.2597
746 7.626 -2.798 0.447 0.325 1.884 1.0199
747 7.597 -2.878 0.445 0.301 2.753 1.3025
748 7.156 -1.704 -0.022 -0.391 0.541 0.3799
749 6.723 -2.480 -0.209 -1.062 0.951 0.3069
75 5.935 -3.268 0.197 -0.826 3.774 1.0980
750 6.607 -1.895 -0.229 -1.076 0.641 0.1916
751 6.645 -1.816 -0.240 -1.203 1.331 0.3413
752 6.654 -1.763 -0.403 -1.116 1.200 0.3321
753 7.164 -3.072 0.425 0.240 2.020 1.0381
754 6.475 -2.433 0.103 -1.246 2.308 0.6744
755 6.759 -1.730 -0.136 -1.153 2.522 0.7240
756 6.795 -1.737 -0.170 -1.050 3.051 0.8699
757 6.052 -2.734 0.126 -1.357 3.901 1.0554
758 6.911 -3.149 0.054 -0.099 0.307 0.4724
759 6.773 -1.733 0.000 -0.647 1.285 0.4958
76 5.199 -4.263 0.286 -0.135 4.002 1.3346
760 6.982 -2.361 0.240 -0.382 2.263 0.8335
761 6.220 -2.468 0.095 -1.441 3.899 1.0399
762 6.394 -2.434 0.071 -0.884 2.056 0.7336
763 6.571 -2.470 0.130 -0.818 3.439 1.1367
764 6.060 -2.992 0.157 -1.030 0.565 0.1980
765 6.261 -2.719 0.093 -1.151 3.164 0.8911
766 5.969 -2.874 0.094 -0.794 0.123 -0.0119
767 5.863 -3.170 0.142 -0.569 0.238 0.2262
768 6.343 -3.456 0.248 -0.038 0.973 0.5997
769 5.624 -3.758 0.248 -0.257 1.642 0.8899
77 5.938 -3.255 0.163 -0.824 0.841 0.3719
770 6.033 -2.666 -0.019 -0.939 0.079 0.1115
771 6.145 -2.478 -0.002 -1.000 1.623 0.4404
772 6.084 -2.591 0.065 -0.939 1.559 0.4460
773 6.006 -2.816 0.057 -0.811 0.175 0.1340
774 6.515 -3.373 -0.101 -0.381 0.524 0.3144
775 6.593 -3.000 0.385 -0.355 1.538 0.6327
776 6.408 -3.402 -0.024 -0.382 0.335 0.2912
777 6.048 -2.706 0.038 -0.862 0.166 0.1690
778 6.160 -2.688 0.108 -0.782 1.123 0.3814
779 5.551 -3.795 0.242 -0.251 0.875 0.5636
78 5.872 -2.979 0.138 -0.858 0.230 0.1031
780 6.211 -3.421 -0.079 -0.429 0.158 0.2101
781 6.343 -2.237 -0.127 -1.048 1.237 0.3666
782 6.958 -3.513 0.410 0.242 1.409 0.8213
783 6.169 -2.766 0.195 -1.119 0.955 0.2844
784 6.561 -1.815 -0.473 -0.964 0.979 0.3832
785 6.717 -1.725 -0.333 -1.235 2.855 0.7458
786 6.661 -1.684 -0.424 -0.848 0.557 0.2422
787 6.875 -1.581 -0.414 -0.801 1.281 0.4447
788 6.737 -1.699 -0.204 -1.231 2.416 0.6645
789 7.315 -2.706 0.115 -0.071 1.126 0.6887
79 6.538 -2.889 0.106 -0.440 1.169 0.4929
790 6.546 -1.871 -0.257 -1.300 0.304 0.0788
791 6.513 -2.398 0.138 -1.258 0.896 0.2844
792 6.523 -2.413 0.153 -1.250 0.943 0.2960
793 6.919 -1.607 -0.245 -1.081 1.322 0.3850
794 6.860 -1.495 -0.526 -1.116 1.065 0.3379
795 6.636 -1.820 -0.289 -1.343 0.499 0.0897
796 7.658 -3.102 0.088 0.017 2.241 1.0637
797 7.011 -1.298 -0.429 -0.865 0.833 0.3410
798 7.526 -2.967 0.047 -0.058 1.727 0.8780
799 7.583 -2.197 0.429 0.220 0.905 0.6693
8 5.290 -4.107 0.270 -0.197 0.636 0.4822
80 5.815 -3.188 0.203 -0.584 0.129 0.0151
800 6.811 -1.620 -0.264 -1.310 1.370 0.3506
801 6.986 -1.402 -0.287 -0.825 0.548 0.2552
802 6.996 -1.319 -0.522 -0.916 0.966 0.3547
803 6.681 -1.814 -0.275 -1.324 0.937 0.2522
