# id in_final_catalog selection_bit
085757.39+023622.8 n non_uniform
085801.33-000747.3 y boss_core
085804.93+032158.1 n dr7_core
085808.35+035233.9 y boss_core
085813.90+024525.8 n non_uniform
085829.92+015033.4 y dr7_core
085834.01-004817.8 n boss_core
085834.58-001956.6 y dr7_core
085836.03+015044.4 y boss_core
085900.37+030339.4 n non_uniform
085915.65+011800.5 n dr7_core
085919.13+032252.1 y boss_core
085944.86-000301.0 n non_uniform
085948.53+005300.8 n non_uniform
085954.98+032510.5 n non_uniform
090005.58+021704.3 n boss_core
090006.26+021537.3 n non_uniform
090008.00+033611.0 y dr7_core
090020.29+030514.8 n non_uniform
090021.49+005734.9 y boss_core
090024.19+024359.4 y dr7_core
090035.53+020737.8 y dr7_core
090038.82+013140.9 y boss_core
090053.93-000726.1 y dr7_core
090054.40+012605.3 y dr7_core
090056.89+021702.6 n non_uniform
090106.73-000124.6 y boss_core
090109.97+050617.8 y boss_core
090122.16+040743.3 n boss_core
090127.46+044909.4 n boss_core
090133.42+031412.4 y dr7_core
090134.49+025340.9 y boss_core
090148.77+004543.3 n boss_core
090200.17+004502.0 n boss_core
090207.31+035026.8 n boss_core
090212.23+002417.7 n non_uniform
090215.35+032408.0 y dr7_core
090215.73+031047.9 y boss_core
090221.35+003421.0 y dr7_core
090221.36+051129.6 y boss_core
090227.16+044309.5 y dr7_core
090236.92-002326.0 n non_uniform
090240.37+040218.6 y boss_core
090240.51+020743.8 y boss_core
090245.90+032549.5 n non_uniform
090249.28+040043.9 y boss_core
090305.91+014850.7 y dr7_core
090306.44+030448.9 y boss_core
090312.92+023533.0 y boss_core
090315.85-000710.0 n boss_core
090318.03+035218.3 y dr7_core
090321.73+010317.2 n non_uniform
090325.41+015906.4 n non_uniform
090336.66-004048.8 y boss_core
090337.48+004742.1 n boss_core
090350.04-000259.5 y boss_core
090354.64+052907.7 n non_uniform
090408.33+043812.2 n non_uniform
090413.13-010257.5 n boss_core
090417.32-002803.2 n non_uniform
090429.59-000416.9 n non_uniform
090433.45+012050.3 n boss_core
090444.49+002909.8 y boss_core
090446.00+020842.9 y boss_core
090457.64+043141.0 n non_uniform
090458.20+032640.9 n non_uniform
090459.49+002234.2 y boss_core
090459.92-004206.8 n dr7_core
090500.09+033609.1 y boss_core
090500.26+033453.1 n boss_core
090502.89-004012.7 y boss_core
090516.46+051451.2 y dr7_core
090525.34+023629.4 n non_uniform
090530.65+000708.5 y boss_core
090535.77-004039.8 n non_uniform
090541.19+023503.9 n boss_core
090542.48-003749.9 y dr7_core
090543.42-015607.1 y boss_core
090544.29+015006.2 n dr7_core
090545.34+022938.8 y boss_core
090554.26+034248.1 n boss_core
090601.08+020408.2 n non_uniform
090601.66+002020.7 y boss_core
090604.03+011114.1 n non_uniform
090608.17+023714.5 y boss_core
090611.17+023040.1 y boss_core
090620.23-003015.7 n non_uniform
090623.81+031745.1 y dr7_core
090624.96+033122.7 n non_uniform
090630.28+020644.0 n non_uniform
090631.23+003926.9 n non_uniform
090639.84+023038.3 y boss_core
090643.92+011040.3 y boss_core
090649.13+015231.4 n non_uniform
090649.20-012130.3 n boss_core
090702.81+011744.3 y dr7_core
090707.21+033156.8 y boss_core
090717.92-013853.8 n boss_core
090736.77-000958.5 n dr7_core
090740.45-011651.2 y boss_core
090746.67+014628.1 y boss_core
090753.61+020628.5 n boss_core
090753.68+040859.0 n boss_core
090803.20+024822.6 n boss_core
090803.33+003731.9 y boss_core
090807.24+003025.4 n non_uniform
090807.29+013054.2 y boss_core
090808.63+021615.5 n non_uniform
090826.84+043806.6 n boss_core
090829.87+041142.4 y boss_core
090838.56+000228.5 n non_uniform
090843.26-013028.3 y boss_core
090901.23+001505.2 n non_uniform
090902.25+003735.9 n non_uniform
090923.35-012200.0 y boss_core
090925.26+023240.6 n boss_core
090931.41+034029.5 y boss_core
090932.82+031830.4 n non_uniform
090934.77+045528.3 y boss_core
090936.76+004444.0 n non_uniform
090940.18+014703.4 y boss_core
090942.69+032746.6 n dr7_core
090944.11+044845.5 y boss_core
090945.38+020044.4 y boss_core
090956.75+033139.6 y boss_core
090958.20+045627.7 y dr7_core
091000.69+030307.8 y boss_core
091001.31+031900.9 n non_uniform
091014.42+034544.9 y boss_core
091018.72+031959.3 n dr7_core
091025.88+014058.0 y dr7_core
091030.37+032119.6 y boss_core
091035.05+015106.8 y dr7_core
091038.06-000816.2 y boss_core
091043.69+015131.3 n boss_core
091044.69+003128.5 n boss_core
091054.69+041248.4 n boss_core
091058.10+034135.9 y boss_core
091101.96+005054.9 y boss_core
091102.87+025347.5 y boss_core
091118.72+005549.2 y boss_core
091125.53+034224.0 y boss_core
091126.23+025320.8 y dr7_core
091133.70+015408.5 y dr7_core
091156.21-005140.3 y boss_core
091159.93+051442.4 n non_uniform
091204.61+003718.9 n non_uniform
091215.13-013437.3 n boss_core
091226.60-013650.9 y boss_core
091227.47-004051.6 y boss_core
091232.94+001653.1 n non_uniform
091243.13+012013.4 n non_uniform
091243.68+022714.8 n boss_core
091244.28-022435.8 y boss_core
091246.12+011054.7 y boss_core
091249.40-020534.6 n boss_core
091251.56-005157.6 y boss_core
091253.21-013810.2 n boss_core
091254.52-003630.1 n non_uniform
091255.97-004009.7 y boss_core
091256.84-020131.5 y boss_core
091257.71+005614.4 y boss_core
091305.38+032755.8 y dr7_core
091316.18+021935.3 y boss_core
091318.46+042108.4 n boss_core
091321.84+021132.2 n non_uniform
091325.17-001008.8 n boss_core
091327.13+011148.9 y dr7_core
091333.01+012405.9 n non_uniform
091337.37+044415.7 n dr7_core
091339.84+043410.6 n boss_core
091350.78+001522.5 n non_uniform
091355.15+002443.4 y dr7_core
091357.26+052230.7 n non_uniform
091400.32-003233.7 n non_uniform
091401.27-012544.0 y boss_core
091405.80-000009.2 y boss_core
091409.45+034952.8 y dr7_core
091410.60+003619.1 n boss_core
091421.99+025136.3 n boss_core
091437.91+024559.2 y dr7_core
091438.04+001635.9 n non_uniform
091446.92-020755.9 y boss_core
091448.41+045912.4 y boss_core
091451.65+024936.7 y boss_core
091458.31-011712.9 y boss_core
091459.71+040519.1 n boss_core
091512.23+013412.1 y boss_core
091512.79+001824.7 y dr7_core
091534.53+045903.9 y boss_core
091542.23+030515.4 n boss_core
091548.70+051350.1 y boss_core
091549.09+030152.9 y boss_core
091551.12+032813.3 y boss_core
091556.74+035805.9 n non_uniform
091606.34-012008.0 n boss_core
091607.05+032513.7 n non_uniform
091612.58+005126.1 n non_uniform
091626.76-004451.3 n non_uniform
091626.80+032805.3 y dr7_core
091627.38+052833.8 n boss_core
091632.75+035628.9 y boss_core
091637.08+050150.3 y boss_core
091650.57+020954.5 y boss_core
091650.81+020854.5 n non_uniform
091655.11+044047.9 y boss_core
091655.82+021201.0 y boss_core
091700.77+040711.4 n non_uniform
091702.62-004652.6 y boss_core
091706.92+041723.8 n dr7_core
091718.70+000350.9 n non_uniform
091725.13+022230.0 n dr7_core
091731.01-010802.3 n boss_core
091738.33+052058.8 n boss_core
091746.51+042422.9 n non_uniform
091755.37+003102.9 n dr7_core
091810.97+022958.6 n non_uniform
091811.15+032423.3 y boss_core
091818.90-010731.6 n boss_core
091827.10+022529.3 y boss_core
091836.79+001813.2 n dr7_core
091837.22+032934.3 n boss_core
091842.04+032416.8 n dr7_core
091854.90+023446.0 n non_uniform
091859.77+014114.2 y boss_core
091900.72+022244.6 n dr7_core
091905.52+014842.1 n boss_core
091920.53+025846.0 n boss_core
091923.42-013959.8 y boss_core
091924.30+022854.3 y boss_core
091926.01+022958.2 n non_uniform
091929.44+030740.1 y boss_core
091943.69+010828.4 n non_uniform
091953.58-010126.1 n boss_core
092008.22+032245.4 n dr7_core
092011.00-000725.2 y boss_core
092019.75+052324.4 n non_uniform
092021.68+030733.7 y dr7_core
092042.09+002021.8 n dr7_core
092047.03-013611.6 n boss_core
092051.42+033740.1 n non_uniform
092100.84+050811.9 y boss_core
092112.87+005151.7 n boss_core
092114.25+010036.4 y boss_core
092135.31+011715.1 n non_uniform
092140.80+041245.2 y dr7_core
092153.35+002244.0 y dr7_core
092153.63+033652.6 y dr7_core
092158.92+034235.7 n dr7_core
092206.47+011241.6 n non_uniform
092215.14+040843.2 n non_uniform
092222.53+040858.7 n non_uniform
092222.80+043733.3 n non_uniform
092234.71+003853.3 n non_uniform
092234.75+045804.2 n non_uniform
092237.55-003316.7 y boss_core
092238.28-010930.0 n boss_core
092240.77+010025.0 n non_uniform
092247.18+000554.1 n boss_core
092252.34+033940.0 n non_uniform
092256.42+042733.3 y dr7_core
092259.35+010011.0 y boss_core
092301.35+021128.9 y dr7_core
092302.85-004413.3 n boss_core
092304.17-011841.2 y boss_core
092306.12+034143.6 y dr7_core
092313.53+043444.9 n non_uniform
092315.88+040635.8 n dr7_core
092316.95+020252.9 y boss_core
092317.14+011352.5 y dr7_core
092319.70+020528.3 n non_uniform
092322.60+043239.0 n non_uniform
092322.64+020135.6 n non_uniform
092324.49+034901.7 n dr7_core
092327.20+020922.3 n boss_core
092330.94-000243.1 n non_uniform
092339.77-013745.7 y boss_core
092341.03+044627.5 n non_uniform
092347.47-001951.1 y dr7_core
092355.57+010539.6 y boss_core
092404.45-011158.9 y boss_core
092406.17+011333.5 y boss_core
092418.80+032058.7 n boss_core
092428.30-004807.6 n non_uniform
092435.19+012845.9 y boss_core
092436.90-002355.1 y boss_core
092440.42-000134.7 y dr7_core
092450.70+030841.1 y boss_core
092451.39-000537.5 n non_uniform
092503.74-020548.8 y boss_core
092504.00-013916.6 n non_uniform
092517.48+031844.6 y dr7_core
092518.10+044529.8 n boss_core
092521.81-005825.7 n boss_core
092545.94-014422.3 n boss_core
092546.45+001147.8 n boss_core
092549.74+020201.0 y dr7_core
092554.15+043159.7 y dr7_core
092604.90+012558.7 n boss_core
092622.26+004700.3 n boss_core
092623.42-021611.2 y boss_core
092624.99-013942.5 y boss_core
092652.54+001038.2 n non_uniform
092704.47+011353.3 n boss_core
092708.74+024639.2 y dr7_core
092715.93+020330.6 y dr7_core
092716.40+021123.2 n boss_core
092722.36+024407.9 y dr7_core
092725.12+024349.3 n dr7_core
092727.42-020833.0 y boss_core
092730.75-011322.7 y boss_core
092733.59-005114.7 n non_uniform
092738.09+014431.1 n non_uniform
092739.14+005048.9 y boss_core
092745.11+035825.8 n non_uniform
092756.05+014643.5 n non_uniform
092809.76+010635.6 y boss_core
092814.38-013048.4 n boss_core
092814.61+005630.9 n non_uniform
092821.48-020325.6 y boss_core
092825.09+004951.9 n boss_core
092836.26+001437.6 n non_uniform
092856.26+013245.9 y dr7_core
092858.18+014531.9 n dr7_core
092901.66-021826.3 y boss_core
092907.27+000439.2 n dr7_core
092928.84-020407.0 n boss_core
092937.03-014526.1 y boss_core
092937.67+010833.4 y boss_core
092951.68+012251.8 y boss_core
092953.43-013831.5 y boss_core
092957.88+001508.6 y boss_core
093004.98-005856.3 y boss_core
093013.48+012132.1 n dr7_core
093014.62-020656.8 y boss_core
093022.21+010400.2 y boss_core
093025.21-020620.0 y boss_core
093047.77-014131.4 n boss_core
093051.48+012645.5 n non_uniform
093059.05+012411.2 n boss_core
093117.22+012033.3 y boss_core
093125.45+000246.5 n non_uniform
093156.05-013336.3 y boss_core
093205.93-013056.5 y boss_core
093226.55-005512.2 n non_uniform
093237.19+012822.5 y boss_core
093307.09+003126.9 y boss_core
093310.54-014645.3 y boss_core
093315.06+014855.4 n non_uniform
093316.45+002406.4 y dr7_core
093321.16+010607.8 y boss_core
093347.69-014218.8 y boss_core
093410.86-000243.2 n boss_core
093416.04+002830.7 y boss_core
093416.84+002044.9 n boss_core
093428.05+012000.8 y boss_core
09344.49-000059.6 n boss_core
093448.36+014308.0 n dr7_core
093453.61+002907.6 n non_uniform
093459.01-021909.8 y boss_core
093513.32+003254.7 n non_uniform
093520.98+003456.7 n boss_core
093525.68-012457.8 n boss_core
093538.63-002710.5 y boss_core
093543.68+014222.1 n non_uniform
093545.14+003952.4 n boss_core
093549.16-004414.9 n dr7_core
093550.91+003953.9 n boss_core
093559.39+015710.4 n non_uniform
093603.51+002946.2 n non_uniform
093607.98-000852.7 n non_uniform
093612.19+005442.0 n boss_core
093616.82-000847.2 n non_uniform
093625.13+004013.2 y boss_core
093629.50-005535.9 y boss_core
093630.05+002623.5 y boss_core
093632.58+001101.1 n boss_core
093636.12-000208.3 n boss_core
093652.74+014328.0 y dr7_core
093659.69-004946.4 n non_uniform
093703.46-005002.2 n non_uniform
093706.34-002803.3 n boss_core
093706.45-003909.1 y boss_core
093706.72-012016.2 n boss_core
093708.51+012543.9 y dr7_core
093712.27-010025.8 y boss_core
093742.86-004103.3 n dr7_core
093751.80-003007.9 n non_uniform
093803.37+015632.2 n non_uniform
093815.01+013929.2 y boss_core
093831.64-005654.0 y boss_core
093834.40-010516.8 n boss_core
093841.81+000835.3 n non_uniform
093844.08+015628.0 n non_uniform
093909.42+014433.5 n non_uniform
093925.92+011707.1 n non_uniform
093935.08-000801.1 n non_uniform
093940.26+001822.9 n non_uniform
093946.59-004757.4 y boss_core
093948.11+003446.2 n dr7_core
093954.80+010215.3 y boss_core
094009.11+012533.4 n non_uniform
094020.99+003504.2 n non_uniform
094029.90-001345.3 n non_uniform
094042.50-021322.5 n boss_core
094043.84-011923.0 y boss_core
094058.81+005322.3 y boss_core
094104.02-003211.4 y boss_core
094121.33+011147.8 y dr7_core
094132.90+000731.1 n non_uniform
094145.26-003517.4 n non_uniform
094151.64-010352.0 y dr7_core
094156.26-014945.8 y boss_core
094241.68+005652.2 n non_uniform
094249.25-011301.4 y boss_core
094251.60+005447.1 n boss_core
094253.84+013421.1 n boss_core
094305.32-014504.2 y boss_core
094340.81-004700.7 y dr7_core
094342.07+000255.7 n non_uniform
094410.21+002147.3 y boss_core
094447.09-011647.5 n boss_core
094447.34+020200.5 n non_uniform
094510.04-001534.1 n non_uniform
094523.47+004439.6 n boss_core
094554.40-002026.2 y boss_core
094605.39-003834.2 n boss_core
094610.14+013924.5 n non_uniform
094620.53+001732.2 y boss_core
094640.41+010528.7 n boss_core
094645.73-014049.4 y boss_core
094654.39+010557.7 n boss_core
094715.35+000708.1 y boss_core
094724.28+002624.5 n non_uniform
094730.43+004744.2 y boss_core
094756.21-012154.5 y boss_core
094756.74+014208.7 y boss_core
094806.09+004118.9 n non_uniform
094810.74-014917.2 y boss_core
094815.96-015038.1 y boss_core
094822.59-012601.5 y boss_core
094827.79-021318.1 y boss_core
094857.31+002225.5 n dr7_core
094915.33-005921.3 y dr7_core
094921.60+010332.5 y boss_core
094937.49-003559.7 y boss_core
094943.34+000536.2 y dr7_core
094944.41+011948.4 n non_uniform
094948.83-011810.2 n non_uniform
095008.03+011410.7 y dr7_core
095012.41+021202.4 y boss_core
095018.66+005049.8 n non_uniform
095021.25+001707.3 n non_uniform
095034.50+000521.7 n boss_core
095049.15+004034.9 n boss_core
095052.84+005731.9 n non_uniform
095102.90-002009.2 n boss_core
095105.22+000049.2 y dr7_core
095105.40+004901.1 n non_uniform
095118.61+011843.6 n non_uniform
095136.15+002644.1 y boss_core
095137.00-004752.9 y boss_core
095139.39-004828.7 y boss_core
095139.64-004948.5 y boss_core
095147.86+020235.5 y dr7_core
095211.37-000123.8 y boss_core
095220.93+021626.7 y dr7_core
095225.42+021001.2 n non_uniform
095241.79+020210.6 y dr7_core
095246.17+023254.6 n non_uniform
095249.41-012854.7 y boss_core
095251.52+013848.4 n non_uniform
095255.18-004626.1 n boss_core
095257.44-001442.7 y boss_core
095311.61+033821.4 y dr7_core
095331.19+020531.9 n non_uniform
095341.86-011210.2 y boss_core
095342.20+013847.0 y boss_core
095409.58-012229.6 y boss_core
095416.74+000809.2 n dr7_core
095421.76-000151.9 y dr7_core
095426.96+030204.9 n non_uniform
095433.22+003714.8 n non_uniform
095437.15+031150.8 n non_uniform
095440.75-001819.8 n boss_core
095450.63-010941.9 y dr7_core
095458.24+015617.0 y boss_core
095516.55-015156.3 y boss_core
095530.55+021652.9 n non_uniform
095543.45+010537.7 n non_uniform
095601.64+005805.1 n non_uniform
095605.57+025251.8 n dr7_core
095608.26+002812.8 y dr7_core
095620.13-005938.6 n non_uniform
095621.65+024859.8 n non_uniform
095625.93-000353.0 y dr7_core
095639.80-012849.6 y boss_core
095640.24+032729.0 n boss_core
095643.36+023617.6 y boss_core
095645.58+033826.7 y boss_core
095708.92+032909.1 n non_uniform
095724.37+023518.8 n non_uniform
095739.02-010744.6 y boss_core
095756.64+020719.3 y boss_core
095758.44-002354.0 n dr7_core
095805.84+015158.9 n boss_core
095819.87+022903.5 n non_uniform
095823.73+011235.7 n non_uniform
095838.85+022348.8 y boss_core
095902.76+021906.3 y dr7_core
095907.65+020820.6 y boss_core
095909.54+021916.4 y boss_core
095912.49-002141.4 y boss_core
095913.70-012003.3 y boss_core
095915.20+031617.4 n non_uniform
095915.29+034033.6 y boss_core
095930.63-011530.1 n dr7_core
095933.48-002328.1 y boss_core
095947.35+030434.6 y boss_core
100001.44+024844.6 y dr7_core
100012.91+023522.8 n non_uniform
100017.67+000523.6 n dr7_core
100023.14+041947.6 y dr7_core
100025.24+015852.0 y dr7_core
100028.63+025112.6 y boss_core
100031.74+005012.2 y boss_core
100033.75+040844.2 y dr7_core
100043.13+020637.2 n non_uniform
100056.53+011319.0 y dr7_core
100058.40+000531.2 n non_uniform
100106.38+030309.8 n non_uniform
100109.50+002237.8 n non_uniform
100113.95-011431.6 y boss_core
100125.47+005205.5 y dr7_core
100139.90+034910.1 y boss_core
100140.12-000123.4 n non_uniform
100202.77+022434.6 n non_uniform
100205.03+011757.7 y boss_core
100214.07+010934.8 n boss_core
100226.98+033039.7 n non_uniform
100229.01+010858.4 n non_uniform
100232.13+023537.3 y dr7_core
100235.00+034739.5 n non_uniform
100237.91+024700.7 n boss_core
100241.12+030938.7 y boss_core
100244.78+025651.5 y boss_core
100245.95+005154.8 n boss_core
100246.24+035306.9 n non_uniform
100300.65+034725.8 n non_uniform
100316.31+012431.8 n boss_core
100324.56+021831.3 n dr7_core
100333.04+023904.4 n non_uniform
100333.99+024126.3 n non_uniform
100337.44+004233.6 n non_uniform
100340.75-020044.8 n boss_core
100341.53+002756.0 n non_uniform
100341.53-011420.7 n boss_core
100355.49+025348.6 n boss_core
100400.42+024122.7 n non_uniform
100404.99-003253.4 y dr7_core
100408.04+031945.3 n boss_core
100408.52-002756.0 n non_uniform
100411.24+004318.7 n non_uniform
100423.49+030658.8 n dr7_core
100429.00+025209.2 n dr7_core
100502.46+031259.7 n non_uniform
100514.76+005341.0 y dr7_core
100529.98-004152.6 n non_uniform
100536.51+011103.7 n boss_core
100546.86+030116.3 n non_uniform
100629.82+004047.6 y dr7_core
100631.20+020904.2 n non_uniform
100631.49+030036.4 y boss_core
100642.05+001549.6 y dr7_core
100704.22+025629.7 y boss_core
100716.71-002654.7 y boss_core
100727.17+030145.5 y boss_core
100736.86+001515.7 y boss_core
100744.95+024625.0 n non_uniform
100756.79+014455.9 n non_uniform
100802.15+012831.0 n dr7_core
100813.39+011159.7 n dr7_core
100823.63+023659.8 n non_uniform
100824.36+004655.7 n boss_core
100838.70+020342.6 n non_uniform
100849.50+005405.0 n non_uniform
100855.13+025911.7 y dr7_core
100858.76-011757.0 y boss_core
100904.41+013457.6 n non_uniform
100913.48-012021.7 y boss_core
100915.79+012716.3 n non_uniform
100921.12+015940.6 y dr7_core
100929.40+020923.1 y dr7_core
101000.05+001822.7 y dr7_core
101003.14-001332.1 y dr7_core
101007.32-003237.3 y boss_core
101031.10+001709.7 n boss_core
101056.94+012203.6 y boss_core
101133.16+011451.1 n non_uniform
101234.73+002543.2 y boss_core
101235.69-010823.2 y boss_core
101247.91+005938.5 n non_uniform
101317.22-011056.2 y dr7_core
101317.58+000800.3 n non_uniform
101323.33+001020.5 y boss_core
101326.05-000136.4 y boss_core
101334.19-010746.0 y boss_core
101353.19+001513.7 y boss_core
101357.47+001234.1 n boss_core
101419.40-002834.2 y dr7_core
101422.78+003112.3 n boss_core
101609.45+004233.7 y boss_core
101624.49-010040.0 y boss_core
101658.66-000708.4 y dr7_core
101707.05-015138.5 n boss_core
101726.31-000951.1 y boss_core
101730.37+010224.0 y boss_core
101745.33+001435.4 n boss_core
101804.46+002059.9 y dr7_core
101808.44+002914.8 y boss_core
101827.13-000008.5 n non_uniform
101925.47-000147.6 n dr7_core
113151.43-004632.3 n boss_core
113219.32+003739.0 n boss_core
113237.74-015144.2 n non_uniform
113307.68+005711.0 y boss_core
113318.21+005746.8 y boss_core
113318.90-004112.0 y dr7_core
113404.43-013956.9 y boss_core
113416.80-001902.3 y dr7_core
113422.34+004100.8 n non_uniform
113453.09-014216.5 n boss_core
113453.52+013947.2 n dr7_core
113522.86-012948.4 y boss_core
113525.53-004209.3 n non_uniform
113536.80-012243.8 y boss_core
113602.63-020338.6 y boss_core
113615.08-002314.2 n dr7_core
113622.88+012644.1 y dr7_core
113626.40-005339.3 n boss_core
113641.14-022830.7 n boss_core
113701.29+003916.4 n boss_core
113712.85-003922.0 n non_uniform
113802.72-015642.2 n boss_core
113825.03-011559.8 y boss_core
113900.88-014605.4 n non_uniform
113907.37+001752.2 n boss_core
113908.80-014315.8 n boss_core
113914.30-004249.6 y boss_core
113918.98+012456.9 n non_uniform
113921.53-000927.4 y boss_core
113921.61-012300.9 n non_uniform
113925.93-021649.8 y boss_core
113928.48-001418.1 y boss_core
114004.35-010527.5 y dr7_core
114005.52+001642.4 y boss_core
114007.50-010736.8 y boss_core
114014.63-001032.7 n boss_core
114019.59-012934.9 n dr7_core
114023.04-001043.6 y dr7_core
114028.22-004627.7 y boss_core
114043.12+002407.5 n non_uniform
114054.58-013603.5 y boss_core
114059.35+000727.3 y boss_core
114116.97+011125.6 y boss_core
114137.13-002729.8 n dr7_core
114147.07+000955.6 y boss_core
114208.88-020918.7 y boss_core
114222.52+012443.8 n non_uniform
114229.85-002740.3 n boss_core
114313.45+002937.7 y dr7_core
114321.76-002941.4 n non_uniform
114336.49-002852.1 y boss_core
114347.11-005448.7 y dr7_core
114359.37-010113.0 n boss_core
114420.57-005104.2 y boss_core
114443.90-004252.4 n boss_core
114455.78-002142.7 y dr7_core
114510.39+011056.2 n non_uniform
114516.55-001625.2 y boss_core
114519.48-013718.3 n boss_core
114528.57-004739.0 y dr7_core
114532.50-004148.0 n boss_core
114537.03-011115.6 y boss_core
114538.18-010010.5 y dr7_core
114631.78-021325.4 y boss_core
114647.72+001350.7 n dr7_core
114649.65+010220.2 y boss_core
114651.21+010010.2 y boss_core
114718.05-013206.9 y dr7_core
114731.72-010230.3 n non_uniform
114737.07-021710.4 y boss_core
114744.11-014601.5 n dr7_core
114747.85-002116.7 y boss_core
114749.92+003759.4 y boss_core
114751.16+011607.7 n dr7_core
114751.19+003109.7 y boss_core
114758.38-001551.8 y dr7_core
114818.72-021326.8 n dr7_core
114829.15+002501.8 y boss_core
114840.41-010018.3 y boss_core
114911.34-000315.1 n boss_core
114913.19-004658.0 y boss_core
114916.75-004231.7 y dr7_core
114931.54+004242.2 n dr7_core
114937.21+015542.0 y dr7_core
114940.65+010527.8 n boss_core
114953.64+010953.0 y boss_core
114954.10-014621.1 n boss_core
115024.80+015620.2 n dr7_core
115034.79+005728.7 n boss_core
115101.00-010912.3 y boss_core
115103.02+010538.5 n boss_core
115106.17-005322.9 n boss_core
115122.71+010215.4 n non_uniform
115131.93+012252.9 y dr7_core
115146.19+000206.8 y boss_core
115148.00-005856.9 n boss_core
115155.74+011221.2 y boss_core
115156.31+011905.5 y dr7_core
115211.18+000644.6 n non_uniform
115216.12-005352.1 y dr7_core
115217.32-004750.1 n boss_core
115239.07-011738.3 n boss_core
115240.52-003004.3 y dr7_core
115253.68+000131.9 y dr7_core
115302.49-004453.4 y boss_core
115302.69+011027.8 y boss_core
115306.94-004512.7 y dr7_core
115312.76+000924.2 y boss_core
115333.98+010904.9 y boss_core
115342.99-001159.7 y dr7_core
115353.97-005530.9 y boss_core
115403.28-005253.4 n dr7_core
115412.76+010133.4 y dr7_core
115449.42+013443.5 y dr7_core
115458.17+013917.6 y dr7_core
115501.81-014801.9 n non_uniform
115533.42-003050.9 y boss_core
115538.59-013559.1 y boss_core
115630.87+000533.4 y boss_core
115653.71-003711.6 n boss_core
115708.45-012026.7 n boss_core
115723.32+001708.9 y boss_core
115739.91-021359.8 y boss_core
115740.17-022654.2 y boss_core
115755.46+010359.3 n boss_core
115755.47+001704.0 n dr7_core
115808.46-005552.6 y dr7_core
115814.79-003403.9 n non_uniform
115817.24-003430.7 y boss_core
115829.38+000818.1 n dr7_core
115832.81+005139.1 n dr7_core
115852.21-004556.4 n boss_core
115852.86-004301.9 n non_uniform
115856.39-021316.0 y boss_core
115927.00-021636.9 n non_uniform
115929.24+010554.1 n boss_core
115941.07-000320.0 n dr7_core
115944.61-014210.5 y boss_core
115946.48+003721.2 n non_uniform
120039.06-002046.8 y boss_core
120053.03+012605.9 y dr7_core
120103.09-005221.1 y boss_core
120137.88-013321.4 y boss_core
120312.13+015321.3 y dr7_core
120326.93+004849.1 n boss_core
120351.18+001610.5 n non_uniform
120351.53+015159.9 y boss_core
120406.80-000125.2 y boss_core
120409.09+004136.4 y boss_core
120419.01-005441.0 y boss_core
120433.00-014228.3 y dr7_core
120443.53+020100.6 n boss_core
120502.67+002448.4 y boss_core
120505.25+005202.9 n non_uniform
120548.49+005343.8 y dr7_core
120553.75+013201.0 y dr7_core
120554.25-004428.2 n boss_core
120554.64+003858.0 n boss_core
120558.20+002252.9 n dr7_core
120601.16+013407.4 y dr7_core
120601.73+004212.7 y boss_core
120619.12-010027.3 y dr7_core
120620.51-003852.1 n dr7_core
120624.61+001205.8 y dr7_core
120628.09-001038.2 n boss_core
120644.82-012737.1 y dr7_core
120700.96+011539.4 y dr7_core
120708.56-013614.0 n dr7_core
120710.25+000806.1 n non_uniform
120713.70-005343.4 y boss_core
120725.77-023024.5 n dr7_core
120727.25+020829.3 n non_uniform
120729.36-003214.3 y boss_core
120732.72-013819.3 y dr7_core
120806.89-013509.7 n dr7_core
120846.37+020018.8 n boss_core
120853.03+004938.6 y boss_core
120928.11+003511.6 n non_uniform
121000.57-012818.8 y boss_core
121033.31-011755.6 y dr7_core
121052.86-012507.8 y boss_core
121142.58+010337.1 y dr7_core
121150.40-004623.0 y boss_core
121207.82-020608.0 n non_uniform
121221.00+002448.0 y dr7_core
121224.34-015246.3 y dr7_core
121248.43+002217.7 n boss_core
121303.40-014450.9 y dr7_core
121309.52-002738.3 y boss_core
121359.29-002000.4 y boss_core
121405.12+010205.1 n non_uniform
121415.15+005511.5 y dr7_core
121421.09-003106.6 y boss_core
121446.77+005606.1 n boss_core
121449.19-011200.7 y boss_core
121449.89-011245.0 n dr7_core
121449.98-004835.6 n non_uniform
121455.40-014830.8 n dr7_core
121511.51+001304.5 n boss_core
121540.49-003433.7 n non_uniform
121601.74-010226.5 n non_uniform
121603.89+005138.5 y boss_core
121606.14+003746.8 n boss_core
121608.49+004149.5 y boss_core
121625.03+002454.9 n non_uniform
121629.04+003129.6 y boss_core
121649.85+015248.6 n non_uniform
121653.61-011927.2 y dr7_core
121722.38+013839.5 y boss_core
121724.15+001226.0 n dr7_core
121736.00+002430.7 y boss_core
121758.16+010614.8 y boss_core
121758.97-020342.7 y dr7_core
121803.69-002352.9 y dr7_core
121804.82+004534.5 n boss_core
121821.26-015857.2 n boss_core
121833.43-000318.6 n boss_core
121836.99+000721.6 n dr7_core
121859.72-010144.0 n dr7_core
121902.79+005648.5 n boss_core
121905.20-005910.1 y boss_core
121932.11+005602.8 n non_uniform
121936.02-013430.4 y boss_core
121939.26+005459.6 n boss_core
121939.58-011253.9 y boss_core
122002.31+013006.8 y dr7_core
