# id in_final_catalog selection_bit
225115.35+014834.7 n boss_core
225138.97+031354.2 y boss_core
225140.23+002159.0 y boss_core
225140.86+023620.8 y boss_core
225147.82+001640.5 n non_uniform
225151.34+001935.5 n boss_core
225208.34-011125.1 n non_uniform
225221.50+003854.6 y boss_core
225221.87+045207.1 y boss_core
225227.29+051259.5 n boss_core
225240.37+010958.7 n non_uniform
225243.74+061850.8 y boss_core
225246.97-010011.9 n non_uniform
225252.44-000532.5 n non_uniform
225300.23+030455.3 y boss_core
225302.40-004238.5 y boss_core
225302.75-002217.4 n non_uniform
225305.70+044603.1 n boss_core
225307.45+032709.5 y boss_core
225308.65+050501.3 y boss_core
225309.43+005111.9 n dr7_core
225315.85+035720.5 y boss_core
225323.36+054928.5 n boss_core
225326.55+003025.3 n non_uniform
225330.94+060137.8 y boss_core
225333.73+020334.9 n boss_core
225333.76+001403.3 y boss_core
225340.71+024429.6 y boss_core
225345.58+000625.3 y boss_core
225420.85-010822.6 y boss_core
225420.93+001347.3 n boss_core
225441.01+045117.2 y boss_core
225456.41+004831.5 y boss_core
225457.38-003708.4 y boss_core
225505.76+055528.8 y boss_core
225511.02+013141.0 y boss_core
225530.31+003644.1 n non_uniform
225541.52-001524.1 y boss_core
225552.57+004933.5 n boss_core
225600.04-011115.0 n boss_core
225612.17-010508.0 y boss_core
225614.25+004708.2 n non_uniform
225628.73+054000.2 y boss_core
225644.43-005028.9 n non_uniform
225645.29+004658.9 n boss_core
225647.17+000606.4 n non_uniform
225651.62-004647.1 n boss_core
225703.05-012134.5 y boss_core
225724.05-003713.2 y boss_core
225739.36-001123.1 n non_uniform
225743.58+011115.0 n dr7_core
225743.69+021043.3 n boss_core
225753.25+011600.1 n dr7_core
225757.22-002608.3 y dr7_core
225804.69+002953.2 y boss_core
225820.99+001605.3 n non_uniform
225830.62-000714.4 n non_uniform
225902.90+003244.0 n non_uniform
230000.62+000734.1 n non_uniform
230007.27+001739.1 y dr7_core
230037.97+004917.0 y boss_core
230046.21+002601.1 n boss_core
230050.42+004714.5 n boss_core
230113.69-005158.2 y boss_core
230122.07-003802.7 y boss_core
230123.39+012849.7 y boss_core
230127.30+003607.8 y boss_core
230137.69+023250.6 y boss_core
230148.64-011010.6 n dr7_core
230153.80+005301.4 n non_uniform
230155.44-003517.6 n dr7_core
230155.84+013320.8 y boss_core
230202.77+023142.4 y boss_core
230210.17-005732.4 n boss_core
230211.19+010116.2 y boss_core
230238.65+005318.5 n non_uniform
230248.65+003442.0 y boss_core
230253.56-005107.2 y boss_core
230258.42+004524.2 y boss_core
230308.41+010103.5 y boss_core
230309.71+003211.5 n boss_core
230313.95-013619.7 n boss_core
230330.59+025603.3 y boss_core
230331.74-002906.5 y boss_core
230333.72+001433.4 n non_uniform
230337.80-001730.6 n non_uniform
230343.70+005032.4 y boss_core
230344.27+022745.5 n boss_core
230348.98+010855.7 y boss_core
230350.31-005336.6 n non_uniform
230407.85+015621.0 n non_uniform
230409.46-004608.5 n non_uniform
230410.76-000003.8 y boss_core
230415.81-003010.5 y boss_core
230416.10+001846.5 n non_uniform
230421.93+023629.3 y boss_core
230427.16-005056.2 y boss_core
230427.86-000803.2 n non_uniform
230444.85-004218.2 n non_uniform
230459.27-002238.5 n non_uniform
230500.30-000658.6 n non_uniform
230503.78-005108.0 n boss_core
230505.67-001619.3 y boss_core
230517.95-001731.2 n non_uniform
230523.75-002226.2 n non_uniform
230524.70+003624.8 n non_uniform
230532.32-003139.7 n non_uniform
230550.35-004938.1 n non_uniform
230559.21-001255.8 y boss_core
230602.89-004235.8 y boss_core
230612.31-010308.3 y boss_core
230614.18-010024.4 y dr7_core
230616.09+002640.5 y boss_core
230626.80-000619.7 y boss_core
230627.50-005321.5 n non_uniform
230632.05+004611.7 n non_uniform
230640.69+005036.3 n non_uniform
230645.14+015617.4 n boss_core
230648.66+004106.4 n non_uniform
230650.43-002758.6 y boss_core
230653.98-001605.6 y dr7_core
230657.91-000325.2 n non_uniform
230706.89+023241.3 y boss_core
230712.99+001821.7 n boss_core
230739.44+005247.6 n non_uniform
230740.71-004948.6 n non_uniform
230750.03-003002.9 n non_uniform
230751.89-003016.3 n non_uniform
230759.34+002410.5 n non_uniform
230810.17-004410.7 y boss_core
230817.30-002128.8 n non_uniform
230821.57+010325.0 y boss_core
230839.77+023424.7 n boss_core
230848.57+005651.4 y boss_core
230850.83-000424.3 y boss_core
230918.37-004712.9 n non_uniform
230938.63+011133.9 y boss_core
230938.77+004030.4 y boss_core
230946.36-005911.2 y boss_core
230958.87+015758.0 y boss_core
231010.35-000600.5 y boss_core
231020.01+020958.2 y boss_core
231027.86-003147.2 n non_uniform
231029.21+002425.3 y boss_core
231036.08+005310.6 y boss_core
231047.98-003319.3 n non_uniform
231054.32-002341.8 y boss_core
231103.82+000722.0 n non_uniform
231103.83-001109.7 n non_uniform
231104.21-011209.2 y boss_core
231121.10+005133.8 n non_uniform
231122.80-005737.3 n non_uniform
231122.82-010641.3 y boss_core
231123.10+004234.8 y boss_core
231131.23-002842.6 y dr7_core
231140.57-003046.7 n boss_core
231145.34-011637.4 n dr7_core
231157.20-002516.9 y boss_core
231158.15-001735.6 y boss_core
231200.51-003617.3 n non_uniform
231201.62+025930.0 y boss_core
231219.95-000728.4 n non_uniform
231236.37-004203.8 y boss_core
231245.21+010518.7 n non_uniform
231250.88+001719.0 n dr7_core
231301.23+020228.7 y boss_core
231302.61+020634.0 y boss_core
231314.29-005059.8 n non_uniform
231326.90+024810.8 y boss_core
231328.37+011110.5 y boss_core
231350.55+005118.0 y dr7_core
231403.49+022936.8 n boss_core
231411.42-010313.7 y boss_core
231412.28+014702.5 y boss_core
231435.45+010138.8 n non_uniform
231438.33-011824.9 y boss_core
231444.74-011554.5 n non_uniform
231446.45+005346.2 y boss_core
231446.49-000717.5 n non_uniform
231453.63+004151.5 n non_uniform
231503.28-002710.9 n non_uniform
231508.38-010309.3 y boss_core
231508.82-011035.2 y boss_core
231509.48+023402.9 n boss_core
231518.64+003616.8 n non_uniform
231521.09-000546.4 n non_uniform
231535.04+000127.7 n non_uniform
231536.13+001358.4 y boss_core
231537.69+015002.5 y boss_core
231539.73+013536.0 n boss_core
231540.29-005528.0 n non_uniform
231543.33-004421.6 n non_uniform
231612.73-002250.7 n boss_core
231621.98+002333.4 n dr7_core
231625.39-002225.4 y dr7_core
231627.79+005956.2 n non_uniform
231632.47+000804.8 y boss_core
231639.03+015826.4 y boss_core
231645.08-001129.4 n non_uniform
231647.41+003932.4 n non_uniform
231703.81-012618.3 n boss_core
231707.52+002854.8 n non_uniform
231718.42+010246.7 n boss_core
231732.95+001853.0 y boss_core
231742.60+000535.1 y dr7_core
231742.68+011425.2 n non_uniform
231747.77+000615.8 n non_uniform
231756.93+002424.2 n boss_core
231844.45-001443.0 n non_uniform
231845.82-000754.9 n non_uniform
231856.35+002228.4 y boss_core
231912.99+024646.2 y boss_core
231918.59-000557.5 y boss_core
231928.04+004640.5 y boss_core
231937.63-010836.0 y dr7_core
232000.30+014411.5 y boss_core
232003.42+004914.5 n boss_core
232007.52+002944.3 n dr7_core
232027.24-011023.7 n non_uniform
232034.43+015845.5 y boss_core
232045.68+011359.2 y boss_core
232055.14+002139.8 n non_uniform
232106.57-003827.3 y boss_core
232109.75+012856.9 y boss_core
232114.13+002510.5 n non_uniform
232122.39+010232.9 n boss_core
232123.28-000126.9 y boss_core
232134.13-001555.1 y boss_core
232153.71-005757.1 n non_uniform
232205.22-012439.3 y boss_core
232207.59+023436.3 y boss_core
232208.35+011127.9 y boss_core
232219.02+011149.3 y boss_core
232221.81+010733.4 n non_uniform
232224.16+002232.7 n non_uniform
232231.61-001522.9 y dr7_core
232233.83+005030.8 y boss_core
232251.93+024012.4 y boss_core
232254.33-001822.1 n non_uniform
232255.29-005549.1 n non_uniform
232300.69+003555.9 n non_uniform
232307.25+011121.0 y dr7_core
232307.71-000320.0 n non_uniform
232328.38-011519.5 n non_uniform
232329.16+004548.3 n non_uniform
232329.45-012602.1 y boss_core
232333.41+025218.7 y boss_core
232335.74-003057.7 n non_uniform
232341.53+002723.9 n non_uniform
232351.60+004034.4 n non_uniform
232355.04-001507.4 y dr7_core
232408.13+003434.9 y boss_core
232420.19+002432.8 y boss_core
232424.17+001011.8 n non_uniform
232428.36-005244.3 n non_uniform
232434.45-011345.1 n non_uniform
232438.51-000552.5 n non_uniform
232445.71+012746.2 y boss_core
232449.43+022742.6 y boss_core
232457.16+012649.7 y boss_core
232458.65-000303.0 n non_uniform
232516.72+005156.2 y boss_core
232521.83-002339.1 y boss_core
232525.32+000352.1 y dr7_core
232525.52+001136.8 y dr7_core
232528.89+021316.1 y boss_core
232529.43-004735.0 n non_uniform
232545.18-004309.1 n non_uniform
232546.49+001749.6 n non_uniform
232547.50-001648.1 n boss_core
232554.10-004005.0 y boss_core
232617.96+012141.0 y boss_core
232623.74-010731.1 n non_uniform
232640.01-003041.4 y dr7_core
232649.71+004425.0 y boss_core
232649.74-005653.2 n non_uniform
232652.96-003012.6 n non_uniform
232705.65-000648.5 n non_uniform
232710.78+001703.6 n non_uniform
232712.42-001815.7 n dr7_core
232712.99-003618.3 n non_uniform
232740.61+011018.5 n boss_core
232742.67+000653.9 n non_uniform
232743.02-012457.9 n boss_core
232743.72+002837.0 n non_uniform
232757.23-000035.9 n non_uniform
232801.47+001705.0 y dr7_core
232803.53-001656.3 n non_uniform
232805.82+024919.4 y boss_core
232825.86+004439.7 n non_uniform
232828.49-003831.5 y dr7_core
232834.58+014720.4 n boss_core
232834.75+012537.9 n boss_core
232842.01-004216.5 n non_uniform
232859.56-002944.1 n non_uniform
232902.89-002716.9 n non_uniform
232907.12+003416.5 n non_uniform
232928.88-011405.6 n non_uniform
232930.16-000752.7 n non_uniform
232937.67+013204.5 y boss_core
232951.45+000942.7 n non_uniform
232953.52+005106.6 n non_uniform
233000.31+020942.1 n boss_core
233007.17-000324.4 n non_uniform
233010.93-002951.5 y dr7_core
233011.42-001800.1 n dr7_core
233020.72+001727.6 y dr7_core
233026.94+012535.8 y boss_core
233027.06+010248.4 y boss_core
233028.93+003545.9 y boss_core
233029.17+003746.6 y dr7_core
233054.90+020410.5 n boss_core
233103.24+013642.6 n boss_core
233129.83-004933.3 n non_uniform
233133.07-005609.1 n non_uniform
233135.38-010237.5 y dr7_core
233138.97-002429.2 n non_uniform
233139.33-001516.7 n dr7_core
233141.16-012639.9 y boss_core
233144.71-013226.7 y boss_core
233149.48+000719.5 y dr7_core
233150.99+025605.2 y boss_core
233155.01-011515.0 n non_uniform
233157.78-005130.9 n non_uniform
233217.20+005057.8 n non_uniform
233226.57+010146.4 y boss_core
233230.41+000137.6 n non_uniform
233237.88+010845.3 n boss_core
233258.90-010556.6 n non_uniform
233315.89-000452.8 n non_uniform
233318.85-000931.6 y boss_core
233323.23+005514.9 n non_uniform
233329.00-000308.1 n non_uniform
233330.57-004832.2 n non_uniform
233333.72-004416.5 y boss_core
233340.01+011115.2 n boss_core
233347.84-001754.7 y boss_core
233352.97+013151.4 y boss_core
233403.65-005253.8 y boss_core
233409.40-010117.9 n non_uniform
233422.72+005818.4 y boss_core
233440.41+005604.6 n non_uniform
233442.59-012217.1 n boss_core
233503.20+004216.2 n non_uniform
233517.62+010307.5 y dr7_core
233523.52+002852.9 n non_uniform
233527.69-001339.3 n dr7_core
233531.73+015437.2 y boss_core
233535.17-003502.7 n non_uniform
233541.63+001749.7 y boss_core
233555.42-011131.9 n non_uniform
233601.62+003212.9 n non_uniform
233612.39-004759.4 y dr7_core
233615.93+010837.5 n non_uniform
233618.60+001446.8 y boss_core
233619.75-000053.1 n non_uniform
233626.77-000803.5 n dr7_core
233631.11+011027.4 n non_uniform
233642.96+000425.1 y boss_core
233654.01+003752.4 n boss_core
233703.37+011756.9 n boss_core
233703.70+003812.7 n non_uniform
233706.36+002132.3 n non_uniform
233713.66+005610.8 y boss_core
233714.16+003935.5 y boss_core
233715.90-010542.3 n non_uniform
233718.11+004811.0 y boss_core
233728.56-000740.8 y boss_core
233738.02+010056.1 n non_uniform
233738.03+001000.1 y boss_core
233738.86-002016.6 y boss_core
233741.31+001743.7 n non_uniform
23375.354+005002.8 n non_uniform
233750.16+004056.5 y boss_core
233801.85-005805.4 y boss_core
233805.92+001540.4 n boss_core
233811.06+005442.6 n dr7_core
233811.58+022305.7 y boss_core
233828.24+002213.4 n boss_core
233830.25+002501.7 n non_uniform
233833.69+003335.8 y boss_core
233849.80+000810.9 n non_uniform
233854.32+012921.5 y boss_core
233902.21+003120.9 n boss_core
233906.38-005353.3 n boss_core
233917.26-001958.6 y boss_core
233952.77-000840.0 n non_uniform
233958.77-002736.1 n non_uniform
234002.49+014816.7 y boss_core
234009.91+005619.9 y dr7_core
234020.85+005559.7 y dr7_core
234034.12-004432.7 y boss_core
234044.99+023505.1 y boss_core
234050.52+010635.4 y dr7_core
234057.01-011246.1 n non_uniform
234057.04-010618.7 n non_uniform
234101.24+013650.9 y boss_core
234112.78+005121.0 n non_uniform
234123.05+004342.7 n boss_core
234125.11+001549.8 n non_uniform
23413.277-004024.3 n boss_core
234138.99+010554.3 n non_uniform
234140.05+005304.5 y boss_core
234140.52+004239.1 n boss_core
234142.32+003312.4 n non_uniform
234145.82-003934.6 n non_uniform
234147.13+021859.0 n boss_core
234149.57+011459.1 y boss_core
234200.03+005952.9 y boss_core
234205.74-003633.6 n non_uniform
234209.39+010551.0 y boss_core
234215.29-000912.4 n non_uniform
234221.22-003223.9 n non_uniform
234223.40+023928.1 y boss_core
234227.39-000125.2 n non_uniform
234231.14-002610.8 y boss_core
234247.64-005322.7 y boss_core
234252.36-003915.2 y dr7_core
234253.25+000240.0 n non_uniform
234304.24-003351.0 n non_uniform
234307.38+003854.7 n non_uniform
234310.91+005050.4 n boss_core
234311.93-005034.3 n non_uniform
234314.29-010606.9 n boss_core
234316.50-002836.1 n non_uniform
234335.48-005758.1 n non_uniform
234338.23+000307.9 n non_uniform
234354.78-000109.3 y boss_core
234357.03-001114.2 y boss_core
234358.39+010449.6 n non_uniform
234359.03+001912.9 y boss_core
234410.61-003125.6 y boss_core
234410.70+021841.1 y boss_core
234412.83-002921.5 n boss_core
234414.67+010013.1 n boss_core
234416.85+005217.6 n boss_core
234420.78-000700.8 n non_uniform
234426.37-001736.0 n non_uniform
234432.32+025208.4 n boss_core
234438.99-002604.7 y dr7_core
234441.21-005521.2 y boss_core
234445.14+002655.7 n non_uniform
234447.03+000717.7 n boss_core
234502.73-001126.5 n non_uniform
234513.39+020730.9 n boss_core
234532.89+011218.9 y boss_core
234539.69+010033.3 y boss_core
234603.72-003249.0 n non_uniform
234613.76-011719.3 y boss_core
234623.42+010918.1 n non_uniform
234629.59-001026.1 n non_uniform
234642.49-001856.1 y boss_core
234643.07+000350.7 n boss_core
234645.30+012502.9 n boss_core
234645.61+003900.7 n non_uniform
234648.39-010116.4 n non_uniform
234653.51+004554.4 n non_uniform
234657.08+004518.8 y boss_core
234715.98+005602.9 n non_uniform
234724.70+030219.2 y boss_core
234726.39+025456.6 y boss_core
234736.39-001318.3 y boss_core
234743.18+010602.5 n non_uniform
234744.24+005911.8 y boss_core
234747.05+011859.8 y boss_core
234747.42+001337.0 n non_uniform
234755.92+022316.7 y boss_core
234801.37+015018.5 n boss_core
234811.11-005221.2 n non_uniform
234812.88+010022.1 y boss_core
234816.27-001107.4 n non_uniform
234835.32+005832.8 n boss_core
234840.06+010753.5 y dr7_core
234840.15+011907.9 y boss_core
234841.90+005928.8 y boss_core
234843.21-005628.6 y boss_core
234844.34+024628.3 n boss_core
234846.40+025352.2 n boss_core
234859.01+012152.5 n boss_core
234902.63+014205.1 y boss_core
234905.56+014628.7 y boss_core
234906.74+014422.5 n non_uniform
234937.97+013952.5 y boss_core
234940.56+001554.5 n boss_core
234941.81-004038.6 y boss_core
234953.56-005545.7 y boss_core
235002.70+005415.5 n non_uniform
235010.31-010730.4 n non_uniform
235012.62+022333.3 y boss_core
235016.76+005340.6 n boss_core
235019.76-005009.5 y boss_core
235023.58-003712.2 n boss_core
235032.87+005922.8 n boss_core
235043.05-003849.1 n non_uniform
235047.60+023154.9 y boss_core
235049.85+012943.8 y boss_core
235050.73-002848.5 n non_uniform
235052.06+023524.4 y boss_core
235055.13+020016.4 y boss_core
235056.06-011859.4 n boss_core
235057.13+003730.3 y boss_core
235104.02+024928.8 y boss_core
235105.41+024916.3 n boss_core
235106.85+022942.1 n boss_core
235109.11+015033.4 y boss_core
235110.27-012249.8 y boss_core
235123.52+011658.8 n boss_core
235123.97+020923.9 y boss_core
235126.52-005537.5 n non_uniform
235127.77+004035.1 y boss_core
235134.97-011134.0 n non_uniform
235139.02+003543.1 y boss_core
235143.42+010052.0 n boss_core
235144.03-012308.2 y boss_core
235144.53-010656.4 n boss_core
235146.88+001514.7 y boss_core
235146.99+004606.4 n non_uniform
235147.26+021229.2 y boss_core
235150.83-011036.6 n dr7_core
235154.47+002437.7 n boss_core
235154.92+015045.9 y boss_core
235155.00+000112.0 y boss_core
235156.52+020721.1 y boss_core
235157.47+014704.3 y boss_core
235202.40-005700.9 n non_uniform
235209.72+001421.4 y boss_core
235209.78+010238.7 y boss_core
235212.65+022830.5 y boss_core
235213.27-004326.3 n non_uniform
235214.78+005103.2 n boss_core
235218.51+012053.9 y boss_core
235220.20-002756.0 n non_uniform
235221.18-005125.9 n non_uniform
235221.29+004649.6 n boss_core
235221.34+030251.0 n boss_core
235224.15+000833.6 n boss_core
235225.11+030154.3 y boss_core
235227.05-011940.9 n boss_core
235228.11+003653.7 n boss_core
235229.93-002702.4 y dr7_core
235232.15+010541.5 n non_uniform
235232.97+011151.8 y boss_core
235234.41+000435.5 y boss_core
235237.73+000753.8 y boss_core
235246.54+015715.8 y boss_core
235249.39-000629.4 n non_uniform
235251.18-001612.0 y dr7_core
235251.87+003814.9 y dr7_core
235253.65+003610.2 n non_uniform
235259.82-003459.2 y boss_core
235302.16+022528.8 y boss_core
235304.36-004435.4 n boss_core
235305.98+004624.7 n dr7_core
235308.06+005106.4 y boss_core
235309.18-002643.7 n non_uniform
235310.64-005813.3 n non_uniform
235316.71+014010.2 y boss_core
235317.27-002939.5 y boss_core
235323.07+012921.5 n boss_core
235324.08+000358.2 n dr7_core
235325.57-002142.7 n non_uniform
235325.61+000954.9 y boss_core
235327.38-003915.8 n non_uniform
235329.48+000645.7 n boss_core
235337.18+000534.4 n non_uniform
235343.77+021712.0 n boss_core
235344.01+005216.9 n non_uniform
235344.70+010118.3 y boss_core
235344.80-001917.0 y boss_core
235344.92-005718.0 n boss_core
235347.65-011211.1 y boss_core
235355.88+011746.0 y boss_core
235356.01+014004.0 n boss_core
235358.25+025016.8 y boss_core
235359.57+010226.3 n non_uniform
235402.88+001932.1 n dr7_core
235403.48+012129.0 n boss_core
235405.64+025635.8 n boss_core
235405.83+011905.2 y boss_core
235409.16-001947.9 n dr7_core
235414.98-011845.5 y boss_core
235416.94-000222.5 n non_uniform
235418.80+013344.9 y boss_core
235433.73-005216.0 n boss_core
235438.26+010958.0 n non_uniform
235439.14+005751.9 n non_uniform
235441.54-000448.6 y dr7_core
235446.88-004945.2 n non_uniform
235447.19+021505.9 y boss_core
235448.29+002733.5 n non_uniform
235454.99+004019.9 n non_uniform
235457.09+004219.9 n dr7_core
235501.44+001935.3 n non_uniform
235501.64+014451.3 n boss_core
235507.92+012105.9 y boss_core
235512.12-012351.3 n boss_core
235517.28+013035.4 y boss_core
235519.05+012722.1 n boss_core
235521.77+010848.1 y boss_core
235521.82-010952.2 y boss_core
235523.86-004543.2 n non_uniform
235527.44-004929.1 n boss_core
235533.42-002812.2 y dr7_core
235535.18-001516.5 y dr7_core
235537.85+002536.7 y boss_core
235538.41+020624.3 y boss_core
235544.47-001936.7 y boss_core
235545.06+001745.0 n non_uniform
235545.51+004923.1 y dr7_core
235546.46+024208.7 y boss_core
235601.95-010612.7 y boss_core
235602.15+022745.5 n boss_core
235603.10+013702.1 y boss_core
235604.65-003833.2 y boss_core
235604.83-005816.5 n non_uniform
235613.54-004120.0 y boss_core
235614.59-005921.8 n non_uniform
235618.67+000431.8 y boss_core
235621.21+022838.1 y boss_core
235624.90-004841.9 n non_uniform
235632.01+000551.9 n boss_core
235639.54+013034.0 y boss_core
235640.28+014402.6 y boss_core
235643.06+015006.3 y boss_core
235643.35+001428.0 n non_uniform
235645.71-010801.8 y boss_core
235646.74+013032.5 n boss_core
235650.33+013638.5 n boss_core
235652.70+015147.2 y boss_core
235653.87-010731.5 n non_uniform
235653.93+010735.2 y boss_core
235700.83+000556.2 y boss_core
235702.23+021412.0 n boss_core
235702.25+020124.0 y boss_core
235708.87+000702.2 y dr7_core
235716.30+000125.7 n boss_core
235722.12-000115.3 n non_uniform
235724.35+010533.5 n non_uniform
235726.31+012843.2 n boss_core
235727.21+012007.2 y boss_core
235732.18+003054.3 n non_uniform
235733.47-000432.7 n non_uniform
235736.27+003056.4 n dr7_core
235737.86+020950.2 y boss_core
235737.96+003227.8 n dr7_core
235738.61-002148.7 y boss_core
235746.20-012200.8 y boss_core
235757.12+005759.2 n non_uniform
235758.37+005717.3 n boss_core
235800.35+022432.3 y boss_core
235800.59+004345.9 n boss_core
235801.02-003741.6 y boss_core
235802.92-011133.3 y boss_core
235804.60+004219.2 y boss_core
235809.05-010051.5 y boss_core
235813.39-002229.4 y boss_core
235815.17+010417.2 y boss_core
235816.72+014755.0 y boss_core
235818.86-000919.4 n non_uniform
235819.31+004214.0 n non_uniform
235822.85+010213.7 n non_uniform
235826.16+011020.3 n dr7_core
235830.84+005314.1 n non_uniform
235832.95+014014.9 y boss_core
235834.68+022500.7 y boss_core
235838.35+013940.3 y boss_core
235839.01-003709.0 n non_uniform
235839.62+002906.4 n non_uniform
235840.65-003137.2 n boss_core
235844.74-004400.4 n non_uniform
235847.82+012828.8 y boss_core
235850.17-003916.2 n non_uniform
235850.54-012133.9 y boss_core
235851.05+021935.4 y boss_core
235852.02+022808.6 y boss_core
235852.05+005532.5 y boss_core
235903.48-000134.2 y boss_core
235906.98+011004.1 n non_uniform
235909.99+014854.8 y boss_core
235911.19+022541.0 n boss_core
235915.66+020654.5 y boss_core
235919.15-003121.0 n non_uniform
235919.80+015413.7 y boss_core
235920.20-001334.8 y boss_core
235920.48+014226.0 n non_uniform
235920.76-001644.6 n non_uniform
235920.92+005855.1 n non_uniform
235920.93+025353.0 n boss_core
235921.41+001007.1 y boss_core
235930.06+000839.5 n non_uniform
235930.42+003733.5 n dr7_core
235930.64+011958.5 y boss_core
235940.64+010008.7 y boss_core
235942.35+001338.2 n non_uniform
235943.84+012450.7 y boss_core
235945.20-005057.5 y boss_core
235951.82+004116.9 n boss_core
36.396045-5.476835 n boss_core
36.474154-5.719547 n boss_core
36.493035-5.684671 n boss_core
36.594015-5.569671 n boss_core
36.610037-4.559191 n boss_core
36.642173-3.550502 n boss_core
36.666969-4.575991 n boss_core
36.745835-4.521831 n boss_core
36.783481-5.918099 n boss_core
36.974996-5.212161 n boss_core
37.013896-5.670781 n boss_core
37.045176-5.128872 n boss_core
37.050565-4.193045 n boss_core
37.100496-3.316798 n boss_core
37.110304-5.078693 n boss_core
37.120352-5.860372 n boss_core
37.163206-3.686362 n boss_core
37.187494-5.088164 n boss_core
37.190122-5.042230 n boss_core
37.214593-5.206441 n boss_core
37.233151-5.247468 n boss_core
37.238004-4.359273 n boss_core
37.260172-5.879849 n boss_core
37.262146-4.274579 n boss_core
37.326149-5.634494 n boss_core
37.341334-4.705542 n boss_core
37.343572-4.262540 n boss_core
37.368374-5.190296 n boss_core
37.371047-4.146343 n boss_core
37.465567-5.042167 n boss_core
37.540223-4.020991 n boss_core
37.552353-4.246146 n boss_core
37.562557-4.751286 n boss_core
37.565010-3.993479 n boss_core
37.567618-4.733291 n boss_core
37.570149-5.880407 n boss_core
37.573533-5.422619 n boss_core
37.607224-5.852809 n boss_core
37.624131-4.364273 n boss_core
37.628387-4.422068 n boss_core
37.649283-5.434237 n boss_core
37.661116-5.393343 n boss_core
37.680582-4.458020 n boss_core
37.683904-4.797681 n boss_core
37.705567-5.955735 n boss_core
37.706694-5.333371 n boss_core
37.731745-5.160329 n boss_core
37.759174-5.392242 n boss_core
37.764129-5.034014 n boss_core
37.767483-4.615521 n boss_core
37.779323-5.909899 n boss_core
37.854789-5.244400 n boss_core
37.857537-5.747377 n boss_core
37.870793-4.813108 n boss_core
37.898133-5.771508 n boss_core
37.924768-4.777848 n boss_core
37.949768-4.236777 n boss_core
38.041272-5.329124 n boss_core
38.153418-3.983797 n boss_core
38.155134-5.899845 n boss_core
38.180308-4.514904 n boss_core
38.195097-5.026859 n boss_core
38.208277-4.729681 n boss_core
38.214730-4.666439 n boss_core
38.222424-5.988519 n boss_core
38.235718-5.844594 n boss_core
38.288235-5.045377 n boss_core
38.314685-5.796610 n boss_core
38.319216-4.607830 n boss_core
38.344343-4.557942 n boss_core
38.368532-5.767900 n boss_core
38.390072-4.211183 n boss_core
38.446340-5.243236 n boss_core
38.453502-5.753670 n boss_core
38.464795-4.096439 n boss_core
38.475511-4.403840 n boss_core
38.499342-4.495785 n boss_core
38.538401-5.058568 n boss_core
38.564853-4.435933 n boss_core
38.573048-4.974151 n boss_core
38.615486-4.951846 n boss_core
38.622822-3.984048 n boss_core
38.647650-4.908867 n boss_core
