#bestObjID ra dec
1237656577239417272 337.30675999999994 0.14469004
1237656906344562967 336.01401 -0.956729
1237656906344824947 336.6361099999999 -0.954925
1237656906349150391 346.49541 -0.91946657
1237656906349215882 346.55909999999994 -1.006792
1237656906351050789 350.74996 -0.899804
1237656906351182046 351.07114 -0.94571006
1237656906352951323 355.08260999999993 -0.98565
1237657069549715535 30.161158999999998 -0.99846754
1237657070088159373 33.69583899999998 -0.54740028
1237657070088159460 33.68858 -0.43833408
1237657071159476428 28.282224999999983 0.21777799
1237657071160262668 29.959386999999992 0.39469199
1237657071694905497 24.861507000000017 0.79958469
1237657071696085250 27.60089800000003 0.699684
1237657071698640999 33.499144 0.70744802
1237657190367166546 357.38653999999997 -0.612732
1237657190368542853 0.39466420000002245 -0.51767765
1237657190368608414 0.6510461199999895 -0.45687449
1237657190904627350 358.67309 -0.080187008
1237657190908297362 7.1321459999999774 -0.070349998
1237657190914654459 21.625636999999983 -0.1975532
1237657191445561505 7.989285499999994 0.31055933
1237657191446151272 9.295843999999988 0.357731
1237657191977779410 357.3602900000001 0.64060869
1237657191978172640 358.2161699999999 0.637497
1237657191978369202 358.73789 0.70553399
1237657191979679931 1.7040786000000026 0.71721901
1237657191981187277 5.06726980000002 0.68320002
1237657191981318325 5.420908999999995 0.64491698
1237657192516812923 2.2466039999999907 1.230887
1237657584949788859 39.251270999999974 -1.025168
1237658203449852041 223.57889999999998 41.970025
1237658203985543205 220.51178000000004 43.619107
1237658204523266129 223.06498 43.080195
1237658422477127922 153.26593000000003 5.425272
1237659118790967534 229.25752999999997 44.802776
1237659119328231609 230.50326999999993 44.58808
1237659120396141131 213.79629 51.994707
1237659131677245458 231.88365 43.567054
1237659324953395286 241.73028 42.726922
1237659329238860171 240.47388999999998 43.304873
1237659905330118863 20.57259799999997 -0.29978451
1237660024494096644 337.94443 -1.1381099
1237660024495079446 340.12023999999997 -1.113869
1237660025031426431 339.02179 -0.68911357
1237660223157239873 20.647689000000014 -0.33291806
1237661210971013165 217.39238999999998 44.796929
1237661360227549221 212.03418 43.054603
1237661360765075642 214.19876999999997 42.853442
1237661362912165942 213.77367000000004 44.80219
1237661385994928261 215.39959 52.527474
1237661387612749872 237.13761 44.373914
1237661416065532190 213.91497000000004 52.624418
1237661416602402929 214.33031000000005 53.135762
1237661435928707284 216.73406 44.22334
1237661435929755772 219.82592999999997 43.09069
1237661849863520395 199.78033000000005 43.137286
1237661850938900561 205.07134999999994 43.182957
1237661851476426786 207.22820000000002 43.052524
1237661852011462748 201.76723000000004 44.58472
1237661871335997477 204.15272000000004 42.159498
1237661871336521836 205.84267999999997 41.946144
1237661872946413689 203.83632 43.454814
1237661873482825894 202.69344999999998 44.073207
1237661873484005398 206.23589000000004 43.52971
1237661874020286528 204.65302999999994 44.245131
1237663204919083169 11.244496000000026 0.722183
1237663204919738632 12.71753799999999 0.82513211
1237663204920918293 15.42951499999998 0.7608934
1237663275773919271 345.48146999999994 -1.113618
1237663275779424259 357.9838500000001 -1.153695
1237663277922648152 348.29050000000007 0.44270435
1237663277924286665 352.11501999999996 0.5923834
1237663277925073048 353.79401000000007 0.53151481
1237663277928415314 1.488488000000018 0.477142
1237663277928677466 2.144660999999985 0.532279
1237663277929267292 3.443844000000013 0.56747199
1237663278462271519 354.56844 0.84162498
1237663278465417287 1.7917239999999879 0.89140898
1237663278467580139 6.802496000000019 0.866636
1237663278472560863 18.168812000000003 0.90779316
1237663444906410190 345.0303200000001 0.29420099
1237663445442691192 343.7176099999999 0.77538056
1237663462608797858 354.21120999999994 0.67846812
1237663463143309480 348.76673000000005 1.0595995
1237663478723248415 336.31183 -0.36542204
1237663479257301294 329.95421 0.16798702
1237663479259332945 334.62567 0.20587842
1237663479259857135 335.76132000000007 0.077125149
1237663479260709115 337.79684 0.11767972
1237663479260971298 338.32669 0.02647951
1237663479797186936 336.8883900000001 0.58026
1237663479797383281 337.29092 0.424276
1237663542611673130 335.81296999999995 -0.436265
1237663543148675172 336.14706 -0.18441524
1237663543686725750 338.79429000000005 0.274983
1237663543696818444 1.8142637000000263 0.26066262
1237663544224842023 341.7052100000001 0.75581385
1237663716017373218 6.968332999999973 0.43768201
1237663716555817202 10.556105000000002 0.988254
1237663716555882736 10.698199999999986 0.9712615
1237663782591004869 9.699292200000002 -1.2033984
1237663782591725803 11.246201999999982 -1.1081421
1237663782595330257 19.608858999999995 -1.2240337
1237663782597492781 24.539736000000005 -1.155616
1237663782597623833 24.756461 -1.104295
1237663782598017129 25.643363000000022 -1.238166
1237663782598083284 25.88315 -1.1135944
1237663782598738111 27.253228999999976 -1.2280227
1237663783118110975 347.41837 -0.80569526
1237663783121649698 355.42292999999995 -0.635176
1237663783121649847 355.46170000000006 -0.7247485
1237663783127482438 8.797843999999998 -0.82166499
1237663783130759387 16.31007699999998 -0.7426116
1237663783132659802 20.512440000000026 -0.74735301
1237663783134625892 25.0711 -0.83417502
1237663783136264382 28.84040600000003 -0.69717501
1237663783137050790 30.654514000000006 -0.70448376
1237663783655243812 347.97044000000005 -0.22641999
1237663783655505952 348.54813 -0.36357284
1237663783655768100 349.10582 -0.373741
1237663783664943218 10.133763999999985 -0.23078
1237663783669399564 20.212263000000007 -0.30916499
1237663783670055007 21.707885999999974 -0.25107902
1237663783670907083 23.721666000000027 -0.31178838
1237663783670972427 23.823124000000007 -0.32751131
1237663783675494497 34.218635000000006 -0.39316501
1237663784192770118 349.42751 0.093087013
1237663784193228981 350.49605999999994 0.12745592
1237663784193360056 350.77199999999993 0.084384362
1237663784193622044 351.35552000000007 0.064480995
1237663784195194966 355.04358 0.17356972
1237663784200306911 6.621368399999994 0.086003751
1237663784200634643 7.380741600000022 0.186037
1237663784200700113 7.603897099999983 0.048496711
1237663784201486401 9.347895999999992 0.136823
1237663784203583705 14.139026000000001 0.086174938
1237663784204566618 16.443761999999992 0.11804347
1237663784205353044 18.228831000000014 0.053626999
1237663784206073992 19.792329999999993 0.16225405
1237663784207253626 22.597995000000026 0.097711998
1237663784208498902 25.35683899999998 0.132124
1237663784209743956 28.16225400000002 0.15986598
1237663784212562202 34.68111799999997 0.15321262
1237663784741240946 15.908749999999998 0.57396561
1237663784743141553 20.246336999999983 0.50673008
1237663784743206934 20.36703399999999 0.58072498
1237663784744124534 22.562932999999987 0.43256542
1237663784746287164 27.465250000000026 0.42680591
1237663784748712054 32.98641199999997 0.54111064
1237663784751792437 39.987708999999995 0.54522724
1237663785277849739 15.348500000000001 1.0126114
1237663785278374108 16.55010299999998 0.8723765
1237663785280209038 20.727619000000004 1.0185305
1237663785281323179 23.24369999999999 0.90492524
1237663785283223583 27.568467999999996 0.95054055
1237666338114896023 15.89730800000001 -0.92425299
1237666338651701263 15.62515000000002 -0.53522698
1237666338653798547 20.527803000000006 -0.51217229
1237666339189097200 16.952062000000012 -0.1279667
1237666339725377733 15.46285899999998 0.34136202
1237666339725902051 16.674971000000028 0.28803337
1237666339726229532 17.458662000000004 0.39242449
1237666339727147459 19.540728 0.3662018
1237666340799185082 15.697869000000026 1.0645268
1237666340799316176 16.029198000000008 1.23693
1237666340799512718 16.38665100000003 1.132147
1237666406846758971 34.23277999999999 -0.87471298
1237666407361872060 344.48843 -0.43565599
1237666407363969107 349.2991400000001 -0.60102
1237666407380811870 27.774166999999977 -0.57401202
1237666407382122668 30.745610999999997 -0.468759
1237666407917682747 27.69828000000001 -0.20971541
1237666407917748346 27.895058000000006 -0.0028959869
1237666408437252146 348.21204 0.28862402
1237666408459206727 38.28750200000002 0.26296669
1237667227148681344 32.05198200000001 5.6055925
1237667227148746757 32.064678000000015 5.4696104
1237669516365660190 354.37366 6.24696
1237669517437501697 350.02055999999993 6.8945534
1237669517437763613 350.54413 6.8606011
1237669679572451517 348.88711 6.3523801
1237669679572975748 350.19281 6.3996359
1237669680110305340 351.12525000000005 6.7413456
1237669696760512744 331.58391000000006 5.247025
1237669696762544178 336.27534 5.7113267
1237669697838055506 340.33519 6.8153868
1237669701049581602 13.101319999999987 6.415907
1237669701051285574 16.963098000000002 6.4674504
1237669761184039083 330.27997000000005 5.0767736
1237669761186726065 336.31123 5.4525296
1237669761187905556 339.01790000000005 5.5968211
1237669761723662509 336.46147999999994 5.9341264
1237669765477957695 19.10922599999998 6.0707898
1237669769764733069 33.49714799999998 -4.6625509
1237669769765519647 33.496171000000004 -2.898005
1237669769768599772 33.47662500000001 4.0491358
1237669769768796374 33.60937100000001 4.5518742
1237671126981017826 180.41895 5.0285386
1237671128587894946 175.14899000000003 -1.8783
1237671763714638172 191.89998000000003 4.186774
1237672764986818673 356.63963 5.1539416
1237673708258722080 139.68262 1.5157402
1237673708258722194 139.77984000000004 1.3461347
1237673708793037051 134.53249 -1.3329065
1237673709332070513 138.58357999999998 1.6299331
1237673710405615888 137.73026 2.2826489
1237674459875246085 134.07429000000002 -1.6353788
1237674460412052153 133.78823 -1.438999
1237674460414476677 138.65571 1.4398494
1237674460414607519 138.8082 1.7320409
1237674460415066398 139.80362000000002 2.1477226
1237674460416836014 143.26516000000004 4.2004472
1237674460949119225 133.89990999999998 -0.76233268
1237674461487628546 136.93124 1.5577519
1237674601605759057 212.49052000000006 -1.4807048
1237678433794064465 11.563538999999992 5.2555247
1237678437015486706 37.68721800000003 1.2127818
1237678437015552153 37.83393100000001 1.0709797
1237678437015945239 38.66267800000003 1.127872
1237678439696957652 31.121550000000013 3.32625
1237678439698202774 34.00899099999998 3.2600085
1237678595931046142 332.76096000000007 1.1217668
1237678595932094536 335.10246000000006 1.158695
1237678595934519630 340.66336 1.301616
1237678595935109349 342.06077000000005 1.4132046
1237678595944022106 2.368680999999981 1.616534
1237678595944939547 4.440924399999972 1.6057721
1237678595945529449 5.740497199999993 1.530687
1237678596466933865 330.4708499999999 1.4990105
1237678596469620931 336.59024 1.7249664
1237678596480499778 1.4481119999999805 2.0506374
1237678596483842163 9.132196899999997 1.9244646
1237678596484694086 11.099088999999992 1.914313
1237678597005508668 334.30023000000006 1.9637752
1237678597014356156 354.5291500000001 2.4539419
1237678597019009064 5.138312100000007 2.4813063
1237678597019336814 5.905789099999993 2.4938891
1237678597024120836 16.81854800000002 2.3722148
1237678597542576198 334.85339 2.407795
1237678597551816752 355.91552 2.7510828
1237678598079840568 335.63039000000003 2.9133522
1237678598622281897 348.35203 3.5949435
1237678598627786876 0.9569960000000037 3.5624059
1237678598634405993 16.08024899999998 3.5647378
1237678617405358492 331.44303 0.88869029
1237678617406603540 334.31546000000003 0.94173863
1237678617407193101 335.6256900000001 1.042081
1237678617408766127 339.26224 1.188971
1237678617409880267 341.81719999999996 1.2318223
1237678617410142336 342.38774 1.082171
1237678617411649632 345.84055 1.182338
1237678617412304960 347.30814 1.3113279
1237678617412436302 347.7335499999999 1.323126
1237678617413812238 350.78021 1.189177
1237678617419841615 4.591783799999973 1.3172179
1237678617419907092 4.709519899999975 1.3640995
1237678617420693590 6.586963000000026 1.255022
1237678617422266459 10.056340999999975 1.4295348
1237678617425019025 16.47634499999998 1.335371
1237678617427705891 22.57078200000001 1.331112
1237678617428099115 23.469419000000016 1.229211
1237678617428688971 24.87571300000002 1.255109
1237678617430851669 29.79190699999998 1.0873689
1237678617431048724 30.14002800000003 1.0577596
1237678617434390725 37.78876700000001 0.95099867
1237678617434718297 38.560724 0.95222213
1237678617941901334 330.69299 1.3580521
1237678617951797505 353.41088 1.6326636
1237678617952321626 354.58757 1.6686709
1237678617954353199 359.16787 1.7340824
1237678617954549986 359.63732000000005 1.6708068
1237678617956712787 4.56793429999999 1.7801475
1237678617959071908 9.969701999999984 1.8081013
1237678617962741861 18.299252000000024 1.5951329
1237678617966215328 26.278372999999988 1.6975017
1237678617968050276 30.465238999999997 1.4840289
1237678618481918170 337.87612 1.9230981
1237678618483621954 341.81093 2.0687988
1237678618486636733 348.7189000000001 2.0048502
1237678618492076201 1.108554799999979 2.1510004
1237678618500661437 20.814598999999987 2.155906
1237678618503610403 27.532238000000007 2.026131
1237678618504331415 29.200715000000002 1.878145
1237678618505904193 32.775013 1.8186971
1237678619017019784 333.86924999999997 2.3112271
1237678619018264638 336.7681600000001 2.3989356
1237678619021606918 344.29006000000004 2.4255677
1237678619023835408 349.42966 2.4616669
1237678619026194486 354.83331999999996 2.6015583
1237678619029274657 1.8627222000000074 2.6869832
1237678619034190024 13.158458999999993 2.547078
1237678619038777427 23.649617999999975 2.4777363
1237678619042054248 31.174593000000016 2.4024648
1237678619042447612 32.02786100000003 2.3815141
1237678619044806687 37.36579899999998 2.1684027
1237678619573157934 17.99561299999999 2.979848
1237678619575648345 23.69545099999999 2.9377446
1237678619580629226 34.944907 2.6786007
1237678619580825790 35.47027200000002 2.6043567
1237678620089581838 331.12211 2.9774791
1237678620099805386 354.53188 3.4469092
1237678620102230168 0.15435865000000604 3.4624969
1237678620105441376 7.470866199999989 3.401293
1237678620106555529 9.937213699999973 3.5183792
1237678620108980405 15.55938900000001 3.3954231
1237678620109242455 16.20885099999998 3.3442634
1237678620110291016 18.564100999999994 3.3290959
1237678620116254835 32.23969499999998 3.2075218
1237678620116844612 33.595505 3.0399738
1237678621696196744 13.140187000000026 4.0284439
1237678621698097297 17.40503799999999 4.0115041
1237678621698621488 18.674851999999987 3.8210688
1237678621698687116 18.82120900000001 3.9334842
1237678622233002218 12.995818999999983 4.461141
1237678622239227906 27.15623499999998 4.089662
1237678622240014352 28.980549999999994 4.1056409
1237678622240014520 28.965979000000004 4.1471122
1237678622242177131 33.99089500000002 3.908063
1237678622766661778 5.651238799999987 4.8593955
1237678622777737329 31.03508899999997 4.4841274
1237678623303794788 6.190677199999982 5.2274228
1237678623310676142 22.045188999999993 5.1813956
1237678623846301761 19.117051000000004 5.5005534
1237678624381403238 15.017075999999975 6.0069339
1237678660351164443 1.9998845000000074 3.9195318
1237678660359291188 20.653718000000026 3.7316511
1237678660889477211 5.359426100000007 4.1850936
1237678660892688386 12.65055000000001 4.156725
1237678660893671544 14.923680999999988 4.2457482
1237678660894523397 16.854667000000006 4.1469829
1237678660897341510 23.430188999999984 3.9599743
1237678661423857826 359.67721000000006 4.5603821
1237678661429493904 12.640713000000005 4.6969845
1237678661431525380 17.159023999999988 4.5066023
1237678661432049740 18.375211999999976 4.4644413
1237678661436244080 28.110179000000016 4.261142
1237678661441486990 40.03698200000002 3.8574948
1237678661959876741 357.68625 5.1271648
1237678661967675436 15.563447999999994 5.057551
1237678661968789585 18.11057199999999 5.0747353
1237678661970493515 22.022422000000006 4.9477615
1237678661973377166 28.683412999999973 4.6190789
1237678776324653126 346.28151 3.8352482
1237678776854511789 330.28568999999993 3.53077
1237678776856871252 335.68395 3.8146876
1237678776857919647 338.01086 3.8795516
1237678776858575055 339.58878000000004 3.9696035
1237678776863555616 350.89788 4.4169661
1237678777391317365 330.0310999999999 4.02266
1237678777399574563 349.02907000000005 4.6118022
1237678777404096550 359.37041 4.9701929
1237678777940443154 358.11203 5.3328045
1237678777941360739 0.3162068999999974 5.3172447
1237678778467680261 335.98069 5.1871075
1237678779008876672 345.91356999999994 5.8198897
1237678779011432611 351.8396 6.0100264
1237678824102363507 336.52667999999994 3.6954726
1237678824637727101 333.07133999999996 3.8446102
1237678824639037545 336.03261999999995 4.1535641
1237678825174073659 331.7577 4.2850552
1237678825711337556 332.66058 4.689973
1237678879961972937 34.586748 -2.6555203
1237678881035387014 33.82611099999997 -1.8108587
1237678881547420875 336.95552 -1.3909004
1237678881551810638 347.01334999999995 -1.6249764
1237678881570816030 30.464691000000016 -1.456381
1237678882098380986 9.257963200000006 -1.3198704
1237678882099822604 12.421313999999995 -1.2871257
1237678882103099527 20.003174 -1.364292
1237678887987707945 34.240770999999995 -3.4165169
1237678889597731037 32.84415799999999 -2.1915998
1237678889597927521 33.235656000000006 -2.0864093
1237678889598189661 33.889534000000026 -2.128065
1237678890666623205 21.754474000000016 -1.4972277
1237678890667540582 23.793668000000025 -1.4123074
1237678890668458185 25.949604000000022 -1.4316314
1237678890669506728 28.38244800000001 -1.3572824
1237679004484173927 346.85974 4.1072074
1237679004486336625 351.707 4.227029
1237679005023469614 352.38406 4.6345805
1237679005556015436 342.51748 4.7099096
1237679005556604951 343.74107000000004 4.7817229
1237679005557260485 345.3746699999999 4.732334
1237679006094065837 345.16640000000007 5.186553
1237679006094917897 347.14148 5.3582748
1237679006095704232 348.89522 5.3877138
1237679006630674690 344.59268999999995 5.6801575
1237679006631002379 345.25923 5.6328968
1237679006631526753 346.44998 5.7564147
1237679253060649036 34.025352 -5.2896306
1237679253061042377 34.91285700000003 -5.1927078
1237679253061370077 35.70698500000003 -5.2481157
1237679253062025314 37.21459299999998 -5.2064407
1237679253062090894 37.36837400000002 -5.1902964
1237679253062484083 38.248042999999996 -5.1960366
1237679253595947153 30.413566000000003 -5.0218826
1237679254135177333 35.723389999999995 -4.4914521
1237679254135177394 35.74159500000002 -4.3113758
1237679254135373894 36.162372000000005 -4.4517553
1237679254135635972 36.753232000000025 -4.33907
1237679254135963663 37.55235299999998 -4.2461462
1237679254670016636 31.096284000000026 -4.1473182
1237679254670278860 31.70614999999998 -4.2479731
1237679254671589522 34.74895700000002 -4.0436582
1237679254672310536 36.33120100000002 -3.9122146
1237679254672375947 36.55284999999998 -4.0554016
1237679254672638080 37.07613200000003 -3.8381989
1237679255208591520 35.05096500000002 -3.6865976
1237679255209246807 36.422214 -3.439986
1237679255743430695 30.363855 -3.4599659
1237679321786679512 32.973311000000024 -5.6365669
1237679321786876085 33.37007799999998 -5.6409676
1237679321788711060 37.666120999999976 -5.2664995
1237679322324467929 35.10328199999998 -5.0421764
1237679322325385398 37.190121999999974 -5.0422303
1237679322325778453 37.97493300000002 -4.8518
1237679322325844153 38.227777 -4.8474572
1237679322859372741 30.507300999999984 -4.872708
1237679322861469707 35.273505 -4.683758
1237679323397095620 32.47587699999997 -4.3376309
1237679323398078557 34.662176999999986 -4.344826
1237679323398996150 36.75608599999998 -4.1309209
1237679323399389325 37.66985799999998 -4.131627
1237679323935015093 34.900619000000006 -3.8005765
1237679324470116505 30.818624 -3.6100505
1237679340030525621 31.762613999999985 -6.7704401
1237679340567593181 32.169437000000016 -6.4546625
1237679340570017891 37.705566999999974 -5.9557353
1237679341105053743 33.47976799999998 -5.855919
1237679438277443818 34.57887800000003 -7.1870761
1237679439349874776 31.498620000000017 -6.6268563
1237679439350202382 32.218098999999995 -6.5676338
1237679439887597684 33.42872999999997 -6.1328987
1237679439888187623 34.87715000000003 -5.9453024
1237679439889301566 37.396387000000004 -5.8693349
1237679439889760389 38.453502000000015 -5.7536703
1237679998770675881 339.8533 -1.3209966
1237679998770872499 340.30644000000007 -1.352457
1237679998777229459 354.85497 -1.4142354
1237680000380895314 38.865657999999996 4.4251817
1237680000913506389 31.68192099999999 -2.24877
1237680001450377231 31.395437000000015 -2.0345512
1237680097015496822 22.48888199999999 3.1906784
1237680097550794955 18.929768000000024 3.484298
1237680097551843437 21.314711999999986 3.652762
1237680097551974459 21.700379999999996 3.4518655
1237680099161473201 18.959428000000003 1.430127
1237680099162718334 21.867242999999974 1.3608347
1237680099166257297 30.008924999999977 1.3454488
1237680099166781453 31.130281000000025 1.3680379
1237680099167961266 33.81084099999998 1.1557976
1237680099704373430 32.820438000000024 1.6002255
1237680100236197912 21.259776999999985 2.297348
1237680100771299521 17.258258000000012 2.8459608
1237680100772216965 19.348682999999994 2.795762
1237680100773003308 21.114469999999983 2.6367407
1237680100773396517 22.00318199999998 2.6292724
1237680100773855236 23.01030700000001 2.7761317
1237680100776280211 28.694502 2.7055122
1237680100776869892 29.92470800000001 2.6405288
1237680101312430169 26.962512000000004 3.1417577
